method,baseline,budget,metric,delta,ci95_lower,ci95_upper,positive_studies,n_studies
tree_residual_MDH_condition,ridge_MDH_condition,0.1,utility,-0.012205111976485473,-0.02757180919784436,0.0029360125261880116,1,4
tree_residual_MDH_condition,ridge_MDH_condition,0.1,capture,-0.00031249662145316215,-0.0007166749715721427,0.00022059164984104818,1,4
tree_residual_MDH_condition,ridge_MDH_condition,0.1,spearman,-0.0008060524143628095,-0.004532637113839694,0.0029205322851140747,2,4
tree_residual_MDH_condition,ridge_MDH_condition,0.1,remaining_relative_error,0.0005417133553796694,-0.00024009715567230305,0.001159937725304594,3,4
ridge_M,magnitude,0.2,utility,0.0,0.0,0.0,0,4
ridge_M,magnitude,0.2,capture,0.0,0.0,0.0,0,4
ridge_M,magnitude,0.2,spearman,0.0,0.0,0.0,0,4
ridge_M,magnitude,0.2,remaining_relative_error,0.0,0.0,0.0,0,4
ridge_MD,magnitude,0.2,utility,0.0035387396205173866,-0.002582897498668732,0.012207742447593373,2,4
ridge_MD,magnitude,0.2,capture,9.828651597146298e-05,-0.00019356308862547578,0.000494290661633201,1,4
ridge_MD,magnitude,0.2,spearman,0.001389633829435473,-0.001230421938682738,0.005124805664231062,2,4
ridge_MD,magnitude,0.2,remaining_relative_error,-8.143879830219136e-05,-0.0006390078406431909,0.00038319670612046997,2,4
ridge_MDH,magnitude,0.2,utility,0.004536276910886872,-0.0018694175539860497,0.012549921198978423,3,4
ridge_MDH,magnitude,0.2,capture,0.00014931671026237325,-0.00017084644625112166,0.0005357613853933102,3,4
ridge_MDH,magnitude,0.2,spearman,0.0024617340786690853,-0.0002989141590332006,0.005407635282874128,3,4
ridge_MDH,magnitude,0.2,remaining_relative_error,-0.00015632059112649643,-0.0006973093903000493,0.00035923603021212336,1,4
ridge_MDH_condition,magnitude,0.2,utility,0.010737048688934304,0.002221536214115971,0.021260883535631096,3,4
ridge_MDH_condition,magnitude,0.2,capture,0.00043580650646705965,7.663772745455932e-05,0.0009375183063174003,3,4
ridge_MDH_condition,magnitude,0.2,spearman,0.009346019956488961,0.0025488594348404836,0.01707924753736647,4,4
ridge_MDH_condition,magnitude,0.2,remaining_relative_error,-0.0007266295964836467,-0.0016653333631667377,-0.000127290251997203,0,4
tree_direct_M,magnitude,0.2,utility,-0.031047584254524432,-0.10333444865896854,0.014673969483471522,2,4
tree_direct_M,magnitude,0.2,capture,-0.0012941417607193612,-0.004097564033824677,0.000646199396034941,2,4
tree_direct_M,magnitude,0.2,spearman,-0.01791191650909084,-0.05358988090081028,0.011282523425666824,1,4
tree_direct_M,magnitude,0.2,remaining_relative_error,0.0018469445211101998,-0.0017536463671598002,0.007157014580643273,2,4
tree_direct_MD,magnitude,0.2,utility,-0.03722687443756974,-0.11177077538632545,0.010767711265575908,1,4
tree_direct_MD,magnitude,0.2,capture,-0.0023839911305873762,-0.004644461326197988,-0.0003578978301894131,0,4
tree_direct_MD,magnitude,0.2,spearman,-0.01963592022325405,-0.04767047807998012,0.00037747912735767997,1,4
tree_direct_MD,magnitude,0.2,remaining_relative_error,0.003803466037852643,0.0004093099286475166,0.008193631925833,4,4
tree_direct_MDH,magnitude,0.2,utility,-0.033672812402632736,-0.11277626427640491,0.012170253697558982,2,4
tree_direct_MDH,magnitude,0.2,capture,-0.0017484051069522055,-0.004994921197332136,-7.142007085542135e-06,1,4
tree_direct_MDH,magnitude,0.2,spearman,-0.011883513225412978,-0.07426468350651423,0.03879664485598068,2,4
tree_direct_MDH,magnitude,0.2,remaining_relative_error,0.003157323881665536,-0.00023118156372292642,0.00949552803790174,3,4
tree_direct_MDH_condition,magnitude,0.2,utility,-0.014885408205849597,-0.07501106887328031,0.02008641319317176,3,4
tree_direct_MDH_condition,magnitude,0.2,capture,-0.0004567118097118378,-0.001596803295509791,0.0003143924873591497,2,4
tree_direct_MDH_condition,magnitude,0.2,spearman,0.0021388838377972563,-0.043027976065889414,0.04788569198228833,2,4
tree_direct_MDH_condition,magnitude,0.2,remaining_relative_error,0.0007620502308913202,-0.000579376699686579,0.002774146363981572,2,4
tree_residual_M,magnitude,0.2,utility,0.003010374141848661,-0.0017625866158061318,0.006783529079094713,3,4
tree_residual_M,magnitude,0.2,capture,0.000103025611972965,-8.986896829921154e-05,0.00029592019224514154,3,4
tree_residual_M,magnitude,0.2,spearman,0.004655297016106126,-0.000561630028999921,0.011225349868769247,2,4
tree_residual_M,magnitude,0.2,remaining_relative_error,-0.0001537563159045574,-0.0003907618246296596,0.00016320127592989175,1,4
tree_residual_MD,magnitude,0.2,utility,0.01170145073016203,0.0018146712736456794,0.018879734833114198,3,4
tree_residual_MD,magnitude,0.2,capture,0.00039806770253611456,0.00012700704109017136,0.000878987091313066,4,4
tree_residual_MD,magnitude,0.2,spearman,0.00897718532963536,0.0035388456811741714,0.013856739490668069,4,4
tree_residual_MD,magnitude,0.2,remaining_relative_error,-0.0006755785671785919,-0.001167667972727937,-0.00022691141231301337,0,4
tree_residual_MDH,magnitude,0.2,utility,0.004787519385031032,-0.009684352700058393,0.019259391470120457,2,4
tree_residual_MDH,magnitude,0.2,capture,0.00033196781019215194,-0.00015705543516306153,0.0009358781250176362,3,4
tree_residual_MDH,magnitude,0.2,spearman,0.005218966191508939,0.0009659471785006257,0.009471985204517253,3,4
tree_residual_MDH,magnitude,0.2,remaining_relative_error,-0.00048035861051135,-0.0012781294327243176,0.00031202055483844915,1,4
tree_residual_MDH_condition,magnitude,0.2,utility,0.007264133728329604,-0.0050013532364688446,0.018821033847329832,3,4
tree_residual_MDH_condition,magnitude,0.2,capture,0.0004990341525685643,1.2960604890782657e-05,0.000985107700246346,3,4
tree_residual_MDH_condition,magnitude,0.2,spearman,0.008539967542126152,0.00468926373567799,0.012880126982805544,4,4
tree_residual_MDH_condition,magnitude,0.2,remaining_relative_error,-0.0006862557576766959,-0.0013994258732167864,2.6914357863394578e-05,1,4
ridge_M,tree_direct_M,0.2,utility,0.031047584254524432,-0.014673969483471522,0.10333444865896854,2,4
ridge_M,tree_direct_M,0.2,capture,0.0012941417607193612,-0.000646199396034941,0.004097564033824677,2,4
ridge_M,tree_direct_M,0.2,spearman,0.01791191650909084,-0.011282523425666824,0.05358988090081028,3,4
ridge_M,tree_direct_M,0.2,remaining_relative_error,-0.0018469445211101998,-0.007157014580643273,0.0017536463671598002,2,4
ridge_MD,tree_direct_M,0.2,utility,0.03458632387504182,-0.013682595570844003,0.10025586420398605,2,4
ridge_MD,tree_direct_M,0.2,capture,0.0013924282766908241,-0.0006520674211282773,0.0039010669326525332,2,4
ridge_MD,tree_direct_M,0.2,spearman,0.019301550338526312,-0.009788124124103278,0.05235945896212754,3,4
ridge_MD,tree_direct_M,0.2,remaining_relative_error,-0.0019283833194123912,-0.006768070504714729,0.001765141106775947,2,4
ridge_MDH,tree_direct_M,0.2,utility,0.035583861165411304,-0.01174564239580328,0.10029418554932601,2,4
ridge_MDH,tree_direct_M,0.2,capture,0.0014434584709817344,-0.0005631642043900098,0.0039267175875735555,2,4
ridge_MDH,tree_direct_M,0.2,spearman,0.020373650587759924,-0.009426194519655116,0.05389637191443446,3,4
ridge_MDH,tree_direct_M,0.2,remaining_relative_error,-0.0020032651122366962,-0.006797778550431149,0.0016227579538682368,2,4
ridge_MDH_condition,tree_direct_M,0.2,utility,0.04178463294345874,-0.0011016151495772536,0.10970713418937492,3,4
ridge_MDH_condition,tree_direct_M,0.2,capture,0.0017299482671864208,-2.9216151220881614e-05,0.004370185894381887,3,4
ridge_MDH_condition,tree_direct_M,0.2,spearman,0.0272579364655798,0.004291522972896519,0.056138740335650764,3,4
ridge_MDH_condition,tree_direct_M,0.2,remaining_relative_error,-0.0025735741175938465,-0.00725953564851009,0.0005585639570505063,2,4
tree_direct_M,tree_direct_M,0.2,utility,0.0,0.0,0.0,0,4
tree_direct_M,tree_direct_M,0.2,capture,0.0,0.0,0.0,0,4
tree_direct_M,tree_direct_M,0.2,spearman,0.0,0.0,0.0,0,4
tree_direct_M,tree_direct_M,0.2,remaining_relative_error,0.0,0.0,0.0,0,4
tree_direct_MD,tree_direct_M,0.2,utility,-0.006179290183045305,-0.018863311644758227,0.0027814773683086658,2,4
tree_direct_MD,tree_direct_M,0.2,capture,-0.001089849369868015,-0.0027208098679954856,3.6418924074244075e-06,1,4
tree_direct_MD,tree_direct_M,0.2,spearman,-0.0017240037141632095,-0.014085005369675808,0.006237155331177274,3,4
tree_direct_MD,tree_direct_M,0.2,remaining_relative_error,0.0019565215167424432,-3.259869230637369e-06,0.004956704849066129,3,4
tree_direct_MDH,tree_direct_M,0.2,utility,-0.0026252281481083037,-0.012364246093172687,0.00711378979695608,2,4
tree_direct_MDH,tree_direct_M,0.2,capture,-0.00045426334623284437,-0.0009091102828780173,0.00015531845855637494,1,4
tree_direct_MDH,tree_direct_M,0.2,spearman,0.006028403283677861,-0.01756857930408824,0.024407898128698147,3,4
tree_direct_MDH,tree_direct_M,0.2,remaining_relative_error,0.001310379360555336,-0.00013157157545190534,0.0027523302965625773,3,4
tree_direct_MDH_condition,tree_direct_M,0.2,utility,0.016162176048674835,-0.0016473196229923742,0.031522369063996775,3,4
tree_direct_MDH_condition,tree_direct_M,0.2,capture,0.0008374299510075234,-0.0006924750009614511,0.0024736494513420554,2,4
tree_direct_MDH_condition,tree_direct_M,0.2,spearman,0.020050800346888095,0.00599087299877285,0.034758161954435804,4,4
tree_direct_MDH_condition,tree_direct_M,0.2,remaining_relative_error,-0.0010848942902188796,-0.004278161280266701,0.0018450273955387675,2,4
tree_residual_M,tree_direct_M,0.2,utility,0.03405795839637309,-0.012691530445504487,0.10823036571392244,2,4
tree_residual_M,tree_direct_M,0.2,capture,0.0013971673726923262,-0.0004915893505495761,0.004022301448204396,2,4
tree_residual_M,tree_direct_M,0.2,spearman,0.022567213525196965,-0.008125713515153524,0.06469926713309221,3,4
tree_residual_M,tree_direct_M,0.2,remaining_relative_error,-0.002000700837014757,-0.006995951199848499,0.0014668719725310086,2,4
tree_residual_MD,tree_direct_M,0.2,utility,0.04274903498468646,-0.01015080285626166,0.11857589532544364,2,4
tree_residual_MD,tree_direct_M,0.2,capture,0.0016922094632554757,-0.00047801684324808025,0.004224290408199799,2,4
tree_residual_MD,tree_direct_M,0.2,spearman,0.026889101838726198,-0.0023776330444668647,0.06330045723025801,3,4
tree_residual_MD,tree_direct_M,0.2,remaining_relative_error,-0.0025225230882887917,-0.0074175072242705364,0.001278959172935079,2,4
tree_residual_MDH,tree_direct_M,0.2,utility,0.035835103639555464,-0.010592899053040492,0.09760873943497958,2,4
tree_residual_MDH,tree_direct_M,0.2,capture,0.001626109570911513,-0.0004291186553130599,0.003940508598661616,2,4
tree_residual_MDH,tree_direct_M,0.2,spearman,0.023130882700599778,-0.003321803098647713,0.053401684390319074,3,4
tree_residual_MDH,tree_direct_M,0.2,remaining_relative_error,-0.0023273031316215498,-0.006844994025804824,0.0012786794135116186,2,4
tree_residual_MDH_condition,tree_direct_M,0.2,utility,0.038311717982854036,-0.00522442573864508,0.09711772371496355,2,4
tree_residual_MDH_condition,tree_direct_M,0.2,capture,0.0017931759132879255,-0.00017819033577357035,0.004128403609071504,3,4
tree_residual_MDH_condition,tree_direct_M,0.2,spearman,0.02645188405121699,-0.0002411141409431744,0.05852537825237189,3,4
tree_residual_MDH_condition,tree_direct_M,0.2,remaining_relative_error,-0.0025332002787868957,-0.006951152633899893,0.0009811390274395149,2,4
ridge_M,tree_direct_MD,0.2,utility,0.03722687443756974,-0.010767711265575908,0.11177077538632545,3,4
ridge_M,tree_direct_MD,0.2,capture,0.0023839911305873762,0.0003578978301894131,0.004644461326197988,4,4
ridge_M,tree_direct_MD,0.2,spearman,0.01963592022325405,-0.00037747912735767997,0.04767047807998012,3,4
ridge_M,tree_direct_MD,0.2,remaining_relative_error,-0.003803466037852643,-0.008193631925833,-0.0004093099286475166,0,4
ridge_MD,tree_direct_MD,0.2,utility,0.040765614058087124,-0.006618086536134785,0.11009887455337423,3,4
ridge_MD,tree_direct_MD,0.2,capture,0.002482277646558839,0.0006835129212159896,0.004616639795632468,4,4
ridge_MD,tree_direct_MD,0.2,spearman,0.02102555405268952,-0.00010296136459958527,0.046440056141297384,3,4
ridge_MD,tree_direct_MD,0.2,remaining_relative_error,-0.0038849048361548344,-0.008025353623196285,-0.0008276519959988793,0,4
ridge_MDH,tree_direct_MD,0.2,utility,0.04176315134845661,-0.00408746050340808,0.1101371958987142,3,4
ridge_MDH,tree_direct_MD,0.2,capture,0.0025333078408497495,0.0007600162134161204,0.004620207178925612,4,4
ridge_MDH,tree_direct_MD,0.2,spearman,0.022097654301923134,0.0012935968121512709,0.0479769690936043,3,4
ridge_MDH,tree_direct_MD,0.2,remaining_relative_error,-0.0039597866289791395,-0.008016771082644786,-0.0009435395478604169,0,4
ridge_MDH_condition,tree_direct_MD,0.2,utility,0.04796392312650404,0.002269582907178387,0.1139136023307374,3,4
ridge_MDH_condition,tree_direct_MD,0.2,capture,0.002819797637054436,0.000630044548063452,0.00500955072604542,4,4
ridge_MDH_condition,tree_direct_MD,0.2,spearman,0.02898194017974301,0.01317521471588716,0.05245484243665004,4,4
ridge_MDH_condition,tree_direct_MD,0.2,remaining_relative_error,-0.00453009563433629,-0.008322720317262,-0.0007947769635027191,0,4
tree_direct_M,tree_direct_MD,0.2,utility,0.006179290183045305,-0.0027814773683086658,0.018863311644758227,2,4
tree_direct_M,tree_direct_MD,0.2,capture,0.001089849369868015,-3.6418924074244075e-06,0.0027208098679954856,3,4
tree_direct_M,tree_direct_MD,0.2,spearman,0.0017240037141632095,-0.006237155331177274,0.014085005369675808,1,4
tree_direct_M,tree_direct_MD,0.2,remaining_relative_error,-0.0019565215167424432,-0.004956704849066129,3.259869230637369e-06,1,4
tree_direct_MD,tree_direct_MD,0.2,utility,0.0,0.0,0.0,0,4
tree_direct_MD,tree_direct_MD,0.2,capture,0.0,0.0,0.0,0,4
tree_direct_MD,tree_direct_MD,0.2,spearman,0.0,0.0,0.0,0,4
tree_direct_MD,tree_direct_MD,0.2,remaining_relative_error,0.0,0.0,0.0,0,4
tree_direct_MDH,tree_direct_MD,0.2,utility,0.0035540620349370014,-0.011717433567647928,0.021725207758245678,2,4
tree_direct_MDH,tree_direct_MD,0.2,capture,0.0006355860236351707,-0.00037928539988503485,0.002035684397053164,3,4
tree_direct_MDH,tree_direct_MD,0.2,spearman,0.00775240699784107,-0.02445774936129727,0.039462670734752826,3,4
tree_direct_MDH,tree_direct_MD,0.2,remaining_relative_error,-0.0006461421561871072,-0.0028095054551996734,0.001329699031640652,1,4
tree_direct_MDH_condition,tree_direct_MD,0.2,utility,0.02234146623172014,9.778057490116704e-05,0.03990936734331961,3,4
tree_direct_MDH_condition,tree_direct_MD,0.2,capture,0.0019272793208755384,0.000450507255347371,0.003404051386403706,3,4
tree_direct_MDH_condition,tree_direct_MD,0.2,spearman,0.021774804061051305,0.0016932521403533185,0.04819115259807986,3,4
tree_direct_MDH_condition,tree_direct_MD,0.2,remaining_relative_error,-0.003041415806961323,-0.005608169159074944,-0.0006952960947155806,1,4
tree_residual_M,tree_direct_MD,0.2,utility,0.0402372485794184,-0.00541899509198536,0.11621596243367828,3,4
tree_residual_M,tree_direct_MD,0.2,capture,0.0024870167425603412,0.0006538180224345547,0.004571430869171986,4,4
tree_residual_M,tree_direct_MD,0.2,spearman,0.024291217239360174,0.0015594492443501695,0.059532017741503906,4,4
tree_residual_M,tree_direct_MD,0.2,remaining_relative_error,-0.0039572223537572004,-0.008030430649903109,-0.0008000717532771762,0,4
tree_residual_MD,tree_direct_MD,0.2,utility,0.04892832516773177,0.0018416679288333349,0.12562244982086918,3,4
tree_residual_MD,tree_direct_MD,0.2,capture,0.0027820588331234908,0.0009741691505789629,0.005021660606170708,4,4
tree_residual_MD,tree_direct_MD,0.2,spearman,0.028613105552889408,0.006917055929627047,0.060383979244507065,4,4
tree_residual_MD,tree_direct_MD,0.2,remaining_relative_error,-0.004479044605031235,-0.008778903833369989,-0.0012186174061514787,0,4
tree_residual_MDH,tree_direct_MD,0.2,utility,0.04201439382260077,0.0013995717320545026,0.10263875811747877,3,4
tree_residual_MDH,tree_direct_MD,0.2,capture,0.002715958940779528,0.001110804131330967,0.0047045284512389485,4,4
tree_residual_MDH,tree_direct_MD,0.2,spearman,0.024854886414762987,0.00636335966085598,0.04860249427775425,4,4
tree_residual_MDH,tree_direct_MD,0.2,remaining_relative_error,-0.004283824648363993,-0.008135428410701528,-0.0014753336816200613,0,4
tree_residual_MDH_condition,tree_direct_MD,0.2,utility,0.04449100816589934,0.005042178019446106,0.10509482166091273,3,4
tree_residual_MDH_condition,tree_direct_MD,0.2,capture,0.0028830252831559405,0.00107049104542159,0.004824704265903049,4,4
tree_residual_MDH_condition,tree_direct_MD,0.2,spearman,0.0281758877653802,0.009444048618560519,0.05480525164494611,4,4
tree_residual_MDH_condition,tree_direct_MD,0.2,remaining_relative_error,-0.004489721795529339,-0.008301229245837871,-0.0013672092820405934,0,4
ridge_M,tree_direct_MDH,0.2,utility,0.033672812402632736,-0.012170253697558982,0.11277626427640491,2,4
ridge_M,tree_direct_MDH,0.2,capture,0.0017484051069522055,7.142007085542135e-06,0.004994921197332136,3,4
ridge_M,tree_direct_MDH,0.2,spearman,0.011883513225412978,-0.03879664485598068,0.07426468350651423,2,4
ridge_M,tree_direct_MDH,0.2,remaining_relative_error,-0.003157323881665536,-0.00949552803790174,0.00023118156372292642,1,4
ridge_MD,tree_direct_MDH,0.2,utility,0.03721155202315012,-0.008143836941409757,0.11019336677773618,3,4
ridge_MD,tree_direct_MDH,0.2,capture,0.0018466916229236685,3.649059261262577e-05,0.00480135810870666,3,4
ridge_MD,tree_direct_MDH,0.2,spearman,0.013273147054848451,-0.037137087143598625,0.0730342615678315,2,4
ridge_MD,tree_direct_MDH,0.2,remaining_relative_error,-0.003238762679967727,-0.00911233133178127,0.00016761246353463877,1,4
ridge_MDH,tree_direct_MDH,0.2,utility,0.03820908931351961,-0.007595855980329323,0.11090684672241886,3,4
ridge_MDH,tree_direct_MDH,0.2,capture,0.0018977218172145788,0.00012539380935089328,0.004811125454268872,4,4
ridge_MDH,tree_direct_MDH,0.2,spearman,0.014345247304082064,-0.03694031594996897,0.07457117452013841,3,4
ridge_MDH,tree_direct_MDH,0.2,remaining_relative_error,-0.0033136444727920322,-0.009116996591752857,2.522931062692857e-05,1,4
ridge_MDH_condition,tree_direct_MDH,0.2,utility,0.04440986109156704,0.008053232635007429,0.11524451901427805,4,4
ridge_MDH_condition,tree_direct_MDH,0.2,capture,0.002184211613419265,0.00037968547432606914,0.00512526576191491,4,4
ridge_MDH_condition,tree_direct_MDH,0.2,spearman,0.02122953318190194,-0.02171739731861421,0.07681354294135471,3,4
ridge_MDH_condition,tree_direct_MDH,0.2,remaining_relative_error,-0.0038839534781491825,-0.009678020233112594,-0.00033615691850041873,1,4
tree_direct_M,tree_direct_MDH,0.2,utility,0.0026252281481083037,-0.00711378979695608,0.012364246093172687,2,4
tree_direct_M,tree_direct_MDH,0.2,capture,0.00045426334623284437,-0.00015531845855637494,0.0009091102828780173,3,4
tree_direct_M,tree_direct_MDH,0.2,spearman,-0.006028403283677861,-0.024407898128698147,0.01756857930408824,1,4
tree_direct_M,tree_direct_MDH,0.2,remaining_relative_error,-0.001310379360555336,-0.0027523302965625773,0.00013157157545190534,1,4
tree_direct_MD,tree_direct_MDH,0.2,utility,-0.0035540620349370014,-0.021725207758245678,0.011717433567647928,2,4
tree_direct_MD,tree_direct_MDH,0.2,capture,-0.0006355860236351707,-0.002035684397053164,0.00037928539988503485,1,4
tree_direct_MD,tree_direct_MDH,0.2,spearman,-0.00775240699784107,-0.039462670734752826,0.02445774936129727,1,4
tree_direct_MD,tree_direct_MDH,0.2,remaining_relative_error,0.0006461421561871072,-0.001329699031640652,0.0028095054551996734,3,4
tree_direct_MDH,tree_direct_MDH,0.2,utility,0.0,0.0,0.0,0,4
tree_direct_MDH,tree_direct_MDH,0.2,capture,0.0,0.0,0.0,0,4
tree_direct_MDH,tree_direct_MDH,0.2,spearman,0.0,0.0,0.0,0,4
tree_direct_MDH,tree_direct_MDH,0.2,remaining_relative_error,0.0,0.0,0.0,0,4
tree_direct_MDH_condition,tree_direct_MDH,0.2,utility,0.01878740419678314,0.006340741662787142,0.036464525337723694,4,4
tree_direct_MDH_condition,tree_direct_MDH,0.2,capture,0.0012916932972403677,-8.058261389932986e-05,0.003398117901822345,3,4
tree_direct_MDH_condition,tree_direct_MDH,0.2,spearman,0.014022397063210235,-0.0007746448629656899,0.03289330185435399,3,4
tree_direct_MDH_condition,tree_direct_MDH,0.2,remaining_relative_error,-0.0023952736507742156,-0.006721381673920168,0.0002474987522974592,1,4
tree_residual_M,tree_direct_MDH,0.2,utility,0.0366831865444814,-0.014129987945771985,0.11838433107122429,3,4
tree_residual_M,tree_direct_MDH,0.2,capture,0.0018514307189251705,0.000196968663191327,0.004851851931718401,4,4
tree_residual_M,tree_direct_MDH,0.2,spearman,0.016538810241519104,-0.03537851001094431,0.08537406973879616,2,4
tree_residual_M,tree_direct_MDH,0.2,remaining_relative_error,-0.003311080197570093,-0.009280688251811636,-0.00013136708039074296,1,4
tree_residual_MD,tree_direct_MDH,0.2,utility,0.045374263132794766,-0.009795790298329131,0.12923308265041616,3,4
tree_residual_MD,tree_direct_MDH,0.2,capture,0.00214647280948832,0.00021054117049282284,0.005141954660840553,4,4
tree_residual_MD,tree_direct_MDH,0.2,spearman,0.020860698555048338,-0.025673296365124984,0.08397525983596196,2,4
tree_residual_MD,tree_direct_MDH,0.2,remaining_relative_error,-0.0038329024488441277,-0.009913489803799108,-0.00025334664987131106,1,4
tree_residual_MDH,tree_direct_MDH,0.2,utility,0.03846033178766377,-0.012556749496133529,0.1082659267599521,3,4
tree_residual_MDH,tree_direct_MDH,0.2,capture,0.0020803729171443575,0.00025943935842784316,0.004770436058485386,4,4
tree_residual_MDH,tree_direct_MDH,0.2,spearman,0.017102479416921917,-0.02895693074375054,0.07407648699602302,3,4
tree_residual_MDH,tree_direct_MDH,0.2,remaining_relative_error,-0.0036376824921768858,-0.009141796123108087,-0.00031884922972968965,0,4
tree_residual_MDH_condition,tree_direct_MDH,0.2,utility,0.04093694613096234,-0.0041975331234311575,0.10777491103993607,3,4
tree_residual_MDH_condition,tree_direct_MDH,0.2,capture,0.00224743925952077,0.00046118590232523127,0.005052872059551794,4,4
tree_residual_MDH_condition,tree_direct_MDH,0.2,spearman,0.02042348076753913,-0.0248781796877307,0.07920018085807584,3,4
tree_residual_MDH_condition,tree_direct_MDH,0.2,remaining_relative_error,-0.0038435796393422317,-0.009510429351070215,-0.0004132585229218999,1,4
ridge_M,ridge_MDH_condition,0.2,utility,-0.010737048688934304,-0.021260883535631096,-0.002221536214115971,0,4
ridge_M,ridge_MDH_condition,0.2,capture,-0.00043580650646705965,-0.0009375183063174003,-7.663772745455932e-05,0,4
ridge_M,ridge_MDH_condition,0.2,spearman,-0.009346019956488961,-0.01707924753736647,-0.0025488594348404836,0,4
ridge_M,ridge_MDH_condition,0.2,remaining_relative_error,0.0007266295964836467,0.000127290251997203,0.0016653333631667377,3,4
ridge_MD,ridge_MDH_condition,0.2,utility,-0.007198309068416918,-0.02014425140954664,0.004053412356555305,1,4
ridge_MD,ridge_MDH_condition,0.2,capture,-0.00033751999049559667,-0.0009404523188640684,0.00013944015900882456,1,4
ridge_MD,ridge_MDH_condition,0.2,spearman,-0.007956386127053489,-0.015683502426806023,-0.0018331251571071794,0,4
ridge_MD,ridge_MDH_condition,0.2,remaining_relative_error,0.0006451907981814553,-0.00012975780079077515,0.0016710807329748112,3,4
ridge_MDH,ridge_MDH_condition,0.2,utility,-0.006200771778047433,-0.019582111273323356,0.004912474003743297,1,4
ridge_MDH,ridge_MDH_condition,0.2,capture,-0.0002864897962046864,-0.0008674324114846116,0.0001621871194027874,1,4
ridge_MDH,ridge_MDH_condition,0.2,spearman,-0.006884285877819876,-0.015275839487893073,-0.0010854828353908108,0,4
ridge_MDH,ridge_MDH_condition,0.2,remaining_relative_error,0.0005703090053571502,-0.00015310120682407447,0.0015537403658119342,3,4
ridge_MDH_condition,ridge_MDH_condition,0.2,utility,0.0,0.0,0.0,0,4
ridge_MDH_condition,ridge_MDH_condition,0.2,capture,0.0,0.0,0.0,0,4
ridge_MDH_condition,ridge_MDH_condition,0.2,spearman,0.0,0.0,0.0,0,4
ridge_MDH_condition,ridge_MDH_condition,0.2,remaining_relative_error,0.0,0.0,0.0,0,4
tree_direct_M,ridge_MDH_condition,0.2,utility,-0.04178463294345874,-0.10970713418937492,0.0011016151495772536,1,4
tree_direct_M,ridge_MDH_condition,0.2,capture,-0.0017299482671864208,-0.004370185894381887,2.9216151220881614e-05,1,4
tree_direct_M,ridge_MDH_condition,0.2,spearman,-0.0272579364655798,-0.056138740335650764,-0.004291522972896519,1,4
tree_direct_M,ridge_MDH_condition,0.2,remaining_relative_error,0.0025735741175938465,-0.0005585639570505063,0.00725953564851009,2,4
tree_direct_MD,ridge_MDH_condition,0.2,utility,-0.04796392312650404,-0.1139136023307374,-0.002269582907178387,1,4
tree_direct_MD,ridge_MDH_condition,0.2,capture,-0.002819797637054436,-0.00500955072604542,-0.000630044548063452,0,4
tree_direct_MD,ridge_MDH_condition,0.2,spearman,-0.02898194017974301,-0.05245484243665004,-0.01317521471588716,0,4
tree_direct_MD,ridge_MDH_condition,0.2,remaining_relative_error,0.00453009563433629,0.0007947769635027191,0.008322720317262,4,4
tree_direct_MDH,ridge_MDH_condition,0.2,utility,-0.04440986109156704,-0.11524451901427805,-0.008053232635007429,0,4
tree_direct_MDH,ridge_MDH_condition,0.2,capture,-0.002184211613419265,-0.00512526576191491,-0.00037968547432606914,0,4
tree_direct_MDH,ridge_MDH_condition,0.2,spearman,-0.02122953318190194,-0.07681354294135471,0.02171739731861421,1,4
tree_direct_MDH,ridge_MDH_condition,0.2,remaining_relative_error,0.0038839534781491825,0.00033615691850041873,0.009678020233112594,3,4
tree_direct_MDH_condition,ridge_MDH_condition,0.2,utility,-0.0256224568947839,-0.07877999367655436,0.0036251139644229435,1,4
tree_direct_MDH_condition,ridge_MDH_condition,0.2,capture,-0.0008925183161788974,-0.0017460136903376666,-0.000179537292716081,1,4
tree_direct_MDH_condition,ridge_MDH_condition,0.2,spearman,-0.007207136118691705,-0.045453323848909696,0.030682932793101657,1,4
tree_direct_MDH_condition,ridge_MDH_condition,0.2,remaining_relative_error,0.0014886798273749668,9.948086878713847e-05,0.002942498426375173,3,4
tree_residual_M,ridge_MDH_condition,0.2,utility,-0.0077266745470856435,-0.022429939104536584,0.0025958519013958847,1,4
tree_residual_M,ridge_MDH_condition,0.2,capture,-0.00033278089449409465,-0.000908534708505826,5.425983698245651e-05,1,4
tree_residual_M,ridge_MDH_condition,0.2,spearman,-0.0046907229403828354,-0.013661112692330099,0.008560526797441445,1,4
tree_residual_M,ridge_MDH_condition,0.2,remaining_relative_error,0.0005728732805790893,-1.8735238339201432e-05,0.0014992061247183497,3,4
tree_residual_MD,ridge_MDH_condition,0.2,utility,0.0009644020412277257,-0.018886420136401245,0.014594080944290294,3,4
tree_residual_MD,ridge_MDH_condition,0.2,capture,-3.7738803930945086e-05,-0.0007109904673850143,0.000547404741956567,2,4
tree_residual_MD,ridge_MDH_condition,0.2,spearman,-0.0003688346268536022,-0.006669156017363384,0.007929136807857028,1,4
tree_residual_MD,ridge_MDH_condition,0.2,remaining_relative_error,5.1051029305054785e-05,-0.0006831764411280861,0.0009359506893590608,2,4
tree_residual_MDH,ridge_MDH_condition,0.2,utility,-0.005949529303903273,-0.02328688574932923,0.010530665153064611,2,4
