task_id,condition_label,gene,cell_line,n_prediction_cells,family_diversity,diversity_lower_bound,predicted_magnitude,model_baseline_gap,family_pairwise_rmse_mean,family_pairwise_rmse_max,string_train_neighbor_count,go_train_neighbor_count,graph_isolated,historical_support,context_similarity
FCF1+ctrl,K562_FCF1+ctrl_1+1,FCF1,K562,225,3.379399138294173e-05,0.005813259961754827,0.03944643266719243,0.034504631989994004,0.009448151769279739,0.013696393168898969,10,41,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
LSM4+ctrl,K562_LSM4+ctrl_1+1,LSM4,K562,68,8.513746636344293e-05,0.009226996605799903,0.037778211697703915,0.02755128108547266,0.015446818709102313,0.020788381978729776,18,13,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
IGBP1+ctrl,K562_IGBP1+ctrl_1+1,IGBP1,K562,245,2.703245210698173e-05,0.00519927419040213,0.019179952792330444,0.011797813946792106,0.008911553479739945,0.01041898042652629,5,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SNRNP27+ctrl,K562_SNRNP27+ctrl_1+1,SNRNP27,K562,42,7.611287313888128e-05,0.008724269203714503,0.023492871423895747,0.017017500225216663,0.014647461024414318,0.018656721723219773,9,9,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
GFM1+ctrl,K562_GFM1+ctrl_1+1,GFM1,K562,230,3.052596726758465e-05,0.005525030974355225,0.01709203928002327,0.01912573856881266,0.009550720801463611,0.010398600976563812,10,5,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
POLR2E+ctrl,K562_POLR2E+ctrl_1+1,POLR2E,K562,93,5.196794868547615e-05,0.007208879849565822,0.0411258974118482,0.03177565676123858,0.012483940658482217,0.0128081754861545,28,11,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SNRPD1+ctrl,K562_SNRPD1+ctrl_1+1,SNRPD1,K562,113,7.861907321387408e-05,0.008866739717273428,0.045133180703288346,0.03410004905098376,0.014932743445893737,0.01830269128457366,37,10,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RFC3+ctrl,K562_RFC3+ctrl_1+1,RFC3,K562,211,3.342480407745157e-05,0.005781418863691816,0.03251536331146523,0.025685027092716015,0.009755559909675646,0.012279648343015743,10,3,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
MRPS26+ctrl,K562_MRPS26+ctrl_1+1,MRPS26,K562,111,0.0001428301336472956,0.011951156163622648,0.016350488021935446,0.01959767938350543,0.018802688459611534,0.026134720668717373,8,9,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RCC1+ctrl,K562_RCC1+ctrl_1+1,RCC1,K562,162,0.0005484038581002936,0.023418024214273362,0.0285656437433008,0.021052839855556775,0.03516340606799563,0.05018233553985323,6,2,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
NEDD1+ctrl,K562_NEDD1+ctrl_1+1,NEDD1,K562,134,0.00010520029375829876,0.010256719444261833,0.017234347800245176,0.013935008353407483,0.01636676125727206,0.024217349061149047,2,3,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
DDX5+ctrl,K562_DDX5+ctrl_1+1,DDX5,K562,130,3.57272214300015e-05,0.0059772252283146815,0.01903152777036486,0.011378393200904467,0.010164953758405601,0.011866156259403375,5,3,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
EIF2S1+ctrl,K562_EIF2S1+ctrl_1+1,EIF2S1,K562,208,5.966508060002383e-05,0.007724317484414001,0.04107126407391294,0.027132345823281626,0.012466753417715346,0.01733505996949477,21,9,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
CUL1+ctrl,K562_CUL1+ctrl_1+1,CUL1,K562,181,9.274311195317007e-05,0.009630322525916257,0.016525592037125898,0.015919193576226284,0.0160935987214437,0.021257057937172332,10,2,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
KRI1+ctrl,K562_KRI1+ctrl_1+1,KRI1,K562,51,7.256385952277116e-05,0.008518442317863703,0.028279016671959475,0.024267258148379045,0.014042636191372799,0.020007854080604324,13,9,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
ZNF335+ctrl,K562_ZNF335+ctrl_1+1,ZNF335,K562,140,0.00013700337041411273,0.011704843886789466,0.01736297263765211,0.012153472136719537,0.018919128282670224,0.02697813943055689,2,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
GPKOW+ctrl,K562_GPKOW+ctrl_1+1,GPKOW,K562,105,5.1238999089641286e-05,0.007158142153494948,0.019320231900490144,0.014057264056186633,0.012212945203696222,0.01462357543467608,8,35,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
POLR2F+ctrl,K562_POLR2F+ctrl_1+1,POLR2F,K562,209,4.174226828164175e-05,0.006460825665628329,0.04007680882928843,0.02955932255881008,0.010946949271199796,0.0141651366783881,23,11,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
USP36+ctrl,K562_USP36+ctrl_1+1,USP36,K562,151,1.604148563685368e-05,0.004005182347515988,0.013315285210089981,0.013083122731286721,0.006821601521928668,0.0077820577824094924,4,2,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
NARS+ctrl,K562_NARS+ctrl_1+1,NARS,K562,149,9.30800472528159e-05,0.009647800125044875,0.0227955195930447,0.009460653753728182,0.016580511590609845,0.01817191878235505,0,6,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
MRPL3+ctrl,K562_MRPL3+ctrl_1+1,MRPL3,K562,146,5.203914530707619e-06,0.002281209006362113,0.02186538443029917,0.02586207770705259,0.0038304704556040483,0.005066603318262443,17,16,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RPL8+ctrl,K562_RPL8+ctrl_1+1,RPL8,K562,290,6.23432591946407e-05,0.007895774768484768,0.06530609129335828,0.051065225151262605,0.01207853472981188,0.016900386338762383,31,19,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
FASTKD5+ctrl,K562_FASTKD5+ctrl_1+1,FASTKD5,K562,182,0.00016889608900446762,0.01299600280872806,0.018262315356543147,0.02351749061727097,0.021322755798051735,0.03081917437358799,5,5,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RNGTT+ctrl,K562_RNGTT+ctrl_1+1,RNGTT,K562,110,0.00021856650506590564,0.014783994895355776,0.02677917371616157,0.01615590513355138,0.023019988006455827,0.0317369211570589,10,2,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
POLR3D+ctrl,K562_POLR3D+ctrl_1+1,POLR3D,K562,108,4.8154308166926005e-05,0.006939330527286188,0.014352684878246426,0.015115094252398488,0.011709474911169165,0.015411375724955751,8,1,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
MED31+ctrl,K562_MED31+ctrl_1+1,MED31,K562,35,9.358158776223147e-05,0.00967375768573058,0.0604495386431634,0.04503813120527485,0.01596942641263559,0.023070327834027664,10,9,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
CSTF1+ctrl,K562_CSTF1+ctrl_1+1,CSTF1,K562,129,6.741878120218294e-05,0.008210894056202584,0.02040776047429713,0.010615247968571414,0.013468739120661299,0.018217972890172157,6,5,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
TSR1+ctrl,K562_TSR1+ctrl_1+1,TSR1,K562,109,4.519738945097693e-05,0.006722900374910886,0.04805576494463801,0.043886897559870686,0.01091664623169483,0.014108460645483793,12,13,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
MRPL4+ctrl,K562_MRPL4+ctrl_1+1,MRPL4,K562,109,4.727463687309067e-06,0.0021742731399962303,0.02026637341371736,0.023432663817119885,0.0037652867644154945,0.0038172661369851243,19,19,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
MCM3AP+ctrl,K562_MCM3AP+ctrl_1+1,MCM3AP,K562,100,9.795454613042416e-05,0.009897198903246522,0.019018009167425656,0.01673338497436658,0.016014077089517124,0.02178917427828143,9,3,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
TRMT5+ctrl,K562_TRMT5+ctrl_1+1,TRMT5,K562,93,0.00016291267596149753,0.012763725003363929,0.012901572755452676,0.016260392340184306,0.02107379423050754,0.03047439593578824,0,0,True,0,NOT_APPLICABLE_SINGLE_CONTEXT
MRPS27+ctrl,K562_MRPS27+ctrl_1+1,MRPS27,K562,76,1.380708685780145e-05,0.003715788860767179,0.015658000579863097,0.022117352785830668,0.006297760333095575,0.007531644721162154,10,6,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RBM39+ctrl,K562_RBM39+ctrl_1+1,RBM39,K562,49,6.522310048824798e-05,0.00807608200108493,0.015836562600665106,0.012482535915569028,0.013971341123804286,0.014820419652527062,10,7,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
HSPA8+ctrl,K562_HSPA8+ctrl_1+1,HSPA8,K562,146,1.8303292967125146e-05,0.004278234795698472,0.015484938914966351,0.015534744635399009,0.007237768582201283,0.009282179577370606,6,4,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SURF6+ctrl,K562_SURF6+ctrl_1+1,SURF6,K562,113,2.039767709827439e-05,0.00451637875939058,0.040750179340798005,0.031823898480595254,0.007612381457783279,0.009954342435942478,10,14,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
NUBP1+ctrl,K562_NUBP1+ctrl_1+1,NUBP1,K562,144,1.7204060524301205e-05,0.004147777781451316,0.018087299117380645,0.011089102446059203,0.006985449554181656,0.008737206690787796,6,1,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
HEATR1+ctrl,K562_HEATR1+ctrl_1+1,HEATR1,K562,216,7.79590944938738e-05,0.008829444744369478,0.04312484670073907,0.037933927863959396,0.014074431370661888,0.019252064313773222,19,10,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PRPF4B+ctrl,K562_PRPF4B+ctrl_1+1,PRPF4B,K562,160,0.00012831544949899068,0.011327640950303407,0.02785469187359016,0.021861899078578217,0.018641576213332605,0.027137147619150957,13,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
POLR1E+ctrl,K562_POLR1E+ctrl_1+1,POLR1E,K562,202,4.548274405630382e-05,0.006744089564670966,0.028087017222632887,0.021441574231139578,0.010734843274859164,0.014746342487412117,7,7,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
MRPS24+ctrl,K562_MRPS24+ctrl_1+1,MRPS24,K562,132,0.00012163395728352359,0.011028778594364998,0.016614579877315558,0.01771335401718725,0.017922039212762975,0.023032380051915637,7,10,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
EIF2B3+ctrl,K562_EIF2B3+ctrl_1+1,EIF2B3,K562,96,0.00018264816609753928,0.013514738846812367,0.04009839754031177,0.02869953813466877,0.02173893884704653,0.031782703966136264,7,5,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SRFBP1+ctrl,K562_SRFBP1+ctrl_1+1,SRFBP1,K562,73,7.334227270049804e-05,0.00856401031646378,0.01312051990333459,0.014707340107557546,0.013854149906939733,0.018561644945742844,8,3,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PUF60+ctrl,K562_PUF60+ctrl_1+1,PUF60,K562,52,0.0001792176064931605,0.013387218026653653,0.02473589417265455,0.019912983138664034,0.022429943147674065,0.026802507406785653,8,6,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RPS23+ctrl,K562_RPS23+ctrl_1+1,RPS23,K562,98,0.0002799615494254902,0.016732051560567528,0.05564176165573956,0.04213813625356007,0.02770141799039384,0.039611443456432735,35,19,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SCFD1+ctrl,K562_SCFD1+ctrl_1+1,SCFD1,K562,103,2.823955735683433e-05,0.005314090454333115,0.022585457241167946,0.014934507295461818,0.008994903244228546,0.011700349285466802,2,6,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
MDN1+ctrl,K562_MDN1+ctrl_1+1,MDN1,K562,68,0.00010115916727163721,0.010057791371451151,0.028526981663515222,0.023128327006213464,0.015748227416280906,0.023040731846062985,12,13,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
CHERP+ctrl,K562_CHERP+ctrl_1+1,CHERP,K562,54,0.00014780720080915011,0.012157598480339368,0.02395310543030791,0.020472823223545066,0.019201544575132037,0.02687982356683797,8,4,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SRRM1+ctrl,K562_SRRM1+ctrl_1+1,SRRM1,K562,136,0.00010595825742082218,0.010293602742520336,0.016679471797347637,0.014115722911508926,0.01707751637364602,0.02278249052710672,10,27,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
POLR3F+ctrl,K562_POLR3F+ctrl_1+1,POLR3F,K562,156,4.2961346934591946e-05,0.006554490593066096,0.01944351142078159,0.0161863264757559,0.01101033157196294,0.014718572030571923,8,1,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
MRPL50+ctrl,K562_MRPL50+ctrl_1+1,MRPL50,K562,147,7.303966845019841e-06,0.002702585215126406,0.019350912386574028,0.02331790814993835,0.00464591850376368,0.005285559809283843,7,10,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RPP14+ctrl,K562_RPP14+ctrl_1+1,RPP14,K562,53,2.8544514743893715e-05,0.005342706687054204,0.02727829923829623,0.026733239858891037,0.008749453921420814,0.011754071473922914,9,9,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RPL9+ctrl,K562_RPL9+ctrl_1+1,RPL9,K562,180,0.00034780212158818237,0.01864945365387904,0.0481265853096355,0.03585189605601119,0.028163355322122857,0.039857231687913074,32,31,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PRPF8+ctrl,K562_PRPF8+ctrl_1+1,PRPF8,K562,91,6.766652000925416e-05,0.008225966205209828,0.039971851205570244,0.029946385524512485,0.013400924306324247,0.01717093042445419,32,9,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
HSPE1+ctrl,K562_HSPE1+ctrl_1+1,HSPE1,K562,25,5.8807962980554125e-05,0.00766863501417,0.027550698456190435,0.02018507847938843,0.012862485128827287,0.015563437912671674,5,10,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
ECD+ctrl,K562_ECD+ctrl_1+1,ECD,K562,69,3.0777011800751504e-05,0.005547703290619597,0.015881559746744663,0.012819088748529947,0.009531091641310703,0.011249676335685441,1,4,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RPL10+ctrl,K562_RPL10+ctrl_1+1,RPL10,K562,215,0.00014770554736401274,0.012153417106477203,0.032011339269422144,0.019923697882940967,0.020456788747537254,0.026341770427584826,0,14,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
AP2S1+ctrl,K562_AP2S1+ctrl_1+1,AP2S1,K562,96,3.936219379243256e-05,0.006273929692978123,0.01260031695729426,0.013511425331339264,0.010812683304437997,0.012341811665249199,0,0,True,0,NOT_APPLICABLE_SINGLE_CONTEXT
TSEN2+ctrl,K562_TSEN2+ctrl_1+1,TSEN2,K562,168,3.545514988838145e-05,0.005954422716635211,0.01251731687929507,0.014627832309117876,0.009915119200979325,0.013320405286219085,4,2,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PIAS4+ctrl,K562_PIAS4+ctrl_1+1,PIAS4,K562,173,5.4458881704138e-05,0.0073796261222461666,0.018303846087021767,0.010578989594548697,0.012231311367049127,0.015033280816798965,1,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
MRPS11+ctrl,K562_MRPS11+ctrl_1+1,MRPS11,K562,90,5.897166534874179e-06,0.002428408230688197,0.01598090359411399,0.022798801264167126,0.004175126120887999,0.004853303520551441,11,4,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
BYSL+ctrl,K562_BYSL+ctrl_1+1,BYSL,K562,87,1.8701408769148944e-05,0.004324512546998672,0.04334856284617141,0.04043716657232918,0.007010661119966541,0.009670783525962314,25,12,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
ZCRB1+ctrl,K562_ZCRB1+ctrl_1+1,ZCRB1,K562,141,1.3205888413589977e-05,0.0036339907008122595,0.015489187469668873,0.01445252042218108,0.006261772194697693,0.007062434958089507,10,14,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
GNL3L+ctrl,K562_GNL3L+ctrl_1+1,GNL3L,K562,66,2.5917873004364382e-05,0.00509095992955792,0.035727455569230626,0.02793353211342477,0.008659705435867554,0.010742923946540887,14,9,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
CDC23+ctrl,K562_CDC23+ctrl_1+1,CDC23,K562,158,1.5179159462440563e-05,0.00389604407860596,0.01579561305076904,0.012951701897481694,0.006485699399208843,0.00841155824477608,7,4,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
DBR1+ctrl,K562_DBR1+ctrl_1+1,DBR1,K562,96,0.00012631821570475895,0.011239137676208035,0.016458225054683938,0.011829608419012157,0.018639882093440474,0.025680221300000174,6,4,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
NSA2+ctrl,K562_NSA2+ctrl_1+1,NSA2,K562,71,2.0779456738647885e-05,0.004558448940006665,0.042821987279019806,0.034613782601211306,0.007795448772010725,0.009429390523624438,16,10,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
CTR9+ctrl,K562_CTR9+ctrl_1+1,CTR9,K562,197,0.0006785054795866348,0.026048137737401396,0.05192893197398481,0.03828564072915172,0.03922056389851262,0.05699184942462719,16,9,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
DLD+ctrl,K562_DLD+ctrl_1+1,DLD,K562,283,0.00011445466281218495,0.010698348602106071,0.011285250046966936,0.014468349396962218,0.017471055863333976,0.023502224620925282,1,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RBM28+ctrl,K562_RBM28+ctrl_1+1,RBM28,K562,55,5.301998981955644e-05,0.00728148266629513,0.029613521890273248,0.023332195464877095,0.011908334722605317,0.017260381781438506,17,3,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PSMB1+ctrl,K562_PSMB1+ctrl_1+1,PSMB1,K562,106,2.6808872208689304e-05,0.005177728479622053,0.04236550315768495,0.03463737586853457,0.008668575641508478,0.011855300048698997,13,17,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
FTSJ3+ctrl,K562_FTSJ3+ctrl_1+1,FTSJ3,K562,153,2.4553676770619784e-05,0.004955166674353122,0.037563402283919564,0.029769143423690476,0.008503949501569985,0.010101242608137903,18,7,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
WDR82+ctrl,K562_WDR82+ctrl_1+1,WDR82,K562,86,5.4949855978117426e-05,0.007412817006922363,0.01939063513110253,0.013378238612648847,0.012798019504146177,0.014018679211277474,9,2,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
POLR3C+ctrl,K562_POLR3C+ctrl_1+1,POLR3C,K562,169,0.00020730945295882944,0.014398244787432578,0.025762365528466596,0.01746264172418421,0.022436674546154323,0.031645358724213805,8,1,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
DHX37+ctrl,K562_DHX37+ctrl_1+1,DHX37,K562,202,7.382956214692028e-05,0.008592413057280259,0.04180646109968174,0.0361563430917969,0.014119148131550638,0.01865497167838335,16,6,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SAP18+ctrl,K562_SAP18+ctrl_1+1,SAP18,K562,40,5.0208762594065496e-05,0.007085814180040674,0.017109728359348216,0.015090772502187174,0.011968807419553994,0.015443828647217984,4,10,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
GNL3+ctrl,K562_GNL3+ctrl_1+1,GNL3,K562,29,8.194773936414924e-06,0.002862651556933698,0.03827345140064879,0.030393258366420574,0.004910434266044571,0.005716506802281014,16,6,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
NDC80+ctrl,K562_NDC80+ctrl_1+1,NDC80,K562,171,3.071138711939935e-05,0.005541785553357271,0.026104184700191126,0.007811633742769731,0.00925207420938754,0.012634192827936128,12,5,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
TTC27+ctrl,K562_TTC27+ctrl_1+1,TTC27,K562,87,0.00010426220588224216,0.010210886635461299,0.018070279319533155,0.019679803157945056,0.0169771460527004,0.023664053898725085,7,1,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
CDC123+ctrl,K562_CDC123+ctrl_1+1,CDC123,K562,96,1.4299356285802207e-05,0.003781448966441595,0.009447175087451899,0.016935129485655336,0.006440635413748413,0.00799331340094377,4,1,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
WDR3+ctrl,K562_WDR3+ctrl_1+1,WDR3,K562,329,8.439966123075526e-06,0.002905161978801789,0.045545053928201816,0.041981757073738385,0.0049139447076775285,0.005712539443060129,21,11,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
WDR43+ctrl,K562_WDR43+ctrl_1+1,WDR43,K562,47,0.00024054300284774953,0.015509448824756782,0.04557367625990106,0.03887067048830673,0.023589436149283664,0.03399837658296485,19,7,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RPL35A+ctrl,K562_RPL35A+ctrl_1+1,RPL35A,K562,97,0.00023430237804618215,0.015306938885557168,0.022815353174316287,0.006693522920531798,0.024914054522745695,0.03233463962613101,0,22,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
NUTF2+ctrl,K562_NUTF2+ctrl_1+1,NUTF2,K562,44,4.716450585000801e-05,0.006867641942472541,0.021916018295585062,0.013626357880056448,0.011194306102862948,0.015338065934744257,5,4,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SNRPE+ctrl,K562_SNRPE+ctrl_1+1,SNRPE,K562,128,5.985500154208111e-05,0.007736601420655009,0.037033468604338635,0.025364837746837687,0.01287083589654666,0.01714811908568777,45,12,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
CSTF3+ctrl,K562_CSTF3+ctrl_1+1,CSTF3,K562,59,6.745804042031325e-05,0.008213284386913267,0.026158044102733247,0.01270558939179427,0.013970100677790977,0.017673473021358115,10,14,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
WDR5+ctrl,K562_WDR5+ctrl_1+1,WDR5,K562,75,5.0781560867143406e-05,0.007126118218717916,0.0169206877721512,0.014180589287953014,0.01196892466115415,0.01530939392543423,11,7,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
YEATS2+ctrl,K562_YEATS2+ctrl_1+1,YEATS2,K562,233,4.033867617509124e-05,0.006351273586855729,0.013068462766276132,0.01566593954813028,0.010959088811326886,0.011849420738643918,7,6,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PSMA2+ctrl,K562_PSMA2+ctrl_1+1,PSMA2,K562,38,2.6924081805468546e-05,0.005188842048614368,0.03889367481426323,0.03248109500804412,0.008809889879156504,0.010610019642092398,14,17,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
HNRNPM+ctrl,K562_HNRNPM+ctrl_1+1,HNRNPM,K562,128,0.0006281354927234439,0.025062631400622,0.03705002976593373,0.02185386582618779,0.03735701021382307,0.05402719541797926,17,12,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RPL11+ctrl,K562_RPL11+ctrl_1+1,RPL11,K562,315,9.957341805114611e-05,0.009978648107391408,0.05855157094770558,0.04443031015866362,0.016186803868808452,0.023689485442569037,31,12,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
MED26+ctrl,K562_MED26+ctrl_1+1,MED26,K562,99,7.679876008853347e-05,0.008763490177351342,0.0524196978213198,0.03832041837917324,0.01424874620454101,0.020763118890656806,11,14,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
FAM50A+ctrl,K562_FAM50A+ctrl_1+1,FAM50A,K562,38,0.00010952467795330366,0.010465403860019148,0.019965309797945696,0.008950229570730996,0.016763970875618824,0.02187493698559021,5,14,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SMC4+ctrl,K562_SMC4+ctrl_1+1,SMC4,K562,169,3.098071522743e-05,0.005566032269707929,0.018329407059585797,0.009004870721940238,0.009282224375222295,0.01206489311099447,8,4,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
THOC7+ctrl,K562_THOC7+ctrl_1+1,THOC7,K562,104,5.06139608096594e-05,0.007114348937862086,0.02720353803634095,0.017892557253439613,0.011943794519527326,0.016184024542680597,9,16,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
EIF3F+ctrl,K562_EIF3F+ctrl_1+1,EIF3F,K562,36,0.00017948603767156793,0.013397239927371903,0.028388517819469324,0.01960820322525752,0.021420732565261367,0.030437082224342653,11,8,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
MRPL49+ctrl,K562_MRPL49+ctrl_1+1,MRPL49,K562,36,7.331440022053745e-06,0.0027076632032167047,0.021593797491746988,0.024831809261798506,0.004644646279822497,0.005135976260397572,12,12,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
EIF3J+ctrl,K562_EIF3J+ctrl_1+1,EIF3J,K562,72,0.00019424271746621834,0.013937098602873496,0.03782731667708902,0.026503839778591404,0.023032292921945627,0.029310586689417335,12,7,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PSMD4+ctrl,K562_PSMD4+ctrl_1+1,PSMD4,K562,285,4.93929046940251e-05,0.007028008586649927,0.054670770505646255,0.04333287386160605,0.011472977257102916,0.014573182614460802,15,12,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SCAF1+ctrl,K562_SCAF1+ctrl_1+1,SCAF1,K562,158,4.997637037559753e-05,0.007069396747643856,0.01631033155237133,0.01130589895774656,0.011925570140638867,0.01522937958762255,2,5,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RNMT+ctrl,K562_RNMT+ctrl_1+1,RNMT,K562,106,0.0001957595562683559,0.013991410088634951,0.021006120721564166,0.020394162931381136,0.02197577632147442,0.02922212945042398,7,6,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PPP4R2+ctrl,K562_PPP4R2+ctrl_1+1,PPP4R2,K562,162,3.877971216673309e-05,0.006227335880353098,0.01433482610778932,0.014212997176910026,0.010631838464986913,0.012461478499032999,4,3,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
ARPC4+ctrl,K562_ARPC4+ctrl_1+1,ARPC4,K562,188,3.212588324929344e-05,0.005667969940754224,0.016890417582076052,0.012547883632669211,0.009594978271858299,0.011091954081484471,1,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
DDOST+ctrl,K562_DDOST+ctrl_1+1,DDOST,K562,74,3.610801752519473e-05,0.0060089947183530395,0.019717913490433028,0.01389094441538594,0.010359710683002009,0.011536124833305104,2,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
MRPL32+ctrl,K562_MRPL32+ctrl_1+1,MRPL32,K562,62,5.866396947327109e-06,0.0024220646042843507,0.02361163829929791,0.027540106650172223,0.004093743566528402,0.004979776353859917,13,14,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RNF40+ctrl,K562_RNF40+ctrl_1+1,RNF40,K562,185,0.0001060684867074236,0.01029895561246011,0.024452815559994574,0.012347654534808142,0.017262912492519423,0.022543750899050433,7,2,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
HSD17B12+ctrl,K562_HSD17B12+ctrl_1+1,HSD17B12,K562,135,3.717289533045467e-05,0.00609695787507628,0.012936161974806234,0.014780878468358348,0.010338803857417029,0.012789088100801083,2,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
EXOSC10+ctrl,K562_EXOSC10+ctrl_1+1,EXOSC10,K562,77,9.452420058665977e-05,0.009722355711794327,0.03665004588447119,0.031249007036820646,0.01621159647307732,0.022648846764273124,16,10,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
NOP10+ctrl,K562_NOP10+ctrl_1+1,NOP10,K562,124,1.221031038840752e-05,0.003494325455421621,0.01745795292443902,0.018786098465895712,0.005885427939499393,0.007073996797330719,13,7,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
