fold_id,task_id,setting,context,perturbation,risk_model_disagreement,baseline_predicted_magnitude,context_novelty_scaled,perturbation_novelty,risk_disagreement_z,predicted_magnitude_z,directional_risk_frozen,target_directional_truth_used_for_score
E237_cellline_holdout_1_HepG2,HepG2::IK,context_unseen,HepG2,IK,0.0452799760782713,0.0264165718108415,1.0,0.5,-0.9772255317844528,-1.4040104848478374,0.30833795715485324,False
E237_cellline_holdout_1_HepG2,HepG2::ZNF292,context_and_perturbation_unseen,HepG2,ZNF292,0.0534752660301767,0.0370703302323818,1.0,1.0,-0.7188623415924738,-0.8165492769877695,0.39202632292169715,False
E237_cellline_holdout_1_HepG2,HepG2::DESI1,context_unseen,HepG2,DESI1,0.0720353501185265,0.0453746616840362,1.0,0.5,-0.1337405748900567,-0.3586383321332527,0.3460562046764588,False
E237_cellline_holdout_1_HepG2,HepG2::PMPCA,context_unseen,HepG2,PMPCA,0.2197334332592438,0.1163155958056449,1.0,0.5,4.522561785297189,3.553131129575326,0.5106538806449487,False
E237_cellline_holdout_1_HepG2,HepG2::SRP68,context_unseen,HepG2,SRP68,0.0520067419972411,0.0330164730548858,1.0,1.0,-0.7651587577350931,-1.040083896392034,0.38605745381502055,False
E237_cellline_holdout_1_HepG2,HepG2::PCNX3,context_unseen,HepG2,PCNX3,0.0789390529436693,0.0494998693466186,1.0,1.0,0.0839042792284456,-0.1311693601285447,0.42066116026454625,False
E237_cellline_holdout_1_HepG2,HepG2::SCAF1,context_unseen,HepG2,SCAF1,0.0524507641790366,0.0305183213204145,1.0,0.5,-0.7511605968307291,-1.1778350239549653,0.31717996039454016,False
E237_cellline_holdout_1_HepG2,HepG2::CPSF1,context_unseen,HepG2,CPSF1,0.0901029690293247,0.0490693300962448,1.0,0.5,0.4358558260135436,-0.1549098184765028,0.3597435754814425,False
E237_cellline_holdout_1_HepG2,HepG2::VPS35,context_unseen,HepG2,VPS35,0.078744748621304,0.0431090742349624,1.0,0.5,0.0777786772193639,-0.4835655819059277,0.3464326576460661,False
E237_cellline_holdout_1_HepG2,HepG2::HERC1,context_unseen,HepG2,HERC1,0.0465637420293284,0.0359300412237644,1.0,0.5,-0.9367537646448614,-0.8794262009620876,0.3212794125828758,False
E237_cellline_holdout_1_HepG2,HepG2::NXF1,context_unseen,HepG2,NXF1,0.0505270169363598,0.0347097218036651,1.0,0.5,-0.8118082954061097,-0.9467160992441028,0.3216544208902665,False
