e176_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e176_selection_sha256,e176_column_unseen_sha256,target_stratum,e176_calibration_sha256,heldout_donor_partition,perturbation_support_contexts_pretruth,excluded_all_e168_e170_e172_e174_targets,selection_used_expression_effect_error_or_prior_outcome
644,H04,44,ENSG00000099875,MKNK2,2,MKNK2-1+MKNK2-2,True,MKNK2,True,True,MKNK2,True,True,d82a24380233d2a99b0828614bf1ce523994af244201a063a98fb961f04cf98e,4021bfde48e405d4abf601a16b124c26e750b91e5cd281caf1f59bee17b5eca1,38355a8b2eccc97268ac2e4eb044ad664779d1af532e4790569695f4d8053bd7,a6bc7155b884deb06dacdb0ddad7b570e535e81f061fa90088e4302a4effb0be,DONOR_UNSEEN_ONLY,d3223f122c54684ad56d56bdfb4d7c16cdd4a9a7860577ce227bb52821a66434,EVALUATION_80PCT,6,True,False
645,H04,45,ENSG00000155974,GRIP1,2,GRIP1-1+GRIP1-2,True,GRIP1,True,True,GRIP1,True,True,541800f2702affac6cf40c2d09f9036bd17524a0b9263eb8bd6a66192485383d,03b53d66e1b64575d467bdd26389ae9b89d67e783a35495778ff31cb8ee09318,3845ae9bcc48c5be20fb524123fce97568c6b5d5f7bd9dad372d58c277badf8d,f3b70ed56672cc82bc8680212074d6f33aecf1ffe03806eb9f6d5fdfdfda8677,DONOR_UNSEEN_ONLY,2dc5834c55adc0e9db6e6f4c9ae5e3818af569cd284bfddf818c7605e8b67c95,CALIBRATION_20PCT,6,True,False
646,H04,46,ENSG00000198707,CEP290,2,CEP290-1+CEP290-2,True,CEP290,True,True,CEP290,True,True,db3e412b4890903fc61fff47250feb735d9d525aab4a2f5e8522b5e9427e57d8,771c86021cadd99c03e2848a7a9b99174be32d47f93493bc6f87662f7fe228b2,38684f7de1ab1e7fd94b85c67a0b9db2effd5093491c1629d170295e362adc84,f21f04a89c33444ad0b77aed2fbd1f3eaa280435ecaf4dd1464a06490996e02a,DONOR_UNSEEN_ONLY,7b28c3decc4579ff0339be8f3c856ddf0fc7c62047b93862c792e325b593caa0,EVALUATION_80PCT,6,True,False
647,H04,47,ENSG00000113838,TBCCD1,2,TBCCD1-1+TBCCD1-2,True,TBCCD1,True,True,TBCCD1,True,True,75a0858483531c7b0e086c1558c3f42ea316c953c9a0ef6ec31469f0a86e204b,3a3bd3f8b85e9d915746b2e72a750953ff76a6b9334acf681782b524c449368e,3877c44ac8baf70e3406df560ecbf8e28e76aae83d8fd6ff25ae958dc55de336,9ff352be9c3e04f2374065e39306b94916cc503633388c82b5967e2f91f97a60,DONOR_UNSEEN_ONLY,0fff065da162d559e44c7a53b77dde59e04912829422c90206122aa4217fb933,CALIBRATION_20PCT,6,True,False
648,H04,48,ENSG00000126353,CCR7,2,CCR7-1+CCR7-2,True,CCR7,True,True,CCR7,True,True,be278881fdb35d775cad1fdf2c1eddded35a02ad1731ed3009301b867d4b3864,d7c1893ecbab6e0d579a10aa3bf5f3c9002be8dee00e316e8852bbe2c4786e46,388a708837c95cec3c10201d7a2a35ff7c0472b948bbc8e21b2604b82e001241,969c0ae636793b4e53a7b5e9eac5d4c088186930400a572094dd9c7985e387cd,DONOR_UNSEEN_ONLY,ae471d9a239aed9169df0eb5f61a06fb1fad74ed5273e5af9f5bb1464505e64a,EVALUATION_80PCT,6,True,False
649,H04,49,ENSG00000004139,SARM1,2,SARM1-1+SARM1-2,True,SARM1,True,True,SARM1,True,True,7cf0dc00d07c40c88635ab3f93a571c42ba2df142dbc196f326dee046b6bc1cf,fd25b6d13e35ecb8ff0a53f4497cbb18fe4fe8d7db9570e916f13327799c09ef,388b3c1ceb6c4e35b6a144b9a435c9da4d0c8d3aaba1e97fa19f69b6486bb404,89bd069a75705a67a4cf956e48c11af9fcf0f5d5280b2afc1a4b2d9f129a7162,DONOR_UNSEEN_ONLY,ea21de426fe1b5668c8f8572308358a6f97c1edeee67201522563b429caab670,EVALUATION_80PCT,6,True,False
650,H04,50,ENSG00000130775,THEMIS2,2,THEMIS2-1+THEMIS2-2,True,THEMIS2,True,True,THEMIS2,True,True,edaedeace8a04500042ff2d89a0cc5a620bd3ae1bb2852d8f4fcb49e260c420f,249f393c18e7334ead7c8a68d8bd393e786a56f427a3ab8f0c8634f28f79687f,388cf58f257c821dc07822664dc656d5013d05444c3be83b118473f73b8196fc,8f9adcad0333798b3e386fad8cb01fce35544e62158403c2accc08ddcc92450a,DONOR_UNSEEN_ONLY,8604f9eb702c864f0fdb34b61b02d53f9e60cfeba9df505faf912b58b7016b43,EVALUATION_80PCT,6,True,False
651,H04,51,ENSG00000170615,SLC26A5,2,SLC26A5-1+SLC26A5-2,True,SLC26A5,True,True,SLC26A5,True,True,b39bb261ba50cdc07e2891d00fb375f8b6200c78c320643501264d1e0d9f379e,04f0d57169d7db7ff07858aa47632b65d94e7e4892935efbdbfca2b37f43e654,38932a3ab39533964371cb5500cebe8f937a220cda705073ce14e6d0ec8e0bd6,4d9f5dff1e07c38528266e0c4611855f3f69ed8666f3f0f7d12bf9d79f40c217,DONOR_UNSEEN_ONLY,50c42a206a2dc540dc17a889d2902e4039254c3d92adc23c828c589aaa268c4a,EVALUATION_80PCT,6,True,False
652,H04,52,ENSG00000121742,GJB6,2,GJB6-1+GJB6-2,True,GJB6,True,True,GJB6,True,True,99ed8f46909e8345aeb76cc9715c9fefd84ae71b0e70674224910b19fa7ec96c,328030c5e45f132431bcde41ac45373724c647f85171ee905dbf2752b552d2cb,389369eb79f33b6167c850f1cc6a51e7f275341f49b369ff346a6d4782da4863,397b84e5466f82c4d1120a91bacdab8c52237e2c705447bc8758a55d4ebce276,DONOR_UNSEEN_ONLY,884e15979434a0827e8f613a6d69132bd7db504f6cb63a47be79fe1a5c139ffa,EVALUATION_80PCT,6,True,False
653,H04,53,ENSG00000164048,ZNF589,2,ZNF589-1+ZNF589-2,True,ZNF589,True,True,ZNF589,True,True,b985825d3826c905079160d14c492e502b75a8af2d3975188ab1ff98fe2f4cc0,b71c59ecd71f5b774c0f25115004af8da9accea7a7b894bd1f10359020e52096,3896389ed7f10d1123ece98fb6f36e31d75e782207e88c21665532cd9c0591b7,f2a8285ac54c83df30bdf50e704db39ef65ba954a74c258945846bc42858d2fc,DONOR_UNSEEN_ONLY,7898ce525629f5da096785ccec35892ac31f63a1815d19a2e40c6c836cf5cc43,EVALUATION_80PCT,6,True,False
654,H04,54,ENSG00000101162,TUBB1,2,TUBB1-1+TUBB1-2,True,TUBB1,True,True,TUBB1,True,True,51eb8a46849e441944ea312a08927ea67ae119440c4c7f1bd7c452815345df1b,458f3faec3cfc64beca30413649a46321a7f996bc59829e7f4add213370a6a1e,389816fd4f4ec45143c02abbfd173fa3a18f73237a5f40e73f11fa92a32be235,a4b183c3e88216bc7e7fe99448aabc932bceb9d18a9968bda2da83610f640036,DONOR_UNSEEN_ONLY,5e2e52c54a9824aa1008667b91704aa00b45085dfb4c3d8bebb445f4c831e639,EVALUATION_80PCT,6,True,False
655,H04,55,ENSG00000116663,FBXO6,2,FBXO6-1+FBXO6-2,True,FBXO6,True,True,FBXO6,True,True,c308a04245fa147476c652b358ca992ffd38ca3a103963d5aed4ac749b01f6f2,7ebc44726a00dc32ab116b1dcd6b8fc3e3452d3c7550988c7eb08b97eececb58,38a1a437330093ff2f32091fa2bc76c96899e4fcf885e61150e68fa2c73a8f55,a35c0301e8ffb8687eae91dc38ac97876e27ec98d225015ebd17b90d5b6cc160,DONOR_UNSEEN_ONLY,8bc1849b307ccbc9d6eebc267601b5398aad35fdce9004922c68439fa18f78ea,EVALUATION_80PCT,6,True,False
656,H04,56,ENSG00000146021,KLHL3,2,KLHL3-1+KLHL3-2,True,KLHL3,True,True,KLHL3,True,True,fea9b94adb4a7f242dc8c74357c6e0a5da58e803b892466c4259961c423c46e9,1c37e8d770e363f7ce5d40f6955a01c581fc87301b939d1ae4ac6b09e8ace97c,38dd56d7cceb78dc273b3c363cb0bed444741bae3d8c1749785921dbd08c7693,9fe034b4ffeb6a91c4bc1c8b95d127d6bc633108128f8225d7bb80eca95267cc,DONOR_UNSEEN_ONLY,6c0a16f85ed881e10fc7ece2b219b341192ef44570169159f7beb7c0928fc263,EVALUATION_80PCT,6,True,False
657,H04,57,ENSG00000143702,CEP170,2,CEP170-1+CEP170-2,True,CEP170,True,True,CEP170,True,True,a027c1e2bcd59011e6093b627da767e1661094ab3cb169bc4562e1c917332f67,779c8aced6bce390fc7c1a9ead2a5180ec5428092879b10a9ea4b784b33d363b,38e885d57322ed42844847dd48f6cdf57d850c3744d154ad6e371d610a7a9947,80b68596e7173fa2ed94b18d88d812c18d9a93eb37dbd5011b1143302110c163,DONOR_UNSEEN_ONLY,d8202c417a7a696420307a0506de1f8df429680a19377d61edf9c5583b6daaeb,EVALUATION_80PCT,6,True,False
658,H04,58,ENSG00000115993,TRAK2,2,TRAK2-1+TRAK2-2,True,TRAK2,True,True,TRAK2,True,True,5fecfdc9d0a505d515cb2ccbdd32796acc295829e2e6770f5475f37cb4a13661,71bab20db4d84420897301bb6e5ea3efb8f72768a28ccf488b803de9f2bb4b04,38ffc39f96cf5ed4b1180247261159deb4f6be3b4c6bc7a4101feeffd50cc7ca,a21c2c6a08ccecebe6449f8d88fd2617d6b3a71e69625998d97a0a0ff7429b04,DONOR_UNSEEN_ONLY,bd781bc8b20bdafb6e307106b96ee52a14dfa0d1ebf7845442292e58993505ba,EVALUATION_80PCT,6,True,False
659,H04,59,ENSG00000105393,BABAM1,2,BABAM1-1+BABAM1-2,True,BABAM1,True,True,BABAM1,True,True,a710048a560bf2ea4821b73075701f011d6a32b8ddec19b4cf9fa66eead0ef41,a1c893d485245859176f248e043231d41b05364d7d449d17050760084c853734,39013ad966ba6f42e394db8812ff07fbbcff7f103747d776d9bd40a15ba412e6,3fa59ba6cf73969851a39004c1815c315c35c6880facadf3825224ff1ca15b28,DONOR_UNSEEN_ONLY,f0e76d2e734dd0d507402cae8c4cf31e0cbe8c4294d65d2edfa9dec436f227db,EVALUATION_80PCT,6,True,False
660,H04,60,ENSG00000135605,TEC,2,TEC-1+TEC-2,True,TEC,True,True,TEC,True,True,2dbfdd5dc61a535558315a03807d36db2a98ade5ae2dc568f1cffc0a0a956c2a,58986e4dc38eb9e6184d70e2545a9fe9280c01c83c415b36525ed986f9e116f8,39129ade14f30c932fbe960a2031bc65ece3a9489d97cd7dfe4f14333407935c,77201e5f96389489af66d5cebf4a6a014a61143c7a5399f607f561e0df9019da,DONOR_UNSEEN_ONLY,25b29380f18fda10e89c78efc710157b208f4e92859b9fc43ebbcc95f8c4c288,CALIBRATION_20PCT,6,True,False
661,H04,61,ENSG00000146859,TMEM140,2,TMEM140-1+TMEM140-2,True,TMEM140,True,True,TMEM140,True,True,e008658e8737c584236f4d7abde4658ce4a5824d03da76c0ac2027e1385c5c9a,06787bd496945c37e0768a6a65d3b71c7d20afb34d63d6d1267a60e1541b8134,3933f58e83cb0369f965dcf57054da7d8c538676b6a4e27e4088f5bac207173e,71114b600af796845edccc1f885ac7fc418be36236d6c941010ac1d367bab460,DONOR_UNSEEN_ONLY,9d72b170f9f3436be09a9e79d7641d89a28a1bbb352b7bfb2dd05297c8a76784,EVALUATION_80PCT,6,True,False
662,H04,62,ENSG00000165322,ARHGAP12,2,ARHGAP12-1+ARHGAP12-2,True,ARHGAP12,True,True,ARHGAP12,True,True,9f98c1455f3099680fa4ddb2ecd3f8dff49d909b69b70ab2c3a5578bd78dcbdb,aa4a611634cc42385696ba34b3428709f6f00a72cd0f1f885df460598e609fce,39549acf3caf9c4e2b4635fcc18e8aa78e65e040c37aa5f9f02b265ca68e46fa,6c7ac8c9686f2e507a5596e83025e8f6bdad845957fc55ac0bb1448850404949,DONOR_UNSEEN_ONLY,eadd7c4c8d949444b720321b0b5e3907dec2d877a16a5b58f547eac43953c860,EVALUATION_80PCT,6,True,False
663,H04,63,ENSG00000204310,AGPAT1,2,AGPAT1-1+AGPAT1-2,True,AGPAT1,True,True,AGPAT1,True,True,8ec70b3260450374cf51d5fb9a05f24a4ddb88d54758e2a1f360c84424acb689,ef30c18069c7f9473734eec3a6950c5f5f9769c86db29afcf11d2e2ac54c6048,396569679c0dd5cf563af50abff953d98c0da27f87733e455bbed57aecfe14ee,a69da9e74d8536651e3416bf797fd43ff11edffba6bb722c9c1fcb549b947e2a,DONOR_UNSEEN_ONLY,1881eff3f4d4c16d51eaa57aeb74fd6b109bed5343efc4235c5c56dc059d1d8d,CALIBRATION_20PCT,6,True,False
664,H04,64,ENSG00000007264,MATK,2,MATK-1+MATK-2,True,MATK,True,True,MATK,True,True,26c383e062c7c94d94a179da74ae16e0845cc9d8bad683f678a26d23ecf5d4f5,4693a3163493efe34d1bc8391926f305ad94398e9ca63a4968ae21acf0512371,3980fce17f1e25ac8dcecdb75159dfde32fba755ceb1de572cb5d183246e03ae,b6bf996b6689d5b92d845529d5865bec82a96b46960d33dcc59e7cff2b87fcaf,DONOR_UNSEEN_ONLY,32fc49a20fc941be94b2dd0b578d86b66160a7baa8289352f349c0af7d1b9602,CALIBRATION_20PCT,6,True,False
665,H04,65,ENSG00000205544,TMEM256,2,TMEM256-1+TMEM256-2,True,TMEM256,True,True,TMEM256,True,True,a8aebd6c4103a0d7ba1e6b3b97dd1ee019046b05c184dc844bedca9bdcbd415d,67260be1f488688c671640838167ede80f72809b363c0e341701776c56ebc89a,39ad391a48c9e268b8138a6f8af02e32eca4f75b20b02f08aa33fe3efbc58c5c,6598150d300449dd46f3e097ea0fab85e0662e33d13003afb5297507ef7788da,DONOR_UNSEEN_ONLY,902cb033b38968c213eadafa39dd227d3e39048313b756554cd5d34ec600f0d5,EVALUATION_80PCT,6,True,False
666,H04,66,ENSG00000105499,PLA2G4C,2,PLA2G4C-1+PLA2G4C-2,True,PLA2G4C,True,True,PLA2G4C,True,True,22525398ba7f3791d60f6299ec131cd48e3638c9f6645ef435b188b351e8bb68,f066e37470aa66282e4f876caf9d0d660f25623361550df4f15c65da3d0a1dd3,39da54fae60028dbb4df2d2f73eb59d474ab7fdb3d1c5a54ee71dcbcd0900f25,ef128127b89540a92cabbefb0eab8ad0cd15b56398337f3b9be0495dc3e8d032,DONOR_UNSEEN_ONLY,43c736c04d4c6e42541143be9887a5b3f4cc1629cb045e09c395dc2f7968491e,EVALUATION_80PCT,6,True,False
667,H04,67,ENSG00000171103,TRMT61B,2,TRMT61B-1+TRMT61B-2,True,TRMT61B,True,True,TRMT61B,True,True,c4e7fe7a0a8c454e33539770025703e7ffe40e5e83b06c9a30d4f1cb4b917bc2,95739dd1a94adf0f921e17afb2c0b5fb36b2803110cb6bd320cea227bdecc365,3a23b05ff5887aab470eca4527b674597970c49f4f2f23197f2d854810843aa6,27bd5a11a35770e768ea3cf14b35a9e28aea11bd2e0b0355ef9093f91152f663,COLUMN_UNSEEN,3376bf40263db34a88c642b9ddea0d0e0426fa260f03d63f837c9d8bbb7694b0,EVALUATION_80PCT,0,True,False
668,H04,68,ENSG00000109180,OCIAD1,2,OCIAD1-1+OCIAD1-2,True,OCIAD1,True,True,OCIAD1,True,True,a13fe5f28d835a460a78bc0615fa08f817bfcdfa8a93b6152d0495d1e403af1a,f82ebdb218ee390bf789892d08ecdde3ff58d6363a3654acd2ca5daea031f4ec,3a4cadbf8e0eb0834f7ab81f62677d9a79c3647b5fe6c75f2a8ec0ccb5396f9b,64cd6e3512d5e94a161eeeee0074c124f09f64e01c25d354ae6107db8e5e41bd,DONOR_UNSEEN_ONLY,62770fa88125f2c1f3cdf2da89fcda556ad645b276bc815fba0dbd8924ec4755,EVALUATION_80PCT,6,True,False
669,H04,69,ENSG00000168826,ZBTB49,2,ZBTB49-1+ZBTB49-2,True,ZBTB49,True,True,ZBTB49,True,True,ba966bdb8172483ff3471f1e42dbe82ca0f0a56d555c574f05ba9c52f976d8d9,5a052a698a0970b026240e5fd4dc19b21786353818d5da18016c09dd3d3a47a5,3a63368893401e0f7fc5b36b25d982308c641b2394a8d156aaf27483a887cdcf,bead4dd77ad81dc06f5c38ba8adca75029210c6f656590171252c45051ba1aa1,DONOR_UNSEEN_ONLY,837610abf1126fd147a325892743604886e3d435040a4adfef6cbf53945a5ac5,EVALUATION_80PCT,6,True,False
670,H04,70,ENSG00000139826,ABHD13,2,ABHD13-1+ABHD13-2,True,ABHD13,True,True,ABHD13,True,True,63e30ff5d7daec7182219893cd860e3c1b75e77b6feb54678e3ea3712316d48e,24d327815ac9b80825098d1237622210d9b9d045e322f817679db0daa64b6546,3a700f6afe9e970fa645eec4667f753813a339b0e8cd826230c450aa3a8872bf,dc6159dfdcee06f97f99d3b5f78d9ae51fc882d15476ef2e80de4320b04c523f,DONOR_UNSEEN_ONLY,b3edd33807f302aac416cc8768595ea1e654716be0a81b0883527242dd71cc34,EVALUATION_80PCT,6,True,False
671,H04,71,ENSG00000156787,TBC1D31,2,TBC1D31-1+TBC1D31-2,True,TBC1D31,True,True,TBC1D31,True,True,df40071ecff003410b4bd7f3467bef4fde030273c2c9bb8ab9d66f2dda9151e3,44e11227194a53804edc56523c9573bea5ff20752988a1e410d1dbbe3913a151,3a87775881ecf346201107e42899acbfb63d4d1c194dca6c843577fc13fe2748,bb61d14cd0f10d7513ec397d4d139d3b8e226c62a0a2677ac424f3dc05c1a751,DONOR_UNSEEN_ONLY,1e509a33b5e213ca3f2b3e05fd2ea6005043fc6c2472a5d61e15594b0b8a7772,CALIBRATION_20PCT,6,True,False
672,H04,72,ENSG00000137273,FOXF2,2,FOXF2-1+FOXF2-2,True,FOXF2,True,True,FOXF2,True,True,c24a5374c95452f6c17abf592511cb4ecb8f1cd5646bd7edc7c6332edd8f9fe0,4c9e090500290962ed624eeeb5f67bd9d55f850334e8ecffd79d8c78f63697dc,3a9498fe0852a5bc57eb6a29f9d62fd42b0e8f8c793e2bd617e7cd1254dd0961,1100bfab555a91e064fb7d62063295fd4c9d2e6155399532d44c85668c2fb280,COLUMN_UNSEEN,ab21bde77cb54147ace393e99339e8420a1c1d80ae8855929d612c2d9a4a5ca5,EVALUATION_80PCT,0,True,False
673,H04,73,ENSG00000182253,SYNM,2,SYNM-1+SYNM-2,True,SYNM,True,True,SYNM,True,True,cfa854345496cbcb7599e6753bcd1accb0d31e55bc63a46f48670395a0329b82,407794e82d5ae188195acd8d5b6cbec0bca81252bd93fa4b946f8a41f8cafafc,3ab76cdce4e8b73e01768eb04ed1402de89c1575185c3378dbaef740160a347e,34721c230a7b89df1d4b3e4360ccdc1e7ed5e393363b03782264dcfbcb600858,COLUMN_UNSEEN,7fdbb4150ac7c30b6b6cd6483589423034be40bcf8ff9bd2d0a1e943fcf9e2f4,EVALUATION_80PCT,0,True,False
674,H04,74,ENSG00000153071,DAB2,2,DAB2-1+DAB2-2,True,DAB2,True,True,DAB2,True,True,6e8b8810c5c22dfb8fc54ff0a26012691db83f9051d80ce62bf85ee14e1d1144,5603902eae7cbe96823144e4c2b11b591ff91534cd9e61397adf26a68d230fd1,3abf29cf89a34b7af85ace54c966db8f29e17195b5a58b083480d441796d10f1,4039c991881c565ea85803f9c8cf9c88924f9c06d741150c3a0db3e0278efc6f,DONOR_UNSEEN_ONLY,59805f56954b5df8b98c8e90168ad961ef0b3cb60362dd84d3cddb3a9b6c57ba,EVALUATION_80PCT,6,True,False
675,H04,75,ENSG00000171988,JMJD1C,2,JMJD1C-1+JMJD1C-2,True,JMJD1C,True,True,JMJD1C,True,True,c80f4ecc2d8b7527f545af2e553d3132b62f546890aa05e36835f4e443daed5f,46571d0845dd03b07197255b4d098a55470070a92765d636e87039fb9ff8c89d,3abfffd199929cc3fe252ade9c4f701ed7b72d956b19ef307c5a577595587c01,f6414305f0ddb8b740a878907f12b2219f1b555843d30e4e863896d2d7899f0e,DONOR_UNSEEN_ONLY,d5f4864b57b0878341f3b019cc8efa1174c7a596b9dcc963f35ab7159512b1de,EVALUATION_80PCT,6,True,False
676,H04,76,ENSG00000170365,SMAD1,2,SMAD1-1+SMAD1-2,True,SMAD1,True,True,SMAD1,True,True,ee265ea92817943c1732dd50e1c2bdeeac4bd7dc4ee3f7090f1ef3cb048a310d,a214375026f1a16d3d433bd85cb38632c9e816e6ec76683ad1184459ac275306,3ac7261872cb95278c2401886dedb312931078e20a51c1eb8ce621393964d781,f1ab9d873ce007b0bd8e241717452997e8d3fe7ca217e8a88752ab13dd508f35,DONOR_UNSEEN_ONLY,e7a73de0ebb3a4c6f6ac754dba9a8b0f7e4f988df687ccb55675769b6f80b1a7,EVALUATION_80PCT,6,True,False
677,H04,77,ENSG00000135912,TTLL4,2,TTLL4-1+TTLL4-2,True,TTLL4,True,True,TTLL4,True,True,8cf9e35f7037be6a9aa04011e3ac99e7e3b3ce9b1db7f3d714426e235498289d,727c0b516401e3117dc13c940c50f60366cdd8dcb021377cc1077b1c9d0926c4,3ac8d7074cfa3f2b07c63a5b9c5936ad11b8c241a0310e4efd7d89ea3469f5fe,6c133bc9c7f0994d313721a5244de16afd173295f239050af72ae547b5a442cb,DONOR_UNSEEN_ONLY,16dc140e8385d371ad2c7ae19b88886f30628044cdbbdc2400fb7b94cd000d61,CALIBRATION_20PCT,6,True,False
678,H04,78,ENSG00000176058,TPRN,2,TPRN-1+TPRN-2,True,TPRN,True,True,TPRN,True,True,ff50c364699bfa33431e1fad339b1ff5d62a19e3fb1c1dd0ff9f668496c13294,3829d2b0257725540fe496c0686eaff885c875c1dd40d700ad0fcd04272f5ef1,3adf54e7ee4892eff88c93d496a0eb1b37a8ca3e19d8fc7648734b018a88e156,d9935e1369eb55048789ab9e89edea16df8ea1d36a86ce5123dd223f7a0f5957,DONOR_UNSEEN_ONLY,c7d275e01f8145bbd70b4aa4d63010872029ca3914d75fe2de06891483fb7943,EVALUATION_80PCT,6,True,False
679,H04,79,ENSG00000174695,TMEM167A,2,TMEM167A-1+TMEM167A-2,True,TMEM167A,True,True,TMEM167A,True,True,89b8e3c3a250dbff189119bccad395d9defce23d8215a2533dcfe6633f5c5fb9,cd71f9405778c001fc70b8e9a0131e960a0793bc500b1fcda1f8884c88d71944,3af280ef22e988ef15a4d376a4f1f41405ce4f9ce19bd76ed9d4ac214217479e,0c301b3b230eca8bea0b07faa9605ae779593be56260b96e7ac06281ae1d86ee,COLUMN_UNSEEN,5330a86b93d00600cdfe0be3589dec396de6ebb36c8a7b97776c71d1ddc7f8a9,EVALUATION_80PCT,0,True,False
680,H04,80,ENSG00000153250,RBMS1,2,RBMS1-1+RBMS1-2,True,RBMS1,True,True,RBMS1,True,True,c2ad7a73db1eb4b0b2b8a0b45dfde12ebf8e8be3ed72e3406715a8d63970c1f3,e65cb855b6db55aeb93f32074bb579f1e7e687635ee3c6519fda17bb73c92dff,3b1a108610af30c9ddc5964bdd7e88666bf94f90cc3ec11cfb2f0941df22f486,8b395fb9d42e64608cbf2498a56dac5d7b9219b2f374033d7a3d00d5be64de5d,DONOR_UNSEEN_ONLY,e547375b2fe0b564ab16f34a5c8df9b57c9fc3266654a8dea72908362fd4e723,EVALUATION_80PCT,6,True,False
681,H04,81,ENSG00000143379,SETDB1,2,SETDB1-1+SETDB1-2,True,SETDB1,True,True,SETDB1,True,True,8bc4ccd0e36a653945c9eab9d54e827bed5f1ea61aa3fea0f53511e47ce96063,812a1a0da3dc864b15e4690c6e99ebd7c745fa15484f8b1ea7b6ae96c7442585,3b222a45a32a20bc85465199e390d00d35f4ecd6472eb37e404afc5666e29bbf,d2e24daaa518d933c7e646bdb15025b79a73ee971a086ac93c009eebd3441445,DONOR_UNSEEN_ONLY,7236768c4ca430f7126a41e67b8572917ecfaba0045803edacd8026bf9baa2da,EVALUATION_80PCT,6,True,False
682,H04,82,ENSG00000105122,RASAL3,2,RASAL3-1+RASAL3-2,True,RASAL3,True,True,RASAL3,True,True,b70b9eeb818d2028054562210c3072d5edcd12caaa8b3b3addab3be70b9b88ab,a0f67183e0f6a8110738966c7e6aaccdef5998e5bbcfa285beb9b8ad2fa35f25,3b35ca04507208f738a65257280c3510fb287c13a6a79b13684b2e086caaf2da,3636565fbc8b63ba4a8b53747b07aa95f6ed67aba26a92e2a47f3c5e62d00769,DONOR_UNSEEN_ONLY,a09049d4c011923185f4559df06bb5b34873ef432dcda83fe41f344bc6450f81,EVALUATION_80PCT,6,True,False
683,H04,83,ENSG00000111540,RAB5B,2,RAB5B-1+RAB5B-2,True,RAB5B,True,True,RAB5B,True,True,2fc9610c044fdbf2b10053c9e2577a0b3ce81629ffcfc1bf4da360723ea564d6,2dac045de83d391db46c6855318ce551b0a3e1f1525000eee7bd4d49a11daabc,3b37c4f3c206e8500036efa71d49aaf81f4fd4dfdd70bd19ed9889e9894a8214,e87fcd0d5dc2763415cf811f562e9e9f276f8a35c32cf97b5c9f46bd8f05291e,DONOR_UNSEEN_ONLY,7ac1184884265a04e3fd13610f5d217a5aecbf5ab1f8a081226ef90ecfa61203,EVALUATION_80PCT,6,True,False
684,H04,84,ENSG00000083817,ZNF416,2,ZNF416-1+ZNF416-2,True,ZNF416,True,True,ZNF416,True,True,72bdb0656ddecf5f2fff2407b6748f1b6bfe75f9e741a6e8356275696de8a253,0f0fa1e69dfde4fdb85071f3fe81265cea8057b1630b6a5defbb033eb33da2e0,3b3d650ebe102e47c4c2fc1425b1b582e349b6b744c8e95d697a1f47265a21cf,316b83b9dcfbed8e070f762c3c5c8799c3c3803c375b167aa1586645aa767826,COLUMN_UNSEEN,0c9301525c19251c9e4930f30a044e958d422e43fa435ecea26d42cb51ec2f33,CALIBRATION_20PCT,0,True,False
685,H04,85,ENSG00000112425,EPM2A,2,EPM2A-1+EPM2A-2,True,EPM2A,True,True,EPM2A,True,True,b10f93ca90caee58887d27cef1ee4daca1960ff002f7f70b8f9c378c298e095a,e905b4128200b29c2cdd65f6ea44c197622af4b199504c2eaa2d630e6f8deb88,3b6cc393165db35c006cda51ff76da6910726834a8e6ab4f5829ac1837feed66,26d402244a6ed9d44b5e9172c053a41652fd72b63dbf1c36750e410af96bac7a,COLUMN_UNSEEN,621438fbb80929be2a8cb0c14914e674670fb1f762c79f33697bd456e9992379,EVALUATION_80PCT,0,True,False
686,H04,86,ENSG00000135655,USP15,2,USP15-1+USP15-2,True,USP15,True,True,USP15,True,True,60ca870a3fc28b3c6f685d76f7c3e21726382204a91d4d83a26cc1d30046223d,8986b1450d9fb59d68bebf376da35742d47a95016469739b6451f5ed026bb706,3b86ee93649767ea0a435e41e7f6cfd9d1d0f50beb6a4d3279d0fef087c448b7,cce8e97b33b44800a9fcaeb2b544911085c58ec1cf620d50223347b06290c247,DONOR_UNSEEN_ONLY,f579c38a2009e8fcc69d3778d9e0184bf2d9b2dec068df09fbb39730ca579fc0,EVALUATION_80PCT,6,True,False
687,H04,87,ENSG00000100558,PLEK2,2,PLEK2-1+PLEK2-2,True,PLEK2,True,True,PLEK2,True,True,98e4d0fc95959f0415e2b3d5a7d108e391f1cffdf2fe85db9b758449b01f78c3,9e561aefa96e79c39605f2617a8391a4aef9637ef03466fcddb9763d44b3d861,3b90e0c1069d96245a0531c29f8604a17719e406ab4320536fca1e28b1a8250e,b9bef59e9237494fc817bcd3166c0162c68873e4fc2ae6da4eb14bf8eb7708e2,DONOR_UNSEEN_ONLY,04ddf967a30e24306dde1d17d0ea2bebda8111bee6ed44c8855d102658371974,CALIBRATION_20PCT,6,True,False
