study,study_cn,target_cluster,n_tasks,family_upper_simultaneous_covered,worst_upper_simultaneous_covered,mean_family_lower_tightness,mean_worst_lower_tightness
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000149564,3,True,True,0.379405397614,0.35886648220866668
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000152749,3,True,True,0.27686117351599998,0.25714801310366669
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000153015,3,True,True,0.26311753249699998,0.23748855217199996
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000153113,3,True,True,0.24772799690399996,0.23435682160433333
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000154813,3,True,True,0.21900722636266667,0.20687592742733332
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000156313,3,True,True,0.31222443265833338,0.29845833851800002
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000156875,3,False,False,0.096903438390566657,0.10091749225960001
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000156990,3,True,True,0.20225748905900001,0.19877667555199999
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000157014,3,True,True,0.27629120142633329,0.28081542021233336
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000157613,3,True,True,0.19757859986233331,0.19579080854933331
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000157985,3,True,True,0.22871246472933335,0.21861065080700001
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000159189,3,True,True,0.20025069493566669,0.19977204595766665
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000161265,3,True,True,0.36481772830266662,0.37155767414866664
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000163155,3,True,True,0.31798630656499999,0.29218295510499998
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000163291,3,True,True,0.24888065137799997,0.24290043419633334
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000163739,3,True,True,0.29705392463633334,0.28531208336133335
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000164081,3,True,True,0.29741308878,0.29102637960633332
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000164252,3,True,True,0.38330665697733329,0.36481843485066667
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000164406,3,True,True,0.27840585738599999,0.26600656211866669
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000165389,3,False,True,0.19831107217000002,0.19200246344000002
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000165672,3,True,True,0.26229411499333333,0.25963809570866664
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000165948,3,True,True,0.41759325254866669,0.42803340964000003
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000166136,3,False,False,0.094342596777233334,0.10459718014253333
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000166949,3,True,True,0.25673060616233334,0.24945838044366667
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000167995,3,True,True,0.24159060062066665,0.22504015647466669
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000168389,3,True,True,0.28852928377033332,0.2803807467933333
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000168894,3,True,True,0.29513996754900002,0.27362367791066666
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000169718,3,True,True,0.32848754050933332,0.31891774120799998
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000170468,3,True,True,0.19613072518866667,0.18834667797399998
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000170604,3,True,True,0.32091784710499999,0.29712388164100001
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000170627,3,True,True,0.34285395734566665,0.31762611785299999
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000171055,3,True,True,0.25908687644200001,0.23662733948700002
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000171246,3,True,True,0.33478133262100002,0.31190936475966669
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000172322,3,True,True,0.28500745864666666,0.30941311789733333
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000172361,3,True,True,0.26844895929433338,0.25832546103266668
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000172889,3,True,True,0.30119124098466671,0.29652735201233332
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000173039,3,True,True,0.21908966881433334,0.21961628659866664
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000173451,3,True,True,0.24552390679033334,0.23503608689833333
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000174460,3,True,True,0.21310916175499997,0.21433584049933332
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000174721,3,True,True,0.26460890687533334,0.25192756464799998
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000174963,3,True,True,0.33927580201000002,0.30659809400666665
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000175470,3,True,True,0.34893954471299998,0.32281282136833328
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000175745,3,True,True,0.32544142441966667,0.29999868613933334
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000175793,3,True,True,0.38240801335533331,0.36958466087000003
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000175879,3,True,True,0.21277773940733336,0.20713934800033332
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000176390,3,True,True,0.34691661954466668,0.35593571013166669
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000177106,3,True,True,0.29386975869699999,0.36259184149133333
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000177963,3,True,True,0.17757497672033332,0.17386614688933333
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000178307,3,True,True,0.26760683731033336,0.23975433257666667
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000180739,3,True,True,0.26619289733566665,0.27952124121166666
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000182858,3,True,True,0.21737380858800001,0.21706132213466667
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000183160,3,True,True,0.30893328859500002,0.30032108563733334
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000184302,3,True,True,0.28796846151299998,0.25970502353566666
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000185305,3,False,True,0.15137461619733333,0.15014126487133334
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000185973,3,True,True,0.22595213460599997,0.22465376454133335
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000187531,3,True,True,0.275868014065,0.300693453961
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000187595,3,True,True,0.30714613572099997,0.31910475486633333
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000188687,3,True,True,0.30091822187199996,0.27449431034499999
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000188706,3,True,True,0.27110165617799997,0.24684804968133334
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000197122,3,True,True,0.38162158039000005,0.38414728108166668
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000197535,3,True,True,0.314294022851,0.30561278382133333
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000197629,3,True,True,0.29119370422800001,0.2862677583303333
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000197935,3,True,True,0.30029466502533331,0.31433972379500003
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000198265,3,True,True,0.19614579043799998,0.19331090137366669
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000198331,3,True,True,0.13984491359166665,0.13568716608866668
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000198799,3,True,True,0.26127378042366667,0.30768569758066666
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000204186,3,True,True,0.34226965266733328,0.30274170764633335
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000204227,3,True,True,0.23400269918733332,0.26483948404033336
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000204315,3,True,True,0.21363853938499999,0.21123207392700002
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000205531,3,True,True,0.339179303544,0.31871784546033338
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000206190,3,True,True,0.21815025839400001,0.26347342506566668
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000214872,3,True,True,0.218824579391,0.21923221165700002
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000214954,3,True,True,0.30603217245800002,0.30883812297433333
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000235608,3,True,True,0.29068099974333333,0.27582614373833331
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000248905,3,True,True,0.24661510828699998,0.27890581937733333
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000249961,3,True,True,0.31095873764400001,0.30990171312733333
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000255423,3,True,True,0.32559412696133333,0.30973020444166671
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000256771,3,True,True,0.28200908346100001,0.24201159226166666
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000272325,3,True,True,0.25667022644266663,0.26119948286933337
E176_primary_CD4,E176 四供体原代CD4,H02::ENSG00000273514,3,True,True,0.32692471031299997,0.31290534243200002
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000003436,3,True,True,0.18797152935133332,0.17727050900966668
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000006607,3,True,True,0.18068592923933333,0.18219783330866668
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000018510,3,False,False,0.088873465762800016,0.093085315013400005
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000042286,3,True,True,0.12660907606399999,0.14834644687566667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000054277,3,True,True,0.11987948695599999,0.12950235731199999
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000072694,3,True,True,0.25113968126199998,0.23784306632366667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000073050,3,True,True,0.12901675936300003,0.13750560268733333
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000074416,3,True,True,0.15406819386466666,0.17710538363733333
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000075336,3,True,True,0.19563449174966666,0.23704700520133334
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000078081,3,True,True,0.19602707351533333,0.21341522035666668
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000079435,3,True,True,0.29788293358099999,0.27352617004533336
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000080824,3,True,True,0.22415204000800001,0.23135095509533332
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000082258,3,True,True,0.14234717685200002,0.15071060478133333
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000083642,3,True,True,0.13622588056566667,0.129926664222
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000084636,3,True,True,0.14004524653666667,0.15714621499366666
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000087250,3,True,True,0.15152489961833335,0.16718008620299998
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000087266,3,True,True,0.15690383559566667,0.16680848362300002
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000087448,3,True,True,0.12275183503999998,0.15099551228700001
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000089723,3,True,True,0.24542512689333332,0.25876658285833337
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000089902,3,True,True,0.20333867102133332,0.19869166411766667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000090013,3,False,False,0.058432392681500002,0.062201199269633335
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000090581,3,True,True,0.138419413651,0.15907245259633332
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000091164,3,True,True,0.207586320214,0.22095148654933336
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000099338,3,True,True,0.23084234455733332,0.26823983835999998
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000099910,3,True,True,0.1058503127939,0.10941052895546666
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000100991,3,True,True,0.194954603122,0.20881769604599998
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000101997,3,False,False,0.11508887779353333,0.13204098968593334
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000102390,3,True,True,0.20013405102633333,0.197089144942
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000102962,3,True,True,0.17253155864600001,0.18028293661266667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000103194,3,True,True,0.18189413224966666,0.22044689607500001
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000103381,3,True,True,0.21975900747166666,0.21406521381900001
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000104341,3,True,True,0.15832778000033335,0.16333943125366668
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000104783,3,True,True,0.238132153948,0.24272521979966666
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000105726,3,True,True,0.18650164949699999,0.20254865063800001
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000106392,3,True,True,0.18916254429966664,0.18438167781366666
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000107077,3,True,True,0.16688815414799998,0.17205002776233333
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000108604,3,True,True,0.16106560305466666,0.167597556545
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000109686,3,True,True,0.10708322854833334,0.12642421512566668
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000110367,3,True,True,0.17724092220966667,0.21087059260733332
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000111530,3,True,True,0.17815114650066666,0.237479959686
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000111796,3,True,True,0.10433529323023333,0.10340683450603333
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000112210,3,True,True,0.15448558445633334,0.15152147389699999
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000112304,3,True,True,0.13538228903133334,0.13622146830599999
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000112667,3,True,True,0.180616031599,0.18747709594200002
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000112983,3,True,True,0.27279616828466668,0.41046271463433337
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000114796,3,True,True,0.17574076381399997,0.18339439926066667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000114850,3,True,True,0.21819175182933334,0.26585149378200001
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000115274,3,True,True,0.19264545496100002,0.19779607916233333
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000115526,3,True,True,0.25476347533366667,0.24713782147999999
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000115896,3,True,True,0.24276885487266667,0.28928986499433335
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000116473,3,True,True,0.153915788734,0.15251984092433332
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000118454,3,True,True,0.20756968879100002,0.23614686165333332
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000120318,3,True,True,0.161227351697,0.1753397819086667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000121289,3,True,True,0.15654713375999998,0.18827431178233334
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000122477,3,True,True,0.14181536279999998,0.17351878122433337
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000122694,3,True,True,0.14462793252733333,0.15298551376366668
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000123349,3,True,True,0.14013055372,0.149858785316
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000124191,3,True,True,0.24289144968566667,0.24715494507300004
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000124827,3,True,True,0.19763412854766668,0.19905822508066665
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000126550,3,False,False,0.094085152484433332,0.096258560120099992
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000127328,3,True,True,0.19622547025700002,0.19298114502866667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000128311,3,False,False,0.069188370481299999,0.080194752426033342
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000128699,3,True,True,0.19725086221133334,0.21180553770533331
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000128791,3,True,True,0.21230558235666666,0.22458393929033335
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000131023,3,False,False,0.063759988146666668,0.070396060274900002
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000132530,3,True,True,0.15062611109099999,0.19492610535933333
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000132749,3,True,True,0.17671454145466667,0.16629657912600002
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000134265,3,True,True,0.14946289077666666,0.14024998082566667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000135114,3,True,True,0.26227742985566666,0.25810732816733334
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000135269,3,True,True,0.20121642641133333,0.21960745816933333
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000136141,3,False,False,0.064052739936899999,0.074083148963133338
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000136250,3,True,True,0.12797420330666667,0.12837703994399999
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000136754,3,True,True,0.14633286305133333,0.14242614078233332
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000138018,3,True,True,0.12532619393566666,0.140319485523
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000138303,3,True,True,0.25239606226833333,0.28599428875166666
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000138641,3,False,False,0.095011306292766662,0.10774527646613334
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000140854,3,False,True,0.12065174438229999,0.15919465291733334
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000141568,3,False,False,0.074117593897699993,0.076053010557899994
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000143337,3,True,True,0.22225043443566669,0.23606454474866667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000144362,3,True,True,0.19479706006200001,0.20660390010833332
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000144843,3,True,True,0.14231641484466664,0.14597658857499998
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000145491,3,True,True,0.11056852999323334,0.12821159476966668
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000145604,3,True,True,0.096937713969799999,0.098284179368933342
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000145990,3,False,False,0.069186702715900009,0.073625070881633337
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000147471,3,True,True,0.12483201149666667,0.13438923394299998
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000148357,3,True,True,0.25113627200700001,0.23227707328633332
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000149929,3,True,True,0.23294179026333336,0.2379526027693333
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000150433,3,True,True,0.21939670117499999,0.21779149874933332
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000151116,3,True,True,0.19022409194699999,0.19373457378233336
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000152818,3,True,True,0.16735419406433336,0.19223783331599997
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000153066,3,True,True,0.16142107229433333,0.21160726639033334
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000153283,3,True,True,0.16316612836899999,0.19923781030500001
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000154839,3,True,True,0.168342377292,0.18347747884566667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000155307,3,True,True,0.17820227269966668,0.17593858821066666
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000155324,3,True,True,0.27378507225033333,0.33483421748199999
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000156983,3,True,True,0.12689355308033334,0.12193967298533333
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000157077,3,True,True,0.17300060860633334,0.16028992484733334
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000160216,3,False,True,0.094792495484666672,0.1048476601694
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000162591,3,True,True,0.34267965492499997,0.381887947964
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000162650,3,True,True,0.16640193596266664,0.15244108715099999
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000163870,3,True,True,0.37443315166499996,0.42515218058000004
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000164258,3,True,True,0.17452551520133333,0.20559179513
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000164329,3,True,True,0.15733925577233332,0.18078550241333333
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000164400,3,True,True,0.14837531725133332,0.16081491832033334
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000165802,3,True,True,0.10973664301000001,0.11071727691333333
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000166233,3,False,False,0.080879071001733333,0.1055625403484
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000166333,3,True,True,0.094911611061133327,0.098799082313999989
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000166428,3,True,True,0.35434875030933338,0.39540122761700003
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000166825,3,True,True,0.14485145126566668,0.141205917711
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000167118,3,True,True,0.1045613206805,0.10040083456366666
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000168214,3,True,True,0.18734690480533334,0.19193243223566667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000168267,3,True,True,0.14257623696033331,0.150598241933
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000168476,3,True,True,0.19757791089433333,0.21307804895100002
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000168904,3,True,True,0.17993824060366667,0.1899582899576667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000168961,3,True,True,0.20308810295299998,0.23619844861366665
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000169446,3,True,True,0.208285534626,0.18238989295600003
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000169499,3,True,True,0.18703408642566666,0.19316955206866668
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000169548,3,True,True,0.234049713829,0.23454979989066668
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000170949,3,True,True,0.20838491537600001,0.21640888672400002
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000172845,3,True,True,0.1287868567872,0.13442548685596667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000172939,3,True,True,0.17335268025666664,0.22261538956666668
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000173531,3,True,True,0.22542206024,0.2507247396716667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000174837,3,True,True,0.30291945350033328,0.32108844048099999
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000175556,3,True,True,0.15127940062566667,0.15594732710866666
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000176619,3,True,True,0.215545716473,0.22598656480166665
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000179085,3,False,False,0.058576310764233336,0.062500300876066672
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000179195,3,True,True,0.20539406448566666,0.20787568899866668
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000179454,3,True,True,0.14599245511433334,0.15236309475400001
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000179832,3,True,True,0.14691368281333331,0.15486799231500001
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000179841,3,True,True,0.30049819124666666,0.30333751663166669
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000180008,3,True,True,0.18159094192133332,0.27170234042133334
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000180806,3,True,True,0.12246568245433333,0.12556593763266666
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000180900,3,True,True,0.17944394056233334,0.19796292852833333
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000182481,3,True,True,0.18665364448733332,0.2088847399
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000183155,3,True,True,0.20017284133233335,0.19348249551300001
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000184675,3,False,False,0.076982484317166658,0.094323918990500008
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000185504,3,True,True,0.20964745795600001,0.25899366183133338
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000186469,3,True,True,0.137403259897,0.16546350997333334
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000186790,3,True,True,0.119300643714,0.11985092450966667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000187193,3,True,True,0.12906987960153332,0.15835674627233334
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000187446,3,False,False,0.11760684742159999,0.12467692919900002
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000188211,3,True,True,0.10106970122906667,0.1003495786856
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000196074,3,True,True,0.16863618792033333,0.16127386124366669
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000196172,3,True,True,0.14551287022963333,0.17748030809833329
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000197037,3,True,True,0.13924660275266668,0.14509535544966667
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000198270,3,True,True,0.090283780794766677,0.091312407346233346
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000198837,3,True,True,0.20646677847766667,0.22450286557166665
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000198873,3,True,True,0.22355869394233333,0.26025742057566664
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000203710,3,True,True,0.18058837209466669,0.18881155165166666
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000204371,3,True,True,0.17557051190999998,0.21647087087399999
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000204427,3,False,False,0.078172058824733326,0.089075030710033323
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000204671,3,True,True,0.18368073606133337,0.180062410728
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000205268,3,True,True,0.1135052160012,0.13614182232133334
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000205649,3,False,False,0.076573096297766666,0.081093512886633343
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000205903,3,True,True,0.29240366374766669,0.33138805920500003
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000213064,3,True,True,0.18522160323799999,0.195612381838
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000219626,3,True,True,0.15321501680300001,0.148203041698
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000227345,3,True,True,0.26229471339733335,0.2947231629123333
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000271447,3,True,True,0.14111225188200002,0.14534826229933331
E176_primary_CD4,E176 四供体原代CD4,H03::ENSG00000272333,3,True,True,0.22962548140399999,0.23215999372533333
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000004139,3,True,True,0.19222134344766664,0.19454794050133337
