draw,n_fold_endpoint_evaluations,n_fold_endpoint_evaluations_below_10,n_unique_dataset_fold_evaluations,n_unique_dataset_fold_evaluations_below_10,any_fold_endpoint_below_10,any_unique_dataset_fold_below_10
985,128,0,32,0,False,False
986,128,0,32,0,False,False
987,128,0,32,0,False,False
988,128,0,32,0,False,False
989,128,0,32,0,False,False
990,128,0,32,0,False,False
991,128,0,32,0,False,False
992,128,0,32,0,False,False
993,128,0,32,0,False,False
994,128,0,32,0,False,False
995,128,0,32,0,False,False
996,128,4,32,1,True,True
997,128,4,32,1,True,True
998,128,0,32,0,False,False
999,128,0,32,0,False,False
1000,128,0,32,0,False,False
1001,128,0,32,0,False,False
1002,128,0,32,0,False,False
1003,128,0,32,0,False,False
1004,128,0,32,0,False,False
1005,128,0,32,0,False,False
1006,128,0,32,0,False,False
1007,128,0,32,0,False,False
1008,128,4,32,1,True,True
1009,128,0,32,0,False,False
1010,128,0,32,0,False,False
1011,128,0,32,0,False,False
1012,128,4,32,1,True,True
1013,128,0,32,0,False,False
1014,128,0,32,0,False,False
1015,128,0,32,0,False,False
1016,128,4,32,1,True,True
1017,128,0,32,0,False,False
1018,128,0,32,0,False,False
1019,128,0,32,0,False,False
1020,128,0,32,0,False,False
1021,128,0,32,0,False,False
1022,128,0,32,0,False,False
1023,128,4,32,1,True,True
1024,128,4,32,1,True,True
1025,128,0,32,0,False,False
1026,128,0,32,0,False,False
1027,128,0,32,0,False,False
1028,128,0,32,0,False,False
1029,128,0,32,0,False,False
1030,128,0,32,0,False,False
1031,128,0,32,0,False,False
1032,128,0,32,0,False,False
1033,128,0,32,0,False,False
1034,128,0,32,0,False,False
1035,128,0,32,0,False,False
1036,128,0,32,0,False,False
1037,128,0,32,0,False,False
1038,128,0,32,0,False,False
1039,128,0,32,0,False,False
1040,128,0,32,0,False,False
1041,128,0,32,0,False,False
1042,128,0,32,0,False,False
1043,128,0,32,0,False,False
1044,128,0,32,0,False,False
1045,128,0,32,0,False,False
1046,128,0,32,0,False,False
1047,128,0,32,0,False,False
1048,128,4,32,1,True,True
1049,128,0,32,0,False,False
1050,128,0,32,0,False,False
1051,128,0,32,0,False,False
1052,128,0,32,0,False,False
1053,128,0,32,0,False,False
1054,128,0,32,0,False,False
1055,128,0,32,0,False,False
1056,128,0,32,0,False,False
1057,128,0,32,0,False,False
1058,128,0,32,0,False,False
1059,128,4,32,1,True,True
1060,128,0,32,0,False,False
1061,128,0,32,0,False,False
1062,128,0,32,0,False,False
1063,128,0,32,0,False,False
1064,128,0,32,0,False,False
1065,128,0,32,0,False,False
1066,128,0,32,0,False,False
1067,128,0,32,0,False,False
1068,128,0,32,0,False,False
1069,128,0,32,0,False,False
1070,128,0,32,0,False,False
1071,128,0,32,0,False,False
1072,128,4,32,1,True,True
1073,128,0,32,0,False,False
1074,128,0,32,0,False,False
1075,128,4,32,1,True,True
1076,128,0,32,0,False,False
1077,128,4,32,1,True,True
1078,128,0,32,0,False,False
1079,128,0,32,0,False,False
1080,128,0,32,0,False,False
1081,128,0,32,0,False,False
1082,128,0,32,0,False,False
1083,128,4,32,1,True,True
1084,128,0,32,0,False,False
1085,128,0,32,0,False,False
1086,128,0,32,0,False,False
1087,128,0,32,0,False,False
1088,128,0,32,0,False,False
1089,128,4,32,1,True,True
1090,128,0,32,0,False,False
1091,128,0,32,0,False,False
1092,128,0,32,0,False,False
1093,128,0,32,0,False,False
1094,128,0,32,0,False,False
1095,128,0,32,0,False,False
1096,128,0,32,0,False,False
1097,128,0,32,0,False,False
1098,128,0,32,0,False,False
1099,128,0,32,0,False,False
1100,128,0,32,0,False,False
1101,128,0,32,0,False,False
1102,128,0,32,0,False,False
1103,128,0,32,0,False,False
1104,128,4,32,1,True,True
1105,128,0,32,0,False,False
1106,128,0,32,0,False,False
1107,128,0,32,0,False,False
1108,128,0,32,0,False,False
1109,128,4,32,1,True,True
1110,128,0,32,0,False,False
1111,128,0,32,0,False,False
1112,128,0,32,0,False,False
1113,128,0,32,0,False,False
1114,128,0,32,0,False,False
1115,128,4,32,1,True,True
1116,128,0,32,0,False,False
1117,128,0,32,0,False,False
1118,128,4,32,1,True,True
1119,128,0,32,0,False,False
1120,128,0,32,0,False,False
1121,128,0,32,0,False,False
1122,128,4,32,1,True,True
1123,128,0,32,0,False,False
1124,128,0,32,0,False,False
1125,128,0,32,0,False,False
1126,128,0,32,0,False,False
1127,128,0,32,0,False,False
1128,128,0,32,0,False,False
1129,128,0,32,0,False,False
1130,128,0,32,0,False,False
1131,128,0,32,0,False,False
1132,128,0,32,0,False,False
1133,128,4,32,1,True,True
1134,128,4,32,1,True,True
1135,128,4,32,1,True,True
1136,128,0,32,0,False,False
1137,128,0,32,0,False,False
1138,128,0,32,0,False,False
1139,128,0,32,0,False,False
1140,128,0,32,0,False,False
1141,128,0,32,0,False,False
1142,128,0,32,0,False,False
1143,128,0,32,0,False,False
1144,128,0,32,0,False,False
1145,128,4,32,1,True,True
1146,128,0,32,0,False,False
1147,128,0,32,0,False,False
1148,128,0,32,0,False,False
1149,128,0,32,0,False,False
1150,128,0,32,0,False,False
1151,128,0,32,0,False,False
1152,128,0,32,0,False,False
1153,128,0,32,0,False,False
1154,128,0,32,0,False,False
1155,128,4,32,1,True,True
1156,128,0,32,0,False,False
1157,128,0,32,0,False,False
1158,128,4,32,1,True,True
1159,128,4,32,1,True,True
1160,128,4,32,1,True,True
1161,128,0,32,0,False,False
1162,128,0,32,0,False,False
1163,128,0,32,0,False,False
1164,128,0,32,0,False,False
1165,128,0,32,0,False,False
1166,128,0,32,0,False,False
1167,128,0,32,0,False,False
1168,128,0,32,0,False,False
1169,128,4,32,1,True,True
1170,128,4,32,1,True,True
1171,128,0,32,0,False,False
1172,128,0,32,0,False,False
1173,128,0,32,0,False,False
1174,128,0,32,0,False,False
1175,128,0,32,0,False,False
1176,128,0,32,0,False,False
1177,128,0,32,0,False,False
1178,128,0,32,0,False,False
1179,128,0,32,0,False,False
1180,128,0,32,0,False,False
1181,128,0,32,0,False,False
1182,128,0,32,0,False,False
1183,128,4,32,1,True,True
1184,128,0,32,0,False,False
1185,128,0,32,0,False,False
1186,128,0,32,0,False,False
1187,128,0,32,0,False,False
1188,128,0,32,0,False,False
1189,128,0,32,0,False,False
1190,128,0,32,0,False,False
1191,128,0,32,0,False,False
1192,128,0,32,0,False,False
1193,128,4,32,1,True,True
1194,128,0,32,0,False,False
1195,128,0,32,0,False,False
1196,128,0,32,0,False,False
1197,128,0,32,0,False,False
1198,128,0,32,0,False,False
1199,128,0,32,0,False,False
1200,128,0,32,0,False,False
1201,128,0,32,0,False,False
1202,128,0,32,0,False,False
1203,128,0,32,0,False,False
1204,128,0,32,0,False,False
1205,128,0,32,0,False,False
1206,128,8,32,2,True,True
1207,128,0,32,0,False,False
1208,128,0,32,0,False,False
1209,128,0,32,0,False,False
1210,128,4,32,1,True,True
1211,128,0,32,0,False,False
1212,128,0,32,0,False,False
1213,128,0,32,0,False,False
1214,128,0,32,0,False,False
1215,128,0,32,0,False,False
1216,128,0,32,0,False,False
1217,128,0,32,0,False,False
1218,128,0,32,0,False,False
1219,128,0,32,0,False,False
1220,128,0,32,0,False,False
1221,128,0,32,0,False,False
1222,128,0,32,0,False,False
1223,128,0,32,0,False,False
1224,128,0,32,0,False,False
1225,128,0,32,0,False,False
1226,128,0,32,0,False,False
1227,128,0,32,0,False,False
1228,128,0,32,0,False,False
1229,128,0,32,0,False,False
1230,128,0,32,0,False,False
1231,128,0,32,0,False,False
1232,128,0,32,0,False,False
1233,128,0,32,0,False,False
1234,128,0,32,0,False,False
1235,128,0,32,0,False,False
1236,128,4,32,1,True,True
1237,128,0,32,0,False,False
1238,128,0,32,0,False,False
1239,128,0,32,0,False,False
1240,128,0,32,0,False,False
1241,128,0,32,0,False,False
1242,128,0,32,0,False,False
1243,128,4,32,1,True,True
1244,128,0,32,0,False,False
1245,128,0,32,0,False,False
1246,128,4,32,1,True,True
1247,128,0,32,0,False,False
1248,128,0,32,0,False,False
1249,128,0,32,0,False,False
1250,128,0,32,0,False,False
1251,128,0,32,0,False,False
1252,128,0,32,0,False,False
1253,128,0,32,0,False,False
1254,128,0,32,0,False,False
1255,128,0,32,0,False,False
1256,128,0,32,0,False,False
1257,128,0,32,0,False,False
1258,128,0,32,0,False,False
1259,128,0,32,0,False,False
1260,128,0,32,0,False,False
1261,128,0,32,0,False,False
1262,128,0,32,0,False,False
1263,128,0,32,0,False,False
1264,128,0,32,0,False,False
1265,128,0,32,0,False,False
1266,128,0,32,0,False,False
1267,128,0,32,0,False,False
1268,128,0,32,0,False,False
1269,128,0,32,0,False,False
1270,128,0,32,0,False,False
1271,128,0,32,0,False,False
1272,128,0,32,0,False,False
1273,128,0,32,0,False,False
1274,128,0,32,0,False,False
1275,128,0,32,0,False,False
1276,128,0,32,0,False,False
1277,128,0,32,0,False,False
1278,128,0,32,0,False,False
1279,128,0,32,0,False,False
1280,128,0,32,0,False,False
1281,128,0,32,0,False,False
1282,128,0,32,0,False,False
1283,128,0,32,0,False,False
1284,128,0,32,0,False,False
1285,128,0,32,0,False,False
1286,128,4,32,1,True,True
1287,128,0,32,0,False,False
1288,128,0,32,0,False,False
1289,128,0,32,0,False,False
1290,128,0,32,0,False,False
1291,128,0,32,0,False,False
1292,128,0,32,0,False,False
1293,128,0,32,0,False,False
1294,128,0,32,0,False,False
1295,128,0,32,0,False,False
1296,128,0,32,0,False,False
1297,128,0,32,0,False,False
1298,128,0,32,0,False,False
1299,128,0,32,0,False,False
1300,128,0,32,0,False,False
1301,128,4,32,1,True,True
1302,128,0,32,0,False,False
1303,128,0,32,0,False,False
1304,128,0,32,0,False,False
1305,128,0,32,0,False,False
1306,128,0,32,0,False,False
1307,128,0,32,0,False,False
1308,128,4,32,1,True,True
1309,128,0,32,0,False,False
1310,128,0,32,0,False,False
1311,128,0,32,0,False,False
1312,128,0,32,0,False,False
1313,128,0,32,0,False,False
1314,128,0,32,0,False,False
1315,128,0,32,0,False,False
1316,128,0,32,0,False,False
1317,128,0,32,0,False,False
1318,128,0,32,0,False,False
1319,128,0,32,0,False,False
1320,128,8,32,2,True,True
1321,128,0,32,0,False,False
1322,128,0,32,0,False,False
1323,128,0,32,0,False,False
1324,128,0,32,0,False,False
1325,128,0,32,0,False,False
1326,128,0,32,0,False,False
1327,128,0,32,0,False,False
1328,128,0,32,0,False,False
1329,128,0,32,0,False,False
1330,128,0,32,0,False,False
1331,128,0,32,0,False,False
1332,128,0,32,0,False,False
1333,128,0,32,0,False,False
1334,128,0,32,0,False,False
1335,128,0,32,0,False,False
1336,128,0,32,0,False,False
1337,128,0,32,0,False,False
1338,128,0,32,0,False,False
1339,128,0,32,0,False,False
1340,128,0,32,0,False,False
1341,128,0,32,0,False,False
1342,128,0,32,0,False,False
1343,128,0,32,0,False,False
1344,128,0,32,0,False,False
1345,128,0,32,0,False,False
1346,128,0,32,0,False,False
1347,128,0,32,0,False,False
1348,128,0,32,0,False,False
1349,128,0,32,0,False,False
1350,128,0,32,0,False,False
1351,128,0,32,0,False,False
1352,128,0,32,0,False,False
1353,128,0,32,0,False,False
1354,128,4,32,1,True,True
1355,128,0,32,0,False,False
1356,128,0,32,0,False,False
1357,128,0,32,0,False,False
1358,128,0,32,0,False,False
1359,128,4,32,1,True,True
1360,128,0,32,0,False,False
1361,128,0,32,0,False,False
1362,128,0,32,0,False,False
1363,128,0,32,0,False,False
1364,128,4,32,1,True,True
1365,128,4,32,1,True,True
1366,128,0,32,0,False,False
1367,128,0,32,0,False,False
1368,128,0,32,0,False,False
1369,128,0,32,0,False,False
1370,128,0,32,0,False,False
1371,128,0,32,0,False,False
1372,128,0,32,0,False,False
1373,128,4,32,1,True,True
1374,128,0,32,0,False,False
1375,128,0,32,0,False,False
1376,128,0,32,0,False,False
1377,128,0,32,0,False,False
1378,128,0,32,0,False,False
1379,128,0,32,0,False,False
1380,128,0,32,0,False,False
1381,128,0,32,0,False,False
1382,128,0,32,0,False,False
1383,128,0,32,0,False,False
1384,128,0,32,0,False,False
1385,128,0,32,0,False,False
1386,128,0,32,0,False,False
1387,128,0,32,0,False,False
1388,128,0,32,0,False,False
1389,128,0,32,0,False,False
1390,128,0,32,0,False,False
1391,128,0,32,0,False,False
1392,128,0,32,0,False,False
1393,128,0,32,0,False,False
1394,128,0,32,0,False,False
1395,128,4,32,1,True,True
1396,128,0,32,0,False,False
1397,128,0,32,0,False,False
1398,128,0,32,0,False,False
1399,128,0,32,0,False,False
1400,128,0,32,0,False,False
1401,128,0,32,0,False,False
1402,128,0,32,0,False,False
1403,128,0,32,0,False,False
1404,128,0,32,0,False,False
1405,128,0,32,0,False,False
1406,128,0,32,0,False,False
1407,128,4,32,1,True,True
1408,128,0,32,0,False,False
1409,128,0,32,0,False,False
1410,128,0,32,0,False,False
1411,128,0,32,0,False,False
1412,128,4,32,1,True,True
1413,128,0,32,0,False,False
1414,128,0,32,0,False,False
1415,128,0,32,0,False,False
1416,128,0,32,0,False,False
1417,128,0,32,0,False,False
1418,128,0,32,0,False,False
1419,128,0,32,0,False,False
1420,128,0,32,0,False,False
1421,128,0,32,0,False,False
1422,128,0,32,0,False,False
1423,128,0,32,0,False,False
1424,128,0,32,0,False,False
1425,128,0,32,0,False,False
1426,128,0,32,0,False,False
1427,128,0,32,0,False,False
1428,128,0,32,0,False,False
1429,128,0,32,0,False,False
1430,128,0,32,0,False,False
1431,128,0,32,0,False,False
1432,128,0,32,0,False,False
1433,128,0,32,0,False,False
1434,128,0,32,0,False,False
1435,128,0,32,0,False,False
1436,128,0,32,0,False,False
1437,128,0,32,0,False,False
1438,128,0,32,0,False,False
1439,128,0,32,0,False,False
1440,128,0,32,0,False,False
1441,128,0,32,0,False,False
1442,128,4,32,1,True,True
1443,128,0,32,0,False,False
1444,128,0,32,0,False,False
1445,128,4,32,1,True,True
1446,128,0,32,0,False,False
1447,128,0,32,0,False,False
1448,128,0,32,0,False,False
1449,128,4,32,1,True,True
1450,128,0,32,0,False,False
1451,128,0,32,0,False,False
1452,128,4,32,1,True,True
1453,128,4,32,1,True,True
1454,128,0,32,0,False,False
1455,128,0,32,0,False,False
1456,128,0,32,0,False,False
1457,128,0,32,0,False,False
1458,128,0,32,0,False,False
1459,128,0,32,0,False,False
1460,128,0,32,0,False,False
1461,128,4,32,1,True,True
1462,128,4,32,1,True,True
1463,128,0,32,0,False,False
1464,128,0,32,0,False,False
1465,128,0,32,0,False,False
1466,128,0,32,0,False,False
1467,128,0,32,0,False,False
1468,128,4,32,1,True,True
1469,128,0,32,0,False,False
1470,128,0,32,0,False,False
1471,128,4,32,1,True,True
1472,128,4,32,1,True,True
1473,128,0,32,0,False,False
1474,128,0,32,0,False,False
1475,128,0,32,0,False,False
1476,128,0,32,0,False,False
1477,128,0,32,0,False,False
1478,128,0,32,0,False,False
1479,128,0,32,0,False,False
1480,128,0,32,0,False,False
1481,128,0,32,0,False,False
1482,128,4,32,1,True,True
1483,128,0,32,0,False,False
1484,128,0,32,0,False,False
1485,128,0,32,0,False,False
1486,128,0,32,0,False,False
1487,128,0,32,0,False,False
1488,128,0,32,0,False,False
1489,128,0,32,0,False,False
1490,128,0,32,0,False,False
1491,128,0,32,0,False,False
1492,128,0,32,0,False,False
1493,128,0,32,0,False,False
1494,128,0,32,0,False,False
1495,128,0,32,0,False,False
1496,128,0,32,0,False,False
1497,128,0,32,0,False,False
1498,128,0,32,0,False,False
1499,128,4,32,1,True,True
1500,128,0,32,0,False,False
1501,128,0,32,0,False,False
1502,128,0,32,0,False,False
1503,128,0,32,0,False,False
1504,128,0,32,0,False,False
1505,128,0,32,0,False,False
1506,128,0,32,0,False,False
1507,128,0,32,0,False,False
1508,128,0,32,0,False,False
1509,128,4,32,1,True,True
1510,128,0,32,0,False,False
1511,128,0,32,0,False,False
1512,128,4,32,1,True,True
1513,128,0,32,0,False,False
1514,128,0,32,0,False,False
1515,128,4,32,1,True,True
1516,128,0,32,0,False,False
1517,128,0,32,0,False,False
1518,128,0,32,0,False,False
1519,128,0,32,0,False,False
1520,128,4,32,1,True,True
1521,128,0,32,0,False,False
1522,128,0,32,0,False,False
1523,128,0,32,0,False,False
1524,128,0,32,0,False,False
1525,128,0,32,0,False,False
1526,128,0,32,0,False,False
1527,128,0,32,0,False,False
1528,128,4,32,1,True,True
1529,128,0,32,0,False,False
1530,128,4,32,1,True,True
1531,128,0,32,0,False,False
1532,128,0,32,0,False,False
1533,128,0,32,0,False,False
1534,128,0,32,0,False,False
1535,128,0,32,0,False,False
1536,128,0,32,0,False,False
1537,128,0,32,0,False,False
1538,128,0,32,0,False,False
1539,128,0,32,0,False,False
1540,128,0,32,0,False,False
1541,128,0,32,0,False,False
1542,128,0,32,0,False,False
1543,128,0,32,0,False,False
1544,128,0,32,0,False,False
1545,128,4,32,1,True,True
1546,128,0,32,0,False,False
1547,128,0,32,0,False,False
1548,128,0,32,0,False,False
1549,128,0,32,0,False,False
1550,128,0,32,0,False,False
1551,128,0,32,0,False,False
1552,128,0,32,0,False,False
1553,128,0,32,0,False,False
1554,128,0,32,0,False,False
1555,128,0,32,0,False,False
1556,128,0,32,0,False,False
1557,128,0,32,0,False,False
1558,128,0,32,0,False,False
1559,128,4,32,1,True,True
1560,128,0,32,0,False,False
1561,128,0,32,0,False,False
1562,128,4,32,1,True,True
1563,128,0,32,0,False,False
1564,128,0,32,0,False,False
1565,128,0,32,0,False,False
1566,128,0,32,0,False,False
1567,128,0,32,0,False,False
1568,128,0,32,0,False,False
1569,128,0,32,0,False,False
1570,128,0,32,0,False,False
1571,128,0,32,0,False,False
1572,128,0,32,0,False,False
1573,128,0,32,0,False,False
1574,128,0,32,0,False,False
1575,128,0,32,0,False,False
1576,128,0,32,0,False,False
1577,128,8,32,2,True,True
1578,128,0,32,0,False,False
1579,128,0,32,0,False,False
1580,128,0,32,0,False,False
1581,128,0,32,0,False,False
1582,128,0,32,0,False,False
1583,128,0,32,0,False,False
1584,128,0,32,0,False,False
1585,128,0,32,0,False,False
1586,128,0,32,0,False,False
1587,128,0,32,0,False,False
1588,128,0,32,0,False,False
1589,128,0,32,0,False,False
1590,128,0,32,0,False,False
1591,128,0,32,0,False,False
1592,128,0,32,0,False,False
1593,128,4,32,1,True,True
1594,128,0,32,0,False,False
1595,128,0,32,0,False,False
1596,128,0,32,0,False,False
1597,128,0,32,0,False,False
1598,128,0,32,0,False,False
1599,128,0,32,0,False,False
1600,128,0,32,0,False,False
1601,128,0,32,0,False,False
1602,128,0,32,0,False,False
1603,128,0,32,0,False,False
1604,128,0,32,0,False,False
1605,128,0,32,0,False,False
1606,128,4,32,1,True,True
1607,128,0,32,0,False,False
1608,128,4,32,1,True,True
1609,128,0,32,0,False,False
1610,128,0,32,0,False,False
1611,128,0,32,0,False,False
1612,128,0,32,0,False,False
1613,128,0,32,0,False,False
1614,128,0,32,0,False,False
1615,128,4,32,1,True,True
1616,128,0,32,0,False,False
1617,128,0,32,0,False,False
1618,128,0,32,0,False,False
1619,128,0,32,0,False,False
1620,128,0,32,0,False,False
1621,128,0,32,0,False,False
1622,128,0,32,0,False,False
1623,128,0,32,0,False,False
1624,128,0,32,0,False,False
1625,128,0,32,0,False,False
1626,128,0,32,0,False,False
1627,128,0,32,0,False,False
1628,128,0,32,0,False,False
1629,128,0,32,0,False,False
1630,128,0,32,0,False,False
1631,128,0,32,0,False,False
1632,128,0,32,0,False,False
1633,128,0,32,0,False,False
1634,128,0,32,0,False,False
1635,128,0,32,0,False,False
1636,128,0,32,0,False,False
1637,128,0,32,0,False,False
1638,128,0,32,0,False,False
1639,128,0,32,0,False,False
1640,128,0,32,0,False,False
1641,128,0,32,0,False,False
1642,128,0,32,0,False,False
1643,128,0,32,0,False,False
1644,128,0,32,0,False,False
1645,128,4,32,1,True,True
1646,128,0,32,0,False,False
1647,128,0,32,0,False,False
1648,128,0,32,0,False,False
1649,128,0,32,0,False,False
1650,128,0,32,0,False,False
1651,128,0,32,0,False,False
1652,128,0,32,0,False,False
1653,128,0,32,0,False,False
1654,128,0,32,0,False,False
1655,128,0,32,0,False,False
1656,128,0,32,0,False,False
1657,128,4,32,1,True,True
1658,128,0,32,0,False,False
1659,128,0,32,0,False,False
1660,128,0,32,0,False,False
1661,128,0,32,0,False,False
1662,128,0,32,0,False,False
1663,128,0,32,0,False,False
1664,128,0,32,0,False,False
1665,128,0,32,0,False,False
1666,128,0,32,0,False,False
1667,128,0,32,0,False,False
1668,128,0,32,0,False,False
1669,128,0,32,0,False,False
1670,128,0,32,0,False,False
1671,128,0,32,0,False,False
1672,128,0,32,0,False,False
1673,128,0,32,0,False,False
1674,128,4,32,1,True,True
1675,128,0,32,0,False,False
1676,128,0,32,0,False,False
1677,128,0,32,0,False,False
1678,128,0,32,0,False,False
1679,128,0,32,0,False,False
1680,128,0,32,0,False,False
1681,128,0,32,0,False,False
1682,128,0,32,0,False,False
1683,128,4,32,1,True,True
1684,128,0,32,0,False,False
1685,128,4,32,1,True,True
1686,128,0,32,0,False,False
1687,128,0,32,0,False,False
1688,128,0,32,0,False,False
1689,128,4,32,1,True,True
1690,128,0,32,0,False,False
1691,128,0,32,0,False,False
1692,128,0,32,0,False,False
1693,128,0,32,0,False,False
1694,128,0,32,0,False,False
1695,128,0,32,0,False,False
1696,128,0,32,0,False,False
1697,128,0,32,0,False,False
1698,128,0,32,0,False,False
1699,128,0,32,0,False,False
1700,128,0,32,0,False,False
1701,128,0,32,0,False,False
1702,128,0,32,0,False,False
1703,128,0,32,0,False,False
1704,128,0,32,0,False,False
1705,128,0,32,0,False,False
1706,128,0,32,0,False,False
1707,128,0,32,0,False,False
1708,128,0,32,0,False,False
1709,128,0,32,0,False,False
1710,128,0,32,0,False,False
1711,128,4,32,1,True,True
1712,128,0,32,0,False,False
1713,128,4,32,1,True,True
1714,128,4,32,1,True,True
1715,128,0,32,0,False,False
1716,128,0,32,0,False,False
1717,128,0,32,0,False,False
1718,128,0,32,0,False,False
1719,128,0,32,0,False,False
1720,128,0,32,0,False,False
1721,128,0,32,0,False,False
1722,128,0,32,0,False,False
1723,128,0,32,0,False,False
1724,128,0,32,0,False,False
1725,128,0,32,0,False,False
1726,128,0,32,0,False,False
1727,128,0,32,0,False,False
1728,128,0,32,0,False,False
1729,128,0,32,0,False,False
1730,128,0,32,0,False,False
1731,128,0,32,0,False,False
1732,128,0,32,0,False,False
1733,128,4,32,1,True,True
1734,128,0,32,0,False,False
1735,128,0,32,0,False,False
1736,128,4,32,1,True,True
1737,128,0,32,0,False,False
1738,128,0,32,0,False,False
1739,128,0,32,0,False,False
1740,128,0,32,0,False,False
1741,128,4,32,1,True,True
1742,128,4,32,1,True,True
1743,128,0,32,0,False,False
1744,128,0,32,0,False,False
1745,128,0,32,0,False,False
1746,128,0,32,0,False,False
1747,128,8,32,2,True,True
1748,128,0,32,0,False,False
1749,128,0,32,0,False,False
1750,128,0,32,0,False,False
1751,128,0,32,0,False,False
1752,128,0,32,0,False,False
1753,128,4,32,1,True,True
1754,128,0,32,0,False,False
1755,128,0,32,0,False,False
1756,128,0,32,0,False,False
1757,128,0,32,0,False,False
1758,128,0,32,0,False,False
1759,128,0,32,0,False,False
1760,128,0,32,0,False,False
1761,128,0,32,0,False,False
1762,128,0,32,0,False,False
1763,128,0,32,0,False,False
1764,128,0,32,0,False,False
1765,128,4,32,1,True,True
1766,128,0,32,0,False,False
1767,128,0,32,0,False,False
1768,128,0,32,0,False,False
1769,128,0,32,0,False,False
1770,128,0,32,0,False,False
1771,128,0,32,0,False,False
1772,128,0,32,0,False,False
1773,128,0,32,0,False,False
1774,128,0,32,0,False,False
1775,128,0,32,0,False,False
1776,128,0,32,0,False,False
1777,128,4,32,1,True,True
1778,128,0,32,0,False,False
1779,128,0,32,0,False,False
1780,128,0,32,0,False,False
1781,128,4,32,1,True,True
1782,128,4,32,1,True,True
1783,128,0,32,0,False,False
1784,128,0,32,0,False,False
1785,128,4,32,1,True,True
1786,128,4,32,1,True,True
1787,128,0,32,0,False,False
1788,128,4,32,1,True,True
1789,128,0,32,0,False,False
1790,128,0,32,0,False,False
1791,128,0,32,0,False,False
1792,128,0,32,0,False,False
1793,128,0,32,0,False,False
1794,128,0,32,0,False,False
1795,128,0,32,0,False,False
1796,128,0,32,0,False,False
1797,128,4,32,1,True,True
1798,128,4,32,1,True,True
1799,128,0,32,0,False,False
1800,128,0,32,0,False,False
1801,128,0,32,0,False,False
1802,128,0,32,0,False,False
1803,128,0,32,0,False,False
1804,128,0,32,0,False,False
1805,128,4,32,1,True,True
1806,128,0,32,0,False,False
1807,128,0,32,0,False,False
1808,128,0,32,0,False,False
1809,128,0,32,0,False,False
1810,128,0,32,0,False,False
1811,128,0,32,0,False,False
1812,128,0,32,0,False,False
1813,128,0,32,0,False,False
1814,128,0,32,0,False,False
1815,128,0,32,0,False,False
1816,128,4,32,1,True,True
1817,128,0,32,0,False,False
1818,128,0,32,0,False,False
1819,128,0,32,0,False,False
1820,128,0,32,0,False,False
1821,128,0,32,0,False,False
1822,128,0,32,0,False,False
1823,128,0,32,0,False,False
1824,128,0,32,0,False,False
1825,128,0,32,0,False,False
1826,128,0,32,0,False,False
1827,128,0,32,0,False,False
1828,128,0,32,0,False,False
1829,128,0,32,0,False,False
1830,128,0,32,0,False,False
1831,128,0,32,0,False,False
1832,128,0,32,0,False,False
1833,128,0,32,0,False,False
1834,128,0,32,0,False,False
1835,128,0,32,0,False,False
1836,128,0,32,0,False,False
1837,128,0,32,0,False,False
1838,128,0,32,0,False,False
1839,128,0,32,0,False,False
1840,128,0,32,0,False,False
1841,128,0,32,0,False,False
1842,128,0,32,0,False,False
1843,128,0,32,0,False,False
1844,128,0,32,0,False,False
1845,128,0,32,0,False,False
1846,128,0,32,0,False,False
1847,128,0,32,0,False,False
1848,128,0,32,0,False,False
1849,128,0,32,0,False,False
1850,128,0,32,0,False,False
1851,128,4,32,1,True,True
1852,128,0,32,0,False,False
1853,128,0,32,0,False,False
1854,128,0,32,0,False,False
1855,128,0,32,0,False,False
1856,128,0,32,0,False,False
1857,128,0,32,0,False,False
1858,128,0,32,0,False,False
1859,128,0,32,0,False,False
1860,128,0,32,0,False,False
1861,128,0,32,0,False,False
1862,128,0,32,0,False,False
1863,128,0,32,0,False,False
1864,128,0,32,0,False,False
1865,128,0,32,0,False,False
1866,128,0,32,0,False,False
1867,128,0,32,0,False,False
1868,128,0,32,0,False,False
1869,128,0,32,0,False,False
1870,128,0,32,0,False,False
1871,128,0,32,0,False,False
1872,128,0,32,0,False,False
1873,128,0,32,0,False,False
1874,128,0,32,0,False,False
1875,128,0,32,0,False,False
1876,128,4,32,1,True,True
1877,128,0,32,0,False,False
1878,128,0,32,0,False,False
1879,128,0,32,0,False,False
1880,128,0,32,0,False,False
1881,128,0,32,0,False,False
1882,128,4,32,1,True,True
1883,128,0,32,0,False,False
1884,128,4,32,1,True,True
1885,128,4,32,1,True,True
1886,128,4,32,1,True,True
1887,128,4,32,1,True,True
1888,128,0,32,0,False,False
1889,128,0,32,0,False,False
1890,128,0,32,0,False,False
1891,128,0,32,0,False,False
1892,128,0,32,0,False,False
1893,128,4,32,1,True,True
1894,128,0,32,0,False,False
1895,128,0,32,0,False,False
1896,128,0,32,0,False,False
1897,128,0,32,0,False,False
1898,128,0,32,0,False,False
1899,128,4,32,1,True,True
1900,128,0,32,0,False,False
1901,128,0,32,0,False,False
1902,128,0,32,0,False,False
1903,128,0,32,0,False,False
1904,128,0,32,0,False,False
1905,128,0,32,0,False,False
1906,128,0,32,0,False,False
1907,128,0,32,0,False,False
1908,128,0,32,0,False,False
1909,128,0,32,0,False,False
1910,128,0,32,0,False,False
1911,128,0,32,0,False,False
