dataset,fold_id,predictor,similarity,score,n_valid_queries,spearman_risk_vs_retrieval_error
Liang,Liang_context_holdout_7_EM2_1,scGPT,pearson,baseline_predicted_magnitude,18,0.0010335929734914904
Liang,Liang_context_holdout_7_EM2_1,scGPT,pearson,risk_model_disagreement,18,0.19224829306941724
Liang,Liang_context_holdout_8_EM2_2,GEARS,cosine,directional_risk_frozen,18,0.3594054293400723
Liang,Liang_context_holdout_8_EM2_2,GEARS,cosine,safeconf_calibrated_pair_risk,18,0.31724643469607555
Liang,Liang_context_holdout_8_EM2_2,GEARS,cosine,baseline_predicted_magnitude,18,-0.12647698393199022
Liang,Liang_context_holdout_8_EM2_2,GEARS,cosine,risk_model_disagreement,18,-0.10961338607439154
Liang,Liang_context_holdout_8_EM2_2,GEARS,pearson,directional_risk_frozen,18,0.3594054293400723
Liang,Liang_context_holdout_8_EM2_2,GEARS,pearson,safeconf_calibrated_pair_risk,18,0.31724643469607555
Liang,Liang_context_holdout_8_EM2_2,GEARS,pearson,baseline_predicted_magnitude,18,-0.12647698393199022
Liang,Liang_context_holdout_8_EM2_2,GEARS,pearson,risk_model_disagreement,18,-0.10961338607439154
Liang,Liang_context_holdout_8_EM2_2,scGPT,cosine,directional_risk_frozen,18,0.4667011463449161
Liang,Liang_context_holdout_8_EM2_2,scGPT,cosine,safeconf_calibrated_pair_risk,18,0.5028395094468455
Liang,Liang_context_holdout_8_EM2_2,scGPT,cosine,baseline_predicted_magnitude,18,0.19204958677025313
Liang,Liang_context_holdout_8_EM2_2,scGPT,cosine,risk_model_disagreement,18,0.15900879764848913
Liang,Liang_context_holdout_8_EM2_2,scGPT,pearson,directional_risk_frozen,18,0.4716202270381837
Liang,Liang_context_holdout_8_EM2_2,scGPT,pearson,safeconf_calibrated_pair_risk,18,0.4840041279669762
Liang,Liang_context_holdout_8_EM2_2,scGPT,pearson,baseline_predicted_magnitude,18,0.2652218782249742
Liang,Liang_context_holdout_8_EM2_2,scGPT,pearson,risk_model_disagreement,18,0.23426212590299278
Liang,Liang_context_holdout_9_EM2_3,GEARS,cosine,directional_risk_frozen,18,0.2636356468969875
Liang,Liang_context_holdout_9_EM2_3,GEARS,cosine,safeconf_calibrated_pair_risk,18,0.04112716091593005
Liang,Liang_context_holdout_9_EM2_3,GEARS,cosine,baseline_predicted_magnitude,18,-0.5103986123925678
Liang,Liang_context_holdout_9_EM2_3,GEARS,cosine,risk_model_disagreement,18,-0.5599621140092015
Liang,Liang_context_holdout_9_EM2_3,GEARS,pearson,directional_risk_frozen,18,0.28293822009467395
Liang,Liang_context_holdout_9_EM2_3,GEARS,pearson,safeconf_calibrated_pair_risk,18,0.0561637665356469
Liang,Liang_context_holdout_9_EM2_3,GEARS,pearson,baseline_predicted_magnitude,18,-0.49805604286328387
Liang,Liang_context_holdout_9_EM2_3,GEARS,pearson,risk_model_disagreement,18,-0.5468019534413924
Liang,Liang_context_holdout_9_EM2_3,scGPT,cosine,directional_risk_frozen,18,0.11867905056759545
Liang,Liang_context_holdout_9_EM2_3,scGPT,cosine,safeconf_calibrated_pair_risk,18,0.17853457172342618
Liang,Liang_context_holdout_9_EM2_3,scGPT,cosine,baseline_predicted_magnitude,18,0.054695562435500514
Liang,Liang_context_holdout_9_EM2_3,scGPT,cosine,risk_model_disagreement,18,0.08359133126934985
Liang,Liang_context_holdout_9_EM2_3,scGPT,pearson,directional_risk_frozen,18,-0.12487100103199174
Liang,Liang_context_holdout_9_EM2_3,scGPT,pearson,safeconf_calibrated_pair_risk,18,0.009287925696594427
Liang,Liang_context_holdout_9_EM2_3,scGPT,pearson,baseline_predicted_magnitude,18,0.05675954592363261
Liang,Liang_context_holdout_9_EM2_3,scGPT,pearson,risk_model_disagreement,18,0.034055727554179564
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,GEARS,cosine,directional_risk_frozen,128,0.22435569868064795
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,GEARS,cosine,safeconf_calibrated_pair_risk,128,-0.40974795676601183
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,GEARS,cosine,baseline_predicted_magnitude,128,-0.09039601730106657
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,GEARS,cosine,risk_model_disagreement,128,-0.3386766852410642
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,GEARS,pearson,directional_risk_frozen,128,0.2634165137572711
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,GEARS,pearson,safeconf_calibrated_pair_risk,128,-0.41817193458444585
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,GEARS,pearson,baseline_predicted_magnitude,128,-0.10819863126885734
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,GEARS,pearson,risk_model_disagreement,128,-0.3307242871808214
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,scGPT,cosine,directional_risk_frozen,128,-0.09107868383404864
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,scGPT,cosine,safeconf_calibrated_pair_risk,128,-0.09103670757977861
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,scGPT,cosine,baseline_predicted_magnitude,128,-0.037138557147634414
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,scGPT,cosine,risk_model_disagreement,128,-0.16624225326593642
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,scGPT,pearson,directional_risk_frozen,128,0.1523976841034572
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,scGPT,pearson,safeconf_calibrated_pair_risk,128,0.05683675319857235
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,scGPT,pearson,baseline_predicted_magnitude,128,0.21394553012017065
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,scGPT,pearson,risk_model_disagreement,128,0.03776586537996513
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,GEARS,cosine,directional_risk_frozen,128,0.14864327613533634
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,GEARS,cosine,safeconf_calibrated_pair_risk,128,-0.1402987722696823
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,GEARS,cosine,baseline_predicted_magnitude,128,-0.025061430418086526
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,GEARS,cosine,risk_model_disagreement,128,-0.09258297169533519
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,GEARS,pearson,directional_risk_frozen,128,0.15628156261012968
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,GEARS,pearson,safeconf_calibrated_pair_risk,128,-0.1490972570393284
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,GEARS,pearson,baseline_predicted_magnitude,128,-0.031048030309328043
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,GEARS,pearson,risk_model_disagreement,128,-0.09680775277553746
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,scGPT,cosine,directional_risk_frozen,128,-0.19154890089986665
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,scGPT,cosine,safeconf_calibrated_pair_risk,128,-0.20522299452000947
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,scGPT,cosine,baseline_predicted_magnitude,128,-0.2664726769165965
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,scGPT,cosine,risk_model_disagreement,128,-0.13106897508801785
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,scGPT,pearson,directional_risk_frozen,128,-0.1366467091972628
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,scGPT,pearson,safeconf_calibrated_pair_risk,128,-0.17892229452275557
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,scGPT,pearson,baseline_predicted_magnitude,128,-0.22612713786232677
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,scGPT,pearson,risk_model_disagreement,128,-0.054797891288835936
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,GEARS,cosine,directional_risk_frozen,23,-0.09009918654891654
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,GEARS,cosine,safeconf_calibrated_pair_risk,23,0.03832120871781037
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,GEARS,cosine,baseline_predicted_magnitude,23,-0.2925748310462069
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,GEARS,cosine,risk_model_disagreement,23,-0.16188150550272365
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,GEARS,pearson,directional_risk_frozen,23,-0.06496449595394592
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,GEARS,pearson,safeconf_calibrated_pair_risk,23,0.035828718195000935
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,GEARS,pearson,baseline_predicted_magnitude,23,-0.27919855894711104
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,GEARS,pearson,risk_model_disagreement,23,-0.13736767465071006
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,scGPT,cosine,directional_risk_frozen,23,-0.5177865612648221
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,scGPT,cosine,safeconf_calibrated_pair_risk,23,-0.37225522783363235
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,scGPT,cosine,baseline_predicted_magnitude,23,0.02075098814229249
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,scGPT,cosine,risk_model_disagreement,23,-0.10474308300395258
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,scGPT,pearson,directional_risk_frozen,23,0.33703979284425417
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,scGPT,pearson,safeconf_calibrated_pair_risk,23,0.03570452815687553
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,scGPT,pearson,baseline_predicted_magnitude,23,0.6765505519117067
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,scGPT,pearson,risk_model_disagreement,23,0.6142822030871083
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,GEARS,cosine,directional_risk_frozen,23,-0.3818523807980027
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,GEARS,cosine,safeconf_calibrated_pair_risk,23,0.10367667233511621
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,GEARS,cosine,baseline_predicted_magnitude,23,-0.3882992391751119
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,GEARS,cosine,risk_model_disagreement,23,-0.43243542344916674
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,GEARS,pearson,directional_risk_frozen,23,-0.3879271963221761
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,GEARS,pearson,safeconf_calibrated_pair_risk,23,0.10344522220120135
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,GEARS,pearson,baseline_predicted_magnitude,23,-0.3809999249592801
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,GEARS,pearson,risk_model_disagreement,23,-0.43938692644654637
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,scGPT,cosine,directional_risk_frozen,23,0.21442687747035571
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,scGPT,cosine,safeconf_calibrated_pair_risk,23,0.3019298199277709
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,scGPT,cosine,baseline_predicted_magnitude,23,0.25
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,scGPT,cosine,risk_model_disagreement,23,-0.158102766798419
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,scGPT,pearson,directional_risk_frozen,23,0.11561264822134389
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,scGPT,pearson,safeconf_calibrated_pair_risk,23,0.25425669046549126
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,scGPT,pearson,baseline_predicted_magnitude,23,0.13339920948616601
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,scGPT,pearson,risk_model_disagreement,23,-0.12648221343873517
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,GEARS,cosine,directional_risk_frozen,23,-0.3141208951325799
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,GEARS,cosine,safeconf_calibrated_pair_risk,23,-0.26889146244735085
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,GEARS,cosine,baseline_predicted_magnitude,23,-0.2743587565082027
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,GEARS,cosine,risk_model_disagreement,23,-0.05566699407412808
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,GEARS,pearson,directional_risk_frozen,23,-0.256195384141121
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,GEARS,pearson,safeconf_calibrated_pair_risk,23,-0.22646284439553635
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,GEARS,pearson,baseline_predicted_magnitude,23,-0.3493573420106195
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,GEARS,pearson,risk_model_disagreement,23,-0.03468796303651541
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,scGPT,cosine,directional_risk_frozen,23,0.08399209486166008
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,scGPT,cosine,safeconf_calibrated_pair_risk,23,0.025691699604743084
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,scGPT,cosine,baseline_predicted_magnitude,23,-0.20948616600790515
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,scGPT,cosine,risk_model_disagreement,23,-0.208498023715415
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,scGPT,pearson,directional_risk_frozen,23,-0.1590909090909091
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,scGPT,pearson,safeconf_calibrated_pair_risk,23,-0.11067193675889328
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,scGPT,pearson,baseline_predicted_magnitude,23,0.07509881422924902
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,scGPT,pearson,risk_model_disagreement,23,-0.15316205533596838
Santinha,Santinha_context_holdout_4_Neurons_L_5,GEARS,cosine,directional_risk_frozen,23,-0.203121883593405
Santinha,Santinha_context_holdout_4_Neurons_L_5,GEARS,cosine,safeconf_calibrated_pair_risk,23,-0.1585123139861896
Santinha,Santinha_context_holdout_4_Neurons_L_5,GEARS,cosine,baseline_predicted_magnitude,23,-0.01882593067451071
Santinha,Santinha_context_holdout_4_Neurons_L_5,GEARS,cosine,risk_model_disagreement,23,-0.07728539961114922
Santinha,Santinha_context_holdout_4_Neurons_L_5,GEARS,pearson,directional_risk_frozen,23,-0.1736557244099333
Santinha,Santinha_context_holdout_4_Neurons_L_5,GEARS,pearson,safeconf_calibrated_pair_risk,23,-0.11778157277553979
Santinha,Santinha_context_holdout_4_Neurons_L_5,GEARS,pearson,baseline_predicted_magnitude,23,0.007938547401596949
Santinha,Santinha_context_holdout_4_Neurons_L_5,GEARS,pearson,risk_model_disagreement,23,-0.05457751338597903
Santinha,Santinha_context_holdout_4_Neurons_L_5,scGPT,cosine,directional_risk_frozen,23,-0.24011857707509882
Santinha,Santinha_context_holdout_4_Neurons_L_5,scGPT,cosine,safeconf_calibrated_pair_risk,23,-0.13768344043161745
Santinha,Santinha_context_holdout_4_Neurons_L_5,scGPT,cosine,baseline_predicted_magnitude,23,-0.29249011857707513
Santinha,Santinha_context_holdout_4_Neurons_L_5,scGPT,cosine,risk_model_disagreement,23,-0.17490118577075098
Santinha,Santinha_context_holdout_4_Neurons_L_5,scGPT,pearson,directional_risk_frozen,23,-0.14130434782608697
Santinha,Santinha_context_holdout_4_Neurons_L_5,scGPT,pearson,safeconf_calibrated_pair_risk,23,0.11728589370100748
Santinha,Santinha_context_holdout_4_Neurons_L_5,scGPT,pearson,baseline_predicted_magnitude,23,-0.22628458498023715
Santinha,Santinha_context_holdout_4_Neurons_L_5,scGPT,pearson,risk_model_disagreement,23,-0.09980237154150197
Santinha,Santinha_context_holdout_5_Neurons_L_6,GEARS,cosine,directional_risk_frozen,23,0.11686089918125536
Santinha,Santinha_context_holdout_5_Neurons_L_6,GEARS,cosine,safeconf_calibrated_pair_risk,23,0.29939973031244743
Santinha,Santinha_context_holdout_5_Neurons_L_6,GEARS,cosine,baseline_predicted_magnitude,23,0.3748461893229249
Santinha,Santinha_context_holdout_5_Neurons_L_6,GEARS,cosine,risk_model_disagreement,23,-0.35999099027446035
Santinha,Santinha_context_holdout_5_Neurons_L_6,GEARS,pearson,directional_risk_frozen,23,0.11837579637812339
Santinha,Santinha_context_holdout_5_Neurons_L_6,GEARS,pearson,safeconf_calibrated_pair_risk,23,0.27070105368400305
Santinha,Santinha_context_holdout_5_Neurons_L_6,GEARS,pearson,baseline_predicted_magnitude,23,0.3457167609704189
Santinha,Santinha_context_holdout_5_Neurons_L_6,GEARS,pearson,risk_model_disagreement,23,-0.3288766895191378
Santinha,Santinha_context_holdout_5_Neurons_L_6,scGPT,cosine,directional_risk_frozen,23,0.1689723320158103
Santinha,Santinha_context_holdout_5_Neurons_L_6,scGPT,cosine,safeconf_calibrated_pair_risk,23,-0.05154614273559054
Santinha,Santinha_context_holdout_5_Neurons_L_6,scGPT,cosine,baseline_predicted_magnitude,23,-0.10671936758893281
Santinha,Santinha_context_holdout_5_Neurons_L_6,scGPT,cosine,risk_model_disagreement,23,-0.009881422924901188
Santinha,Santinha_context_holdout_5_Neurons_L_6,scGPT,pearson,directional_risk_frozen,23,0.09683794466403163
Santinha,Santinha_context_holdout_5_Neurons_L_6,scGPT,pearson,safeconf_calibrated_pair_risk,23,-0.15112391847479958
Santinha,Santinha_context_holdout_5_Neurons_L_6,scGPT,pearson,baseline_predicted_magnitude,23,-0.24802371541501977
Santinha,Santinha_context_holdout_5_Neurons_L_6,scGPT,pearson,risk_model_disagreement,23,0.24802371541501977
Shifrut,Shifrut_context_holdout_1_D1_nostim,GEARS,cosine,directional_risk_frozen,20,0.2956272877657901
Shifrut,Shifrut_context_holdout_1_D1_nostim,GEARS,cosine,safeconf_calibrated_pair_risk,20,0.03770756221502425
Shifrut,Shifrut_context_holdout_1_D1_nostim,GEARS,cosine,baseline_predicted_magnitude,20,-0.09879381300336354
Shifrut,Shifrut_context_holdout_1_D1_nostim,GEARS,cosine,risk_model_disagreement,20,-0.058823797055437825
Shifrut,Shifrut_context_holdout_1_D1_nostim,GEARS,pearson,directional_risk_frozen,20,0.24547079851467363
Shifrut,Shifrut_context_holdout_1_D1_nostim,GEARS,pearson,safeconf_calibrated_pair_risk,20,0.07401888693673235
Shifrut,Shifrut_context_holdout_1_D1_nostim,GEARS,pearson,baseline_predicted_magnitude,20,-0.13595305763889615
Shifrut,Shifrut_context_holdout_1_D1_nostim,GEARS,pearson,risk_model_disagreement,20,0.012084716234568547
Shifrut,Shifrut_context_holdout_1_D1_nostim,scGPT,cosine,directional_risk_frozen,20,-0.3533834586466165
Shifrut,Shifrut_context_holdout_1_D1_nostim,scGPT,cosine,safeconf_calibrated_pair_risk,20,0.10375939849624059
Shifrut,Shifrut_context_holdout_1_D1_nostim,scGPT,cosine,baseline_predicted_magnitude,20,-0.1789473684210526
Shifrut,Shifrut_context_holdout_1_D1_nostim,scGPT,cosine,risk_model_disagreement,20,0.23458646616541348
Shifrut,Shifrut_context_holdout_1_D1_nostim,scGPT,pearson,directional_risk_frozen,20,0.2601503759398496
Shifrut,Shifrut_context_holdout_1_D1_nostim,scGPT,pearson,safeconf_calibrated_pair_risk,20,0.44360902255639095
Shifrut,Shifrut_context_holdout_1_D1_nostim,scGPT,pearson,baseline_predicted_magnitude,20,-0.2556390977443609
Shifrut,Shifrut_context_holdout_1_D1_nostim,scGPT,pearson,risk_model_disagreement,20,0.26315789473684204
Shifrut,Shifrut_context_holdout_2_D1_stim,GEARS,cosine,directional_risk_frozen,20,0.05301159528266683
Shifrut,Shifrut_context_holdout_2_D1_stim,GEARS,cosine,safeconf_calibrated_pair_risk,20,-0.11283896710167655
Shifrut,Shifrut_context_holdout_2_D1_stim,GEARS,cosine,baseline_predicted_magnitude,20,-0.6262941328395067
Shifrut,Shifrut_context_holdout_2_D1_stim,GEARS,cosine,risk_model_disagreement,20,-0.24915449782853408
Shifrut,Shifrut_context_holdout_2_D1_stim,GEARS,pearson,directional_risk_frozen,20,-0.0219871179108875
Shifrut,Shifrut_context_holdout_2_D1_stim,GEARS,pearson,safeconf_calibrated_pair_risk,20,-0.19181864936050133
Shifrut,Shifrut_context_holdout_2_D1_stim,GEARS,pearson,baseline_predicted_magnitude,20,-0.6512735960500816
Shifrut,Shifrut_context_holdout_2_D1_stim,GEARS,pearson,risk_model_disagreement,20,-0.27825076804467974
Shifrut,Shifrut_context_holdout_2_D1_stim,scGPT,cosine,directional_risk_frozen,20,-0.08721804511278194
Shifrut,Shifrut_context_holdout_2_D1_stim,scGPT,cosine,safeconf_calibrated_pair_risk,20,-0.12030075187969923
Shifrut,Shifrut_context_holdout_2_D1_stim,scGPT,cosine,baseline_predicted_magnitude,20,-0.09624060150375939
Shifrut,Shifrut_context_holdout_2_D1_stim,scGPT,cosine,risk_model_disagreement,20,-0.24060150375939846
Shifrut,Shifrut_context_holdout_2_D1_stim,scGPT,pearson,directional_risk_frozen,20,-0.0706766917293233
Shifrut,Shifrut_context_holdout_2_D1_stim,scGPT,pearson,safeconf_calibrated_pair_risk,20,-0.07518796992481201
Shifrut,Shifrut_context_holdout_2_D1_stim,scGPT,pearson,baseline_predicted_magnitude,20,-0.06766917293233082
Shifrut,Shifrut_context_holdout_2_D1_stim,scGPT,pearson,risk_model_disagreement,20,-0.19849624060150375
Shifrut,Shifrut_context_holdout_3_D2_nostim,GEARS,cosine,directional_risk_frozen,20,0.017345478618911156
Shifrut,Shifrut_context_holdout_3_D2_nostim,GEARS,cosine,safeconf_calibrated_pair_risk,20,-0.1161392916222747
Shifrut,Shifrut_context_holdout_3_D2_nostim,GEARS,cosine,baseline_predicted_magnitude,20,-0.1825046011207174
Shifrut,Shifrut_context_holdout_3_D2_nostim,GEARS,cosine,risk_model_disagreement,20,0.011312268664507276
Shifrut,Shifrut_context_holdout_3_D2_nostim,GEARS,pearson,directional_risk_frozen,20,0.16030503528238857
Shifrut,Shifrut_context_holdout_3_D2_nostim,GEARS,pearson,safeconf_calibrated_pair_risk,20,-0.034027012206167384
Shifrut,Shifrut_context_holdout_3_D2_nostim,GEARS,pearson,baseline_predicted_magnitude,20,-0.15501194449476252
Shifrut,Shifrut_context_holdout_3_D2_nostim,GEARS,pearson,risk_model_disagreement,20,-0.01739158401648555
Shifrut,Shifrut_context_holdout_3_D2_nostim,scGPT,cosine,directional_risk_frozen,20,0.1526889916178011
Shifrut,Shifrut_context_holdout_3_D2_nostim,scGPT,cosine,safeconf_calibrated_pair_risk,20,-0.12109816576584224
Shifrut,Shifrut_context_holdout_3_D2_nostim,scGPT,cosine,baseline_predicted_magnitude,20,-0.23392254380855243
Shifrut,Shifrut_context_holdout_3_D2_nostim,scGPT,cosine,risk_model_disagreement,20,0.3301993464049985
Shifrut,Shifrut_context_holdout_3_D2_nostim,scGPT,pearson,directional_risk_frozen,20,-0.03308270676691729
Shifrut,Shifrut_context_holdout_3_D2_nostim,scGPT,pearson,safeconf_calibrated_pair_risk,20,-0.22556390977443608
Shifrut,Shifrut_context_holdout_3_D2_nostim,scGPT,pearson,baseline_predicted_magnitude,20,-0.2902255639097744
Shifrut,Shifrut_context_holdout_3_D2_nostim,scGPT,pearson,risk_model_disagreement,20,0.49022556390977434
Shifrut,Shifrut_context_holdout_4_D2_stim,GEARS,cosine,directional_risk_frozen,20,-0.02264167064258631
Shifrut,Shifrut_context_holdout_4_D2_stim,GEARS,cosine,safeconf_calibrated_pair_risk,20,-0.14868030388631676
Shifrut,Shifrut_context_holdout_4_D2_stim,GEARS,cosine,baseline_predicted_magnitude,20,-0.4550975799159849
Shifrut,Shifrut_context_holdout_4_D2_stim,GEARS,cosine,risk_model_disagreement,20,-0.15320863801483403
Shifrut,Shifrut_context_holdout_4_D2_stim,GEARS,pearson,directional_risk_frozen,20,0.10120949846451159
Shifrut,Shifrut_context_holdout_4_D2_stim,GEARS,pearson,safeconf_calibrated_pair_risk,20,-0.06948711834876914
Shifrut,Shifrut_context_holdout_4_D2_stim,GEARS,pearson,baseline_predicted_magnitude,20,-0.4274968367978623
Shifrut,Shifrut_context_holdout_4_D2_stim,GEARS,pearson,risk_model_disagreement,20,-0.18655780687115195
Shifrut,Shifrut_context_holdout_4_D2_stim,scGPT,cosine,directional_risk_frozen,20,0.1894736842105263
Shifrut,Shifrut_context_holdout_4_D2_stim,scGPT,cosine,safeconf_calibrated_pair_risk,20,0.012030075187969924
Shifrut,Shifrut_context_holdout_4_D2_stim,scGPT,cosine,baseline_predicted_magnitude,20,0.2150375939849624
Shifrut,Shifrut_context_holdout_4_D2_stim,scGPT,cosine,risk_model_disagreement,20,-0.015037593984962403
Shifrut,Shifrut_context_holdout_4_D2_stim,scGPT,pearson,directional_risk_frozen,20,0.03909774436090225
Shifrut,Shifrut_context_holdout_4_D2_stim,scGPT,pearson,safeconf_calibrated_pair_risk,20,0.06766917293233082
Shifrut,Shifrut_context_holdout_4_D2_stim,scGPT,pearson,baseline_predicted_magnitude,20,0.16842105263157892
Shifrut,Shifrut_context_holdout_4_D2_stim,scGPT,pearson,risk_model_disagreement,20,-0.07368421052631578
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,GEARS,cosine,directional_risk_frozen,183,-0.03415216619795551
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,GEARS,cosine,safeconf_calibrated_pair_risk,183,0.030848570763554656
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,GEARS,cosine,baseline_predicted_magnitude,183,-0.049149549502258395
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,GEARS,cosine,risk_model_disagreement,183,-0.06995221358029059
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,GEARS,pearson,directional_risk_frozen,183,0.021250637771644845
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,GEARS,pearson,safeconf_calibrated_pair_risk,183,0.06397124441482158
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,GEARS,pearson,baseline_predicted_magnitude,183,-0.02778552956024355
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,GEARS,pearson,risk_model_disagreement,183,-0.04787390833382626
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,scGPT,cosine,directional_risk_frozen,183,-0.03291572267455623
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,scGPT,cosine,safeconf_calibrated_pair_risk,183,0.020475520042029637
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,scGPT,cosine,baseline_predicted_magnitude,183,-0.0032387998039035077
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,scGPT,cosine,risk_model_disagreement,183,-0.07406355803085996
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,scGPT,pearson,directional_risk_frozen,183,-0.027792586601548163
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,scGPT,pearson,safeconf_calibrated_pair_risk,183,0.0469397656186649
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,scGPT,pearson,baseline_predicted_magnitude,183,0.05269782247076469
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,scGPT,pearson,risk_model_disagreement,183,-0.06705037397474886
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,GEARS,cosine,directional_risk_frozen,183,0.008139761496717036
