perturbation,combo_size,genes,available_single_count,missing_single_count,n_cells,mean_single_pred_l2,sum_single_pred_l2,true_l2_diagnostic,error_mean_single_rmse,error_sum_single_rmse,mean_vs_sum_disagreement_rmse,risk_mean_single_magnitude,risk_sum_single_magnitude,risk_additive_disagreement,risk_missing_single,risk_norman_formal
PTPN12+UBASH3B,2,PTPN12+UBASH3B,2,0,298,1.1738427785255765,2.347685557051153,2.477867840835548,0.04946592821640514,0.03885538327397327,0.03712016795081409,-0.586844082143297,-0.586844082143297,-0.5868440821432974,0.0,-1.1736881642865944
PTPN12+ZBTB10,2,PTPN12+ZBTB10,2,0,265,1.6679572327712675,3.335914465542535,2.7213157654603655,0.04526791894358637,0.04750760082693133,0.05274543895308848,0.38715303083451513,0.38715303083451513,0.3871530308345145,0.0,0.7743060616690296
PTPN12+ZBTB25,2,PTPN12+ZBTB25,2,0,300,1.2146982522431946,2.429396504486389,2.6064395715751356,0.050371264029718865,0.03509964284199862,0.03841213146914229,-0.5063098797770686,-0.5063098797770686,-0.5063098797770692,0.0,-1.0126197595541377
PTPN9+UBASH3B,2,PTPN9+UBASH3B,2,0,300,1.1404340601568446,2.280868120313689,2.450169662151166,0.04836884002556786,0.03573426490979829,0.03606369151329111,-0.652699259946401,-0.652699259946401,-0.6526992599464012,0.0,-1.3053985198928022
RHOXF2+SET,2,RHOXF2+SET,2,0,300,1.9789656398922546,3.957931279784509,3.1936560373201255,0.05053427559244318,0.05235071291150709,0.06258038833272099,1.0002119851816518,1.0002119851816518,1.0002119851816518,0.0,2.0004239703633035
RHOXF2+ZBTB25,2,RHOXF2+ZBTB25,2,0,263,1.5306036848217301,3.0612073696434603,2.76530916253922,0.0472487779973919,0.03877440599222641,0.04840193839083161,0.11640207827568189,0.11640207827568189,0.11640207827568187,0.0,0.23280415655136377
S1PR2+SGK1,2,S1PR2+SGK1,2,0,300,1.5925741781881944,3.1851483563763887,3.006549300940471,0.05387870024817791,0.042884437829403585,0.050361617458455424,0.23855815185359455,0.23855815185359455,0.2385581518535939,0.0,0.4771163037071885
SAMD1+TGFBR2,2,SAMD1+TGFBR2,2,0,72,1.010198989390145,2.02039797878029,2.217698199627228,0.047913464252994184,0.04140312554802833,0.03194529696473129,-0.9094182889998454,-0.9094182889998454,-0.9094182889998458,0.0,-1.8188365779996913
SAMD1+UBASH3B,2,SAMD1+UBASH3B,2,0,240,1.3157248174394924,2.631449634878985,2.633946141942156,0.04823607944594634,0.03432244211054473,0.04160687197118026,-0.30716658010275666,-0.30716658010275666,-0.3071665801027572,0.0,-0.6143331602055139
SAMD1+ZBTB1,2,SAMD1+ZBTB1,2,0,191,1.698672315279873,3.397344630559746,3.0454771570316734,0.049202427952112084,0.03657597555992738,0.053716735145560406,0.44769852071282096,0.44769852071282096,0.4476985207128207,0.0,0.8953970414256416
SGK1+TBX2,2,SGK1+TBX2,2,0,300,1.423664857326039,2.847329714652078,2.4099001755679885,0.03881315780869537,0.03548164080102697,0.045020235738889365,-0.09439545729741088,-0.09439545729741088,-0.09439545729741117,0.0,-0.18879091459482206
SGK1+TBX3,2,SGK1+TBX3,2,0,300,2.13220788411325,4.2644157682265,4.005432669624847,0.06465437675103168,0.037543400450412885,0.06742633358766219,1.302282694052828,1.302282694052828,1.3022826940528276,0.0,2.6045653881056556
SNAI1+UBASH3B,2,SNAI1+UBASH3B,2,0,299,1.0652779808543777,2.1305559617087555,1.6838516070127902,0.02865488969672501,0.03280980837508438,0.033687047607250775,-0.8008467258510023,-0.8008467258510023,-0.8008467258510024,0.0,-1.6016934517020047
SNAI1+ZBTB10,2,SNAI1+ZBTB10,2,0,100,2.0474440848157416,4.094888169631483,4.123306549408225,0.07778721894916879,0.05902626978043783,0.06474586689856712,1.135196515756671,1.135196515756671,1.1351965157566708,0.0,2.2703930315133416
TBX2+TBX3,2,TBX2+TBX3,2,0,300,2.127504504368347,4.255009008736694,3.2091151610334374,0.03980711661753976,0.04385594352246188,0.06727759966071624,1.2930114042668066,1.2930114042668066,1.293011404266806,0.0,2.5860228085336123
UBASH3A+UBASH3B,2,UBASH3A+UBASH3B,2,0,300,0.9433268290242094,1.8866536580484188,1.4479012680421381,0.027210353207973766,0.03411919656324112,0.029830613576607337,-1.041236515678606,-1.041236515678606,-1.0412365156786063,0.0,-2.082473031357212
UBASH3B+ZBTB25,2,UBASH3B+ZBTB25,2,0,255,1.129019182700428,2.258038365400856,2.3946811216077903,0.04774271350746329,0.03706216860543613,0.03570272139355125,-0.6752002363740549,-0.6752002363740549,-0.6752002363740555,0.0,-1.3504004727481105
