dataset_name,validation_mode,dropped_group,dropped_features,n_features_kept,n,n_task_clusters,n_bootstrap,delta_partial_rho_control_magnitude_point,delta_aurc_reduction_vs_random_pct_point,delta_top10_enrichment_point,delta_partial_rho_control_magnitude_ci_low,delta_partial_rho_control_magnitude_ci_high,delta_aurc_reduction_vs_random_pct_ci_low,delta_aurc_reduction_vs_random_pct_ci_high,delta_top10_enrichment_ci_low,delta_top10_enrichment_ci_high,source_file,source_commit
SrivatsanTrapnell2020_sciplex3,lodo_lopo,disagreement,model_disagreement_rmse;model_disagreement_cosine,12,564,564,1000,0.0435683781512099,0.9078616152218436,0.5207756232686984,0.025451580646887,0.0632328837729992,-0.0421473646885847,2.006053793441845,-0.1735918744228994,1.0415512465373964,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
CuiHacohen2023,lodo_lopo,ood,ood_nearest_distance;ood_mean_k_distance,12,1253,1253,1000,-0.0081933615993069,-0.2856952770530938,-0.1578483245149913,-0.016102227966732,-0.0002202610999935,-0.8749897139807996,0.229853352671375,-0.3156966490299822,0.3156966490299822,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
Frangieh,lodo_lopo,ood,ood_nearest_distance;ood_mean_k_distance,12,633,633,1000,-0.028664189996077,0.0780766036401843,0.772705078125,-0.0672460235001839,0.0059583185262546,-0.1788769259087127,0.3336129995690757,-0.154541015625,1.236328125,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,lodo_lopo,ood,ood_nearest_distance;ood_mean_k_distance,12,323,323,1000,-0.0093844241313522,-0.0118273718621466,0.2966023875114784,-0.0199862630862389,0.0009590839437511,-1.4251411319877492,1.4005210028157875,0.0,1.1864095500459138,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_invivo,lodo_lopo,ood,ood_nearest_distance;ood_mean_k_distance,12,375,375,1000,0.0223922956472688,1.586888062552557,0.0,0.0048231571928768,0.039731674895123,-2.515143831255607,5.409881551034785,-0.7790858725761772,0.259695290858726,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
McFarlandTsherniak2020,lodo_lopo,ood,ood_nearest_distance;ood_mean_k_distance,12,1163,1163,1000,0.0106608407893351,-0.7111837838670922,0.0,0.0019553854968969,0.0204797990054181,-1.5244704880817068,0.0377384244766274,-0.2548761779531014,0.1699174519687343,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SantinhaPlatt2023,lodo_lopo,ood,ood_nearest_distance;ood_mean_k_distance,12,273,273,1000,0.0093939635066596,0.5743817956317802,0.0,-0.0055228158475421,0.0239728678985538,-1.793076430594303,3.181729880086364,-0.6964285714285714,0.0,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,lodo_lopo,ood,ood_nearest_distance;ood_mean_k_distance,12,564,564,1000,0.0162757926943692,0.7692224265124779,0.5207756232686984,0.003342249922859,0.0294711002362822,0.1105670729189279,1.5528193466047553,-0.1735918744228994,1.0415512465373964,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
CuiHacohen2023,lodo_lopo,prediction_output,prediction_magnitude_deviation;prediction_l2_norm;prediction_abs_mean;prediction_norm_ratio,10,1253,1253,1000,-0.0074023577863986,0.0927842858147869,-0.3156966490299826,-0.0253257867750227,0.011169291578084,-1.0781704586789551,1.2153603384312173,-0.6313932980599652,0.1598214285714269,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
Frangieh,lodo_lopo,prediction_output,prediction_magnitude_deviation;prediction_l2_norm;prediction_abs_mean;prediction_norm_ratio,10,633,633,1000,0.4221596788595937,9.31205223816088,2.318115234375,0.3673975510065176,0.4759214665399105,7.278236126610718,11.413854143419467,1.390869140625,3.39990234375,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,lodo_lopo,prediction_output,prediction_magnitude_deviation;prediction_l2_norm;prediction_abs_mean;prediction_norm_ratio,10,323,323,1000,0.0194666468673146,-0.1647030257892225,0.0,0.000603783294955,0.0395566994061547,-2.3710002534235057,2.250893858888985,0.0,0.8898071625344353,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_invivo,lodo_lopo,prediction_output,prediction_magnitude_deviation;prediction_l2_norm;prediction_abs_mean;prediction_norm_ratio,10,375,375,1000,0.0243037348730268,-2.6955665100822657,0.0,0.0033430006843669,0.0457746009217103,-5.7528127487784095,0.3124356841745299,-0.5193905817174518,0.5193905817174514,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
McFarlandTsherniak2020,lodo_lopo,prediction_output,prediction_magnitude_deviation;prediction_l2_norm;prediction_abs_mean;prediction_norm_ratio,10,1163,1163,1000,-0.0692526248776026,-4.204270772058687,-0.0849587259843671,-0.0943130437819328,-0.0426808870222283,-5.426461386136002,-2.825958182357457,-0.5947110818905692,0.3398349039374677,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SantinhaPlatt2023,lodo_lopo,prediction_output,prediction_magnitude_deviation;prediction_l2_norm;prediction_abs_mean;prediction_norm_ratio,10,273,273,1000,0.0169445737664865,2.916008533187412,0.3482142857142858,-0.0169653969528784,0.048847757992606,0.6959274098134222,5.649639695091006,-0.6964285714285714,0.6964285714285715,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,lodo_lopo,prediction_output,prediction_magnitude_deviation;prediction_l2_norm;prediction_abs_mean;prediction_norm_ratio,10,564,564,1000,0.2637947629149836,8.21510711472942,1.0415512465373964,0.2136161839578061,0.3131692114260588,5.492479101620351,11.052739242869558,0.3471837488457989,1.9095106186518933,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
