score,score_family,predictor,truth_role,coverage,retained_n,rejected_n,retained_mean_error,retained_mean_accuracy,high_error_capture_in_rejected,rejected_high_error_enrichment,estimable,na_reason
raw_log_prob_seed3407,native_raw_score,prescribe_seed3407,raw_truth_sensitivity,0.75,36,12,0.13537196719302327,0.18456967278081549,0.1,0.39999999999999997,True,
raw_log_prob_seed3407,native_raw_score,prescribe_seed3407,raw_truth_sensitivity,0.8,39,9,0.13209638700228649,0.20220005626153154,0.1,0.5333333333333333,True,
raw_log_prob_seed3407,native_raw_score,prescribe_seed3407,raw_truth_sensitivity,0.85,41,7,0.1317131320510605,0.20369576702299966,0.1,0.6857142857142856,True,
raw_log_prob_seed3407,native_raw_score,prescribe_seed3407,raw_truth_sensitivity,0.9,44,4,0.13228825478826747,0.20786803766959447,0.0,0.0,True,
raw_log_prob_seed3407,native_raw_score,prescribe_seed3407,raw_truth_sensitivity,0.95,46,2,0.12887603232489092,0.21546562787529044,0.0,0.0,True,
raw_log_prob_seed3407,native_raw_score,prescribe_seed3407,raw_truth_sensitivity,1.0,48,0,0.12963858553522523,0.21462169181474391,,,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,pca10_primary,0.5,24,24,0.11988680496080639,0.25619059557752305,0.5,1.0,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,pca10_primary,0.55,27,21,0.11748392634746833,0.2607514463712047,0.5,1.1428571428571428,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,pca10_primary,0.6,29,19,0.11358935267236492,0.2703296016505374,0.5,1.263157894736842,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,pca10_primary,0.65,32,16,0.1153796256771878,0.2649113871627539,0.5,1.5,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,pca10_primary,0.7,34,14,0.11810917804649926,0.2598160319577415,0.4,1.3714285714285712,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,pca10_primary,0.75,36,12,0.12019641837693963,0.2550438211154698,0.3,1.2,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,pca10_primary,0.8,39,9,0.12329528442337355,0.24799086744210241,0.2,1.0666666666666667,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,pca10_primary,0.85,41,7,0.12527257554317248,0.24391518442335672,0.1,0.6857142857142856,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,pca10_primary,0.9,44,4,0.1235047633435996,0.24918368394429302,0.0,0.0,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,pca10_primary,0.95,46,2,0.12355726973793654,0.24713877056825187,0.0,0.0,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,pca10_primary,1.0,48,0,0.11984608258997446,0.2622094341886773,,,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,raw_truth_sensitivity,0.5,24,24,0.12981687745625092,0.19169521790625055,0.5,1.0,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,raw_truth_sensitivity,0.55,27,21,0.12760295668587973,0.20168287696463877,0.5,1.1428571428571428,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,raw_truth_sensitivity,0.6,29,19,0.12414935457885665,0.20703762449995408,0.5,1.263157894736842,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,raw_truth_sensitivity,0.65,32,16,0.125683933243057,0.2012795531440261,0.5,1.5,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,raw_truth_sensitivity,0.7,34,14,0.12833241152121985,0.1966130569489045,0.4,1.3714285714285712,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,raw_truth_sensitivity,0.75,36,12,0.13009694440458197,0.19335354461447618,0.3,1.2,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,raw_truth_sensitivity,0.8,39,9,0.1328801248450787,0.1889723873745114,0.2,1.0666666666666667,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,raw_truth_sensitivity,0.85,41,7,0.13471557606400397,0.18516295821195122,0.1,0.6857142857142856,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,raw_truth_sensitivity,0.9,44,4,0.1332674070281565,0.1983257862360725,0.0,0.0,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,raw_truth_sensitivity,0.95,46,2,0.13314153451498872,0.1989763952304169,0.0,0.0,True,
raw_log_prob_seed3408,native_raw_score,prescribe_seed3408,raw_truth_sensitivity,1.0,48,0,0.12963858553522523,0.21462169181474391,,,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,pca10_primary,0.5,24,24,0.12350084096832419,0.24424076088834426,0.4,0.7999999999999999,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,pca10_primary,0.55,27,21,0.12408624681950976,0.2469531627135693,0.3,0.6857142857142856,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,pca10_primary,0.6,29,19,0.12211528939885699,0.24925603493144752,0.3,0.7578947368421052,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,pca10_primary,0.65,32,16,0.12580848988723758,0.24118521085581635,0.2,0.6,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,pca10_primary,0.7,34,14,0.12464137310718314,0.2471341097959494,0.1,0.3428571428571428,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,pca10_primary,0.75,36,12,0.12569261637675383,0.24401758202698998,0.1,0.39999999999999997,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,pca10_primary,0.8,39,9,0.12251603060225709,0.25019366468157195,0.1,0.5333333333333333,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,pca10_primary,0.85,41,7,0.12105683798628647,0.2564323702659546,0.1,0.6857142857142856,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,pca10_primary,0.9,44,4,0.1179344703110182,0.2681368646221683,0.1,1.2,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,pca10_primary,0.95,46,2,0.1184223946055928,0.26637774374170986,0.0,0.0,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,pca10_primary,1.0,48,0,0.11984608258997446,0.2622094341886773,,,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,raw_truth_sensitivity,0.5,24,24,0.13353259043124244,0.19734482745091023,0.4,0.7999999999999999,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,raw_truth_sensitivity,0.55,27,21,0.13420810692625057,0.19994911954177447,0.3,0.6857142857142856,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,raw_truth_sensitivity,0.6,29,19,0.1322920595910532,0.202890992845528,0.3,0.7578947368421052,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,raw_truth_sensitivity,0.65,32,16,0.13576256232885633,0.19664225208735728,0.2,0.6,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,raw_truth_sensitivity,0.7,34,14,0.1344393336209704,0.19861870456430078,0.1,0.3428571428571428,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,raw_truth_sensitivity,0.75,36,12,0.13532340348409208,0.19740357329163633,0.1,0.39999999999999997,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,raw_truth_sensitivity,0.8,39,9,0.13207922833606558,0.20089280366774476,0.1,0.5333333333333333,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,raw_truth_sensitivity,0.85,41,7,0.13059437846431987,0.2065172803299809,0.1,0.6857142857142856,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,raw_truth_sensitivity,0.9,44,4,0.12774938420471643,0.21539703515389147,0.1,1.2,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,raw_truth_sensitivity,0.95,46,2,0.12832824933667847,0.21821841634577627,0.0,0.0,True,
raw_log_prob_seed3409,native_raw_score,prescribe_seed3409,raw_truth_sensitivity,1.0,48,0,0.12963858553522523,0.21462169181474391,,,True,
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,pca10_primary,0.5,24,24,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,pca10_primary,0.55,27,21,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,pca10_primary,0.6,29,19,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,pca10_primary,0.65,32,16,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,pca10_primary,0.7,34,14,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,pca10_primary,0.75,36,12,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,pca10_primary,0.8,39,9,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,pca10_primary,0.85,41,7,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,pca10_primary,0.9,44,4,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,pca10_primary,0.95,46,2,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,pca10_primary,1.0,48,0,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,raw_truth_sensitivity,0.5,24,24,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,raw_truth_sensitivity,0.55,27,21,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,raw_truth_sensitivity,0.6,29,19,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,raw_truth_sensitivity,0.65,32,16,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,raw_truth_sensitivity,0.7,34,14,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,raw_truth_sensitivity,0.75,36,12,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,raw_truth_sensitivity,0.8,39,9,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,raw_truth_sensitivity,0.85,41,7,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,raw_truth_sensitivity,0.9,44,4,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,raw_truth_sensitivity,0.95,46,2,,,,,False,constant_or_nonfinite_score
official_combined_confidence_seed3407,native_official_score,prescribe_seed3407,raw_truth_sensitivity,1.0,48,0,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,pca10_primary,0.5,24,24,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,pca10_primary,0.55,27,21,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,pca10_primary,0.6,29,19,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,pca10_primary,0.65,32,16,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,pca10_primary,0.7,34,14,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,pca10_primary,0.75,36,12,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,pca10_primary,0.8,39,9,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,pca10_primary,0.85,41,7,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,pca10_primary,0.9,44,4,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,pca10_primary,0.95,46,2,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,pca10_primary,1.0,48,0,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,raw_truth_sensitivity,0.5,24,24,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,raw_truth_sensitivity,0.55,27,21,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,raw_truth_sensitivity,0.6,29,19,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,raw_truth_sensitivity,0.65,32,16,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,raw_truth_sensitivity,0.7,34,14,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,raw_truth_sensitivity,0.75,36,12,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,raw_truth_sensitivity,0.8,39,9,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,raw_truth_sensitivity,0.85,41,7,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,raw_truth_sensitivity,0.9,44,4,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,raw_truth_sensitivity,0.95,46,2,,,,,False,constant_or_nonfinite_score
negative_predicted_magnitude_seed3407,native_magnitude_score,prescribe_seed3407,raw_truth_sensitivity,1.0,48,0,,,,,False,constant_or_nonfinite_score
