target,seed_index,budget,n_calibration_genes,n_evaluation_tasks,method,utility_20,spearman
K562,10,0.05,23,114,M,0.9547487323829044,0.9357161661367733
K562,10,0.05,23,114,D,0.5075637143377131,0.5527753589437234
K562,10,0.05,23,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,10,0.05,23,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,10,0.05,23,114,ridge_no_history,0.8775728199449386,0.8786577833579718
K562,10,0.05,23,114,ridge_with_history,0.8300194924378189,0.8467750754338714
K562,10,0.1,46,114,M,0.9547487323829044,0.9357161661367733
K562,10,0.1,46,114,D,0.5075637143377131,0.5527753589437234
K562,10,0.1,46,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,10,0.1,46,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,10,0.1,46,114,ridge_no_history,0.8714675821613397,0.9134160912091697
K562,10,0.1,46,114,ridge_with_history,0.8821746657292674,0.9120147425123024
K562,10,0.2,91,114,M,0.9547487323829044,0.9357161661367733
K562,10,0.2,91,114,D,0.5075637143377131,0.5527753589437234
K562,10,0.2,91,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,10,0.2,91,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,10,0.2,91,114,ridge_no_history,0.8714675821613397,0.9146635345578259
K562,10,0.2,91,114,ridge_with_history,0.8821746657292674,0.9153601587655172
K562,10,0.5,226,114,M,0.9547487323829044,0.9357161661367733
K562,10,0.5,226,114,D,0.5075637143377131,0.5527753589437234
K562,10,0.5,226,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,10,0.5,226,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,10,0.5,226,114,ridge_no_history,0.9395617747776425,0.9348899374253257
K562,10,0.5,226,114,ridge_with_history,0.8905607754519528,0.9264008424292745
K562,10,1.0,452,114,M,0.9547487323829044,0.9357161661367733
K562,10,1.0,452,114,D,0.5075637143377131,0.5527753589437234
K562,10,1.0,452,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,10,1.0,452,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,10,1.0,452,114,ridge_no_history,0.9395617747776425,0.9364937931593124
K562,10,1.0,452,114,ridge_with_history,0.9441636205619709,0.9386727688787186
K562,11,0.01,5,114,M,0.9547487323829044,0.9357161661367733
K562,11,0.01,5,114,D,0.5075637143377131,0.5527753589437234
K562,11,0.01,5,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,11,0.01,5,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,11,0.01,5,114,ridge_no_history,0.9395617747776425,0.9363398878111016
K562,11,0.01,5,114,ridge_with_history,0.7954541916826343,0.9166805046475366
K562,11,0.05,23,114,M,0.9547487323829044,0.9357161661367733
K562,11,0.05,23,114,D,0.5075637143377131,0.5527753589437234
K562,11,0.05,23,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,11,0.05,23,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,11,0.05,23,114,ridge_no_history,0.9334050856531662,0.9237115489763271
K562,11,0.05,23,114,ridge_with_history,0.8629439299411518,0.8689779469836577
K562,11,0.1,46,114,M,0.9547487323829044,0.9357161661367733
K562,11,0.1,46,114,D,0.5075637143377131,0.5527753589437234
K562,11,0.1,46,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,11,0.1,46,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,11,0.1,46,114,ridge_no_history,0.8714675821613397,0.9191672910633646
K562,11,0.1,46,114,ridge_with_history,0.8823422293265131,0.8858103319090339
K562,11,0.2,91,114,M,0.9547487323829044,0.9357161661367733
K562,11,0.2,91,114,D,0.5075637143377131,0.5527753589437234
K562,11,0.2,91,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,11,0.2,91,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,11,0.2,91,114,ridge_no_history,0.9256232347665302,0.925639415969705
K562,11,0.2,91,114,ridge_with_history,0.8823422293265131,0.9033555416050708
K562,11,0.5,226,114,M,0.9547487323829044,0.9357161661367733
K562,11,0.5,226,114,D,0.5075637143377131,0.5527753589437234
K562,11,0.5,226,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,11,0.5,226,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,11,0.5,226,114,ridge_no_history,0.9395617747776425,0.9331159757801585
K562,11,0.5,226,114,ridge_with_history,0.8860681754801066,0.9326785605799802
K562,11,1.0,452,114,M,0.9547487323829044,0.9357161661367733
K562,11,1.0,452,114,D,0.5075637143377131,0.5527753589437234
K562,11,1.0,452,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,11,1.0,452,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,11,1.0,452,114,ridge_no_history,0.9395617747776425,0.9364937931593124
K562,11,1.0,452,114,ridge_with_history,0.9441636205619709,0.9386727688787186
K562,12,0.01,5,114,M,0.9547487323829044,0.9357161661367733
K562,12,0.01,5,114,D,0.5075637143377131,0.5527753589437234
K562,12,0.01,5,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,12,0.01,5,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,12,0.01,5,114,ridge_no_history,0.7589330279977036,0.8044268038314332
K562,12,0.01,5,114,ridge_with_history,0.5923555650619862,0.7279844474595493
K562,12,0.05,23,114,M,0.9547487323829044,0.9357161661367733
K562,12,0.05,23,114,D,0.5075637143377131,0.5527753589437234
K562,12,0.05,23,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,12,0.05,23,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,12,0.05,23,114,ridge_no_history,0.8737307615349765,0.9003341366112474
K562,12,0.05,23,114,ridge_with_history,0.8775790739064744,0.9154087604544259
K562,12,0.1,46,114,M,0.9547487323829044,0.9357161661367733
K562,12,0.1,46,114,D,0.5075637143377131,0.5527753589437234
K562,12,0.1,46,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,12,0.1,46,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,12,0.1,46,114,ridge_no_history,0.8714675821613397,0.9191672910633646
K562,12,0.1,46,114,ridge_with_history,0.8922711473304171,0.9278831939409895
K562,12,0.2,91,114,M,0.9547487323829044,0.9357161661367733
K562,12,0.2,91,114,D,0.5075637143377131,0.5527753589437234
K562,12,0.2,91,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,12,0.2,91,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,12,0.2,91,114,ridge_no_history,0.9256232347665302,0.9257609201919768
K562,12,0.2,91,114,ridge_with_history,0.8821746657292674,0.9224479050647011
K562,12,0.5,226,114,M,0.9547487323829044,0.9357161661367733
K562,12,0.5,226,114,D,0.5075637143377131,0.5527753589437234
K562,12,0.5,226,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,12,0.5,226,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,12,0.5,226,114,ridge_no_history,0.9395617747776425,0.932686660861465
K562,12,0.5,226,114,ridge_with_history,0.8900009860014134,0.9295761527713089
K562,12,1.0,452,114,M,0.9547487323829044,0.9357161661367733
K562,12,1.0,452,114,D,0.5075637143377131,0.5527753589437234
K562,12,1.0,452,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,12,1.0,452,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,12,1.0,452,114,ridge_no_history,0.9395617747776425,0.9364937931593124
K562,12,1.0,452,114,ridge_with_history,0.9441636205619709,0.9386727688787186
K562,13,0.01,5,114,M,0.9547487323829044,0.9357161661367733
K562,13,0.01,5,114,D,0.5075637143377131,0.5527753589437234
K562,13,0.01,5,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,13,0.01,5,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,13,0.01,5,114,ridge_no_history,0.8775728199449386,0.870233490613799
K562,13,0.01,5,114,ridge_with_history,0.7484743675619414,0.8015836050302749
K562,13,0.05,23,114,M,0.9547487323829044,0.9357161661367733
K562,13,0.05,23,114,D,0.5075637143377131,0.5527753589437234
K562,13,0.05,23,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,13,0.05,23,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,13,0.05,23,114,ridge_no_history,0.8775728199449386,0.8850408051679797
K562,13,0.05,23,114,ridge_with_history,0.7046263749983033,0.8254794354103806
K562,13,0.1,46,114,M,0.9547487323829044,0.9357161661367733
K562,13,0.1,46,114,D,0.5075637143377131,0.5527753589437234
K562,13,0.1,46,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,13,0.1,46,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,13,0.1,46,114,ridge_no_history,0.8731709720844376,0.9081266073996073
K562,13,0.1,46,114,ridge_with_history,0.8661742687171914,0.905315809724388
K562,13,0.2,91,114,M,0.9547487323829044,0.9357161661367733
K562,13,0.2,91,114,D,0.5075637143377131,0.5527753589437234
K562,13,0.2,91,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,13,0.2,91,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,13,0.2,91,114,ridge_no_history,0.8714675821613397,0.9107916000081003
K562,13,0.2,91,114,ridge_with_history,0.8821746657292674,0.9155302646766976
K562,13,0.5,226,114,M,0.9547487323829044,0.9357161661367733
K562,13,0.5,226,114,D,0.5075637143377131,0.5527753589437234
K562,13,0.5,226,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,13,0.5,226,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,13,0.5,226,114,ridge_no_history,0.9395617747776425,0.9324274518539521
K562,13,0.5,226,114,ridge_with_history,0.8866279649306454,0.9278588930965352
K562,13,1.0,452,114,M,0.9547487323829044,0.9357161661367733
K562,13,1.0,452,114,D,0.5075637143377131,0.5527753589437234
K562,13,1.0,452,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,13,1.0,452,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,13,1.0,452,114,ridge_no_history,0.9395617747776425,0.9364937931593124
K562,13,1.0,452,114,ridge_with_history,0.9441636205619709,0.9386727688787186
K562,14,0.01,5,114,M,0.9547487323829044,0.9357161661367733
K562,14,0.01,5,114,D,0.5075637143377131,0.5527753589437234
K562,14,0.01,5,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,14,0.01,5,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,14,0.01,5,114,ridge_no_history,4.0436263766728885e-16,
K562,14,0.01,5,114,ridge_with_history,4.0436263766728885e-16,
K562,14,0.05,23,114,M,0.9547487323829044,0.9357161661367733
K562,14,0.05,23,114,D,0.5075637143377131,0.5527753589437234
K562,14,0.05,23,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,14,0.05,23,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,14,0.05,23,114,ridge_no_history,0.9395617747776425,0.9348899374253257
K562,14,0.05,23,114,ridge_with_history,0.9395617747776425,0.9348899374253257
K562,14,0.1,46,114,M,0.9547487323829044,0.9357161661367733
K562,14,0.1,46,114,D,0.5075637143377131,0.5527753589437234
K562,14,0.1,46,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,14,0.1,46,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,14,0.1,46,114,ridge_no_history,0.9256232347665302,0.9261254328587919
K562,14,0.1,46,114,ridge_with_history,0.8817824398759738,0.9048621939612402
K562,14,0.2,91,114,M,0.9547487323829044,0.9357161661367733
K562,14,0.2,91,114,D,0.5075637143377131,0.5527753589437234
K562,14,0.2,91,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,14,0.2,91,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,14,0.2,91,114,ridge_no_history,0.9395617747776425,0.9304185820457263
K562,14,0.2,91,114,ridge_with_history,0.8900009860014134,0.9225613090054879
K562,14,0.5,226,114,M,0.9547487323829044,0.9357161661367733
K562,14,0.5,226,114,D,0.5075637143377131,0.5527753589437234
K562,14,0.5,226,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,14,0.5,226,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,14,0.5,226,114,ridge_no_history,0.9395617747776425,0.9359996759887407
K562,14,0.5,226,114,ridge_with_history,0.8860681754801066,0.9342257143435736
K562,14,1.0,452,114,M,0.9547487323829044,0.9357161661367733
K562,14,1.0,452,114,D,0.5075637143377131,0.5527753589437234
K562,14,1.0,452,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,14,1.0,452,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,14,1.0,452,114,ridge_no_history,0.9395617747776425,0.9364937931593124
K562,14,1.0,452,114,ridge_with_history,0.9441636205619709,0.9386727688787186
K562,15,0.01,5,114,M,0.9547487323829044,0.9357161661367733
K562,15,0.01,5,114,D,0.5075637143377131,0.5527753589437234
K562,15,0.01,5,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,15,0.01,5,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,15,0.01,5,114,ridge_no_history,0.7589330279977036,0.8361394058443532
K562,15,0.01,5,114,ridge_with_history,0.8308097391741334,0.8421417144245763
K562,15,0.05,23,114,M,0.9547487323829044,0.9357161661367733
K562,15,0.05,23,114,D,0.5075637143377131,0.5527753589437234
K562,15,0.05,23,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,15,0.05,23,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,15,0.05,23,114,ridge_no_history,0.7769732024066409,0.8564792126526397
K562,15,0.05,23,114,ridge_with_history,0.773610024414619,0.8148275652578928
K562,15,0.1,46,114,M,0.9547487323829044,0.9357161661367733
K562,15,0.1,46,114,D,0.5075637143377131,0.5527753589437234
K562,15,0.1,46,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,15,0.1,46,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,15,0.1,46,114,ridge_no_history,0.8714675821613397,0.9085964237257246
K562,15,0.1,46,114,ridge_with_history,0.8630565104830231,0.9041007675016708
K562,15,0.2,91,114,M,0.9547487323829044,0.9357161661367733
K562,15,0.2,91,114,D,0.5075637143377131,0.5527753589437234
K562,15,0.2,91,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,15,0.2,91,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,15,0.2,91,114,ridge_no_history,0.8714675821613397,0.9149389441283087
K562,15,0.2,91,114,ridge_with_history,0.8743928148426311,0.9175472347664083
K562,15,0.5,226,114,M,0.9547487323829044,0.9357161661367733
K562,15,0.5,226,114,D,0.5075637143377131,0.5527753589437234
K562,15,0.5,226,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,15,0.5,226,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,15,0.5,226,114,ridge_no_history,0.9395617747776425,0.9361616816184364
K562,15,0.5,226,114,ridge_with_history,0.8860681754801066,0.9327028614244346
K562,15,1.0,452,114,M,0.9547487323829044,0.9357161661367733
K562,15,1.0,452,114,D,0.5075637143377131,0.5527753589437234
K562,15,1.0,452,114,M_plus_D_fixed,0.9395617747776425,0.9403900285534924
K562,15,1.0,452,114,M_plus_H_fixed,0.9697946824221412,0.9416150778964204
K562,15,1.0,452,114,ridge_no_history,0.9395617747776425,0.9364937931593124
K562,15,1.0,452,114,ridge_with_history,0.9441636205619709,0.9386727688787186
RPE1,0,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,0,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,0,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,0,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,0,0.01,4,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,0,0.01,4,84,ridge_with_history,0.39878548863010704,0.5214741318214032
RPE1,0,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,0,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,0,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,0,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,0,0.05,17,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,0,0.05,17,84,ridge_with_history,0.5922783964646725,0.5729472511896325
RPE1,0,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,0,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,0,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,0,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,0,0.1,34,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,0,0.1,34,84,ridge_with_history,0.5542378395450415,0.5044446694340388
RPE1,0,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,0,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,0,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,0,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,0,0.2,67,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,0,0.2,67,84,ridge_with_history,0.5542378395450415,0.5349195099726638
RPE1,0,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,0,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,0,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,0,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,0,0.5,166,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,0,0.5,166,84,ridge_with_history,0.5922783964646725,0.5632884479092842
RPE1,0,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,0,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,0,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,0,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,0,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,0,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,1,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,1,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,1,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,1,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,1,0.01,4,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,1,0.01,4,84,ridge_with_history,0.41463676188117515,0.5236002834868887
RPE1,1,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,1,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,1,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,1,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,1,0.05,17,84,ridge_no_history,0.38896830712681674,0.46094968107725015
RPE1,1,0.05,17,84,ridge_with_history,0.5288986682967227,0.4987141844689683
RPE1,1,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,1,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,1,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,1,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,1,0.1,34,84,ridge_no_history,0.38808979675765654,0.480571023590159
RPE1,1,0.1,34,84,ridge_with_history,0.5542378395450415,0.5232965475346765
RPE1,1,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,1,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,1,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,1,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,1,0.2,67,84,ridge_no_history,0.43806046640996366,0.4847423306672066
RPE1,1,0.2,67,84,ridge_with_history,0.5922783964646725,0.5223650906145592
RPE1,1,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,1,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,1,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,1,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,1,0.5,166,84,ridge_no_history,0.4783499778257061,0.5038776956565759
RPE1,1,0.5,166,84,ridge_with_history,0.5597539183196688,0.5468867064898248
RPE1,1,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,1,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,1,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,1,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,1,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,1,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,2,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,2,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,2,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,2,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,2,0.01,4,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,2,0.01,4,84,ridge_with_history,0.16695630725016508,0.3241875063278324
RPE1,2,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,2,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,2,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,2,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,2,0.05,17,84,ridge_no_history,0.40109080223448207,0.3120988154297864
RPE1,2,0.05,17,84,ridge_with_history,0.5564196852657128,0.3748709122203098
RPE1,2,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,2,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,2,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,2,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,2,0.1,34,84,ridge_no_history,0.36660866166603717,0.375944112584793
RPE1,2,0.1,34,84,ridge_with_history,0.5255644352427672,0.3785764908372987
RPE1,2,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,2,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,2,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,2,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,2,0.2,67,84,ridge_no_history,0.462165877751693,0.5171813303634707
RPE1,2,0.2,67,84,ridge_with_history,0.5922783964646725,0.5392528095575579
RPE1,2,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,2,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,2,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,2,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,2,0.5,166,84,ridge_no_history,0.462165877751693,0.5210893996152678
RPE1,2,0.5,166,84,ridge_with_history,0.5922783964646725,0.5558772906753062
RPE1,2,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,2,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,2,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,2,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,2,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,2,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,3,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,3,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,3,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,3,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,3,0.01,4,84,ridge_no_history,0.38808979675765654,0.47745266781411366
RPE1,3,0.01,4,84,ridge_with_history,0.5703966103190842,0.5612230434342411
RPE1,3,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,3,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,3,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,3,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,3,0.05,17,84,ridge_no_history,0.43806046640996366,0.4927002126151666
RPE1,3,0.05,17,84,ridge_with_history,0.5703966103190842,0.5690594310013163
RPE1,3,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,3,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,3,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,3,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,3,0.1,34,84,ridge_no_history,0.38808979675765654,0.47639971651311136
RPE1,3,0.1,34,84,ridge_with_history,0.5598405003380414,0.5271236205325504
RPE1,3,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,3,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,3,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,3,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,3,0.2,67,84,ridge_no_history,0.38896830712681674,0.46870507239040193
RPE1,3,0.2,67,84,ridge_with_history,0.4908581113770911,0.4758529917991293
RPE1,3,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,3,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,3,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,3,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,3,0.5,166,84,ridge_no_history,0.43806046640996366,0.5019337855624177
RPE1,3,0.5,166,84,ridge_with_history,0.5922783964646725,0.5343727852586818
RPE1,3,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,3,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,3,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,3,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,3,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,3,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,4,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,4,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,4,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,4,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,4,0.01,4,84,ridge_no_history,0.41463676188117515,0.5236002834868887
