dataset,gene,n_tasks,mean_safeconf_risk,mean_gears_excess_error,mean_gears_error,mean_scgpt_error,safeconf_percentile,gears_excess_percentile,top20_safeconf_risk,top20_gears_excess_error,top20_overlap
Frangieh,VDAC2,3,0.0673718885360607,0.004884734881548468,0.06072836473080237,0.055843629849253895,0.9259259259259259,0.6878306878306878,True,False,False
Frangieh,WBP2,7,0.06313981845346776,0.0024581727435628426,0.04626988583643863,0.043811713092875786,0.3439153439153439,0.2857142857142857,False,False,False
Lara_exvivo,Ash1l,6,0.12107448571532535,-0.017604993012099036,0.16317892372750278,0.18078391673960184,0.9354838709677419,0.22580645161290322,True,False,False
Lara_exvivo,Brd9,12,0.08587548897920604,-0.008763462999995208,0.08547592081320336,0.09423938381319857,0.3225806451612903,0.41935483870967744,False,False,False
Lara_exvivo,Carm1,11,0.10139551568244348,-0.0022647634980546717,0.09311707876021162,0.09538184225826628,0.7741935483870968,0.6451612903225806,False,False,False
Lara_exvivo,Cbx3,13,0.095370968554991,0.006889068981222388,0.09849090527743384,0.09160183629621144,0.6774193548387096,0.967741935483871,False,True,False
Lara_exvivo,Cebpa,15,0.09422240189586036,-0.005981276584680912,0.13313508966671248,0.13911636625139337,0.6129032258064516,0.5483870967741935,False,False,False
Lara_exvivo,Chd4,8,0.09928690668940596,-0.008960365846255387,0.1046531662301249,0.11361353207638028,0.7096774193548387,0.3870967741935484,False,False,False
Lara_exvivo,Crebbp,15,0.08595408233926771,-0.019711459562430277,0.1219459392548527,0.14165739881728298,0.3548387096774194,0.12903225806451613,False,False,False
Lara_exvivo,Ehmt1,12,0.08995550690799368,-0.006779167177229516,0.07783117050224614,0.08461033767947564,0.5483870967741935,0.5161290322580645,False,False,False
Lara_exvivo,Ehmt2,11,0.07881654292946132,-0.010377263519541952,0.06816566257039311,0.07854292608993506,0.06451612903225806,0.3548387096774194,False,False,False
Lara_exvivo,Ezh2,9,0.09960492969885874,-0.013855847304605148,0.14470881986480255,0.1585646671694077,0.7419354838709677,0.3225806451612903,False,False,False
Lara_exvivo,Gltscr1,9,0.07844472871455428,0.0027242113876417336,0.07426375011821267,0.07153953873057094,0.03225806451612903,0.8709677419354839,False,True,False
Lara_exvivo,Hdac1,9,0.08655732552732215,0.00430000121262963,0.08900401190938,0.08470401069675036,0.41935483870967744,0.9354838709677419,False,True,False
Lara_exvivo,Hmgxb4,11,0.11881270028488479,-0.03190124568164953,0.1059435500141563,0.13784479569580582,0.9032258064516129,0.06451612903225806,True,False,False
Lara_exvivo,Kdm6a,14,0.11122464131955205,-0.004586387078770448,0.13480145944756253,0.13938784652633296,0.8387096774193549,0.6129032258064516,True,False,False
Lara_exvivo,Kmt2a,17,0.08851009286626092,-1.802239356130068e-05,0.09339810517879617,0.09341612757235747,0.45161290322580644,0.7741935483870968,False,False,False
Lara_exvivo,Kmt2d,7,0.11798329777511722,-0.014431552702009588,0.10464457024498085,0.11907612294699042,0.8709677419354839,0.2903225806451613,True,False,False
Lara_exvivo,Mbd2,11,0.08266518494720908,0.0035597140065044834,0.07693725083144086,0.07337753682493638,0.22580645161290322,0.9032258064516129,False,True,False
Lara_exvivo,Mbd3,10,0.07928067028445089,-0.0022229277341280994,0.06490344002677571,0.06712636776090382,0.0967741935483871,0.6774193548387096,False,False,False
Lara_exvivo,Men1,7,0.08098531167669408,-0.007659646084586015,0.08369375039863446,0.09135339648322047,0.16129032258064516,0.4838709677419355,False,False,False
Lara_exvivo,Phf10,11,0.09517524833747802,-0.004781586593003061,0.06724685857442911,0.07202844516743216,0.6451612903225806,0.5806451612903226,False,False,False
Lara_exvivo,Prmt1,6,0.12201412357631669,-0.029542450936606863,0.10358035143731135,0.13312280237391821,1.0,0.0967741935483871,True,False,False
Lara_exvivo,Prmt5,11,0.08408354175453749,-0.00084825710204758,0.07485597239214802,0.07570422949419559,0.2903225806451613,0.7419354838709677,False,False,False
Lara_exvivo,Rbbp4,21,0.08933151293194733,0.009807400493145522,0.13482729062106755,0.12501989012792203,0.4838709677419355,1.0,False,True,False
Lara_exvivo,Rcor1,10,0.08163977938701122,-0.001932023516327063,0.08403278156461028,0.08596480508093733,0.1935483870967742,0.7096774193548387,False,False,False
Lara_exvivo,Setdb1,9,0.08631223001720718,-0.01922687768620627,0.08826127216479493,0.1074881498510012,0.3870967741935484,0.16129032258064516,False,False,False
Lara_exvivo,Setdb2,14,0.0834835673467962,-0.007961224303555671,0.06638390901447469,0.07434513331803037,0.25806451612903225,0.45161290322580644,False,False,False
Lara_exvivo,Smarcd1,19,0.09189140767576102,0.0003190517764047121,0.10354573860769305,0.10322668683128833,0.5806451612903226,0.8064516129032258,False,True,False
Lara_exvivo,Smarcd2,9,0.0898298690299954,0.0015806257682923308,0.09454977342039604,0.0929691476521037,0.5161290322580645,0.8387096774193549,False,True,False
Lara_exvivo,Smc2,8,0.0806268811155241,-0.017579279079017726,0.064652520768125,0.08223179984714273,0.12903225806451613,0.25806451612903225,False,False,False
Lara_exvivo,Spi1,15,0.10639435228984247,-0.018139977394698446,0.15626054408007886,0.1744005214747773,0.8064516129032258,0.1935483870967742,True,False,False
Lara_exvivo,Stag2,5,0.1220063179243708,-0.03803673106259701,0.10838216329827703,0.14641889436087405,0.967741935483871,0.03225806451612903,True,False,False
Santinha,Arvcf,11,0.05265216802212344,0.0004981988932723269,0.050574834801414115,0.05007663590814179,0.6521739130434783,0.7391304347826086,False,False,False
Santinha,Ccdc74a,5,0.051224488287744285,0.0010837256583681593,0.04770340350556332,0.04661967784719516,0.4782608695652174,0.9130434782608695,False,True,False
Santinha,Comt,14,0.05292218188440394,-0.0002593832136111136,0.04216733988924069,0.0424267231028518,0.6956521739130435,0.6521739130434783,False,False,False
Santinha,Crkl,10,0.04840407623653086,-0.001533647271639378,0.04558845149592458,0.04712209876756396,0.08695652173913043,0.43478260869565216,False,False,False
Santinha,Dgcr14,13,0.057835202626025754,-0.004083991463483524,0.0746102612868751,0.07869425275035861,1.0,0.043478260869565216,True,False,False
Santinha,Dgcr2,13,0.05359416946547156,0.0007317120782436386,0.0461067007572468,0.045374988679003164,0.7391304347826086,0.782608695652174,False,False,False
Santinha,Dgcr6,14,0.050543990788508096,-0.0015660636113552714,0.055902597691683716,0.05746866130303898,0.391304347826087,0.391304347826087,False,False,False
Santinha,Dgcr8,9,0.047205668143646864,-0.0007021231266046447,0.04828487078120571,0.048986993907810354,0.043478260869565216,0.6086956521739131,False,False,False
Santinha,Hic2,10,0.0567914176752121,-0.00404797725574841,0.04488569667775757,0.04893367393350598,0.9565217391304348,0.08695652173913043,True,False,False
Santinha,Lztr1,15,0.054088773092477845,-0.004018290084454693,0.04537025640487331,0.04938854648932801,0.8260869565217391,0.13043478260869565,True,False,False
Santinha,Med15,9,0.04998956686366923,-0.0014988793698644887,0.040009769860596,0.04150864923046049,0.30434782608695654,0.4782608695652174,False,False,False
Santinha,Mrpl40,11,0.048682617183344205,0.0013174272798959533,0.059430680328760116,0.058113253048864166,0.13043478260869565,0.9565217391304348,False,True,False
Santinha,Pi4ka,13,0.05107918913376301,-0.002709106393040508,0.04422014732972521,0.04692925372276572,0.43478260869565216,0.2608695652173913,False,False,False
Santinha,Ranbp1,8,0.051235717132257386,-0.0030079150744969753,0.05412959641844621,0.05713751149294319,0.5217391304347826,0.21739130434782608,False,False,False
Santinha,Rimbp3,18,0.05503146219962048,-0.002338924513173049,0.05044262049375523,0.052781545006928283,0.8695652173913043,0.30434782608695654,True,False,False
Santinha,Scarf2,11,0.04967070735442335,0.0008898569454191995,0.05139374935713421,0.050503892411715004,0.21739130434782608,0.8260869565217391,False,True,False
Santinha,Slc25a1,12,0.05243827505667888,-0.0016753166061522814,0.057653727492085305,0.05932904409823758,0.6086956521739131,0.34782608695652173,False,False,False
Santinha,Snap29,6,0.04983612497098938,-0.000721157253296968,0.04715898604858546,0.04788014330188243,0.2608695652173913,0.5652173913043478,False,False,False
Santinha,Tango2,14,0.05403141644883706,-0.0002421679069481723,0.0635177484407075,0.06375991634765567,0.782608695652174,0.6956521739130435,False,False,False
Santinha,Tmem191c,8,0.05212407810331825,0.000897506266011025,0.050271382877876025,0.049373876611865,0.5652173913043478,0.8695652173913043,False,True,False
Santinha,Trmt2a,7,0.04872444690179033,0.0020353743945878025,0.06934054876179925,0.06730517436721144,0.17391304347826086,1.0,False,True,False
Santinha,Txnrd2,17,0.05649195619924138,-0.003960423716585881,0.055392408863573606,0.05935283258015949,0.9130434782608695,0.17391304347826086,True,False,False
Santinha,Zdhhc8,7,0.050502079483016486,-0.0008684304259469418,0.04591229699993167,0.04678072742587861,0.34782608695652173,0.5217391304347826,False,False,False
