condition,cell_type,treatment,family_disagreement,model_source_gap,source_delta_dispersion,negative_log_source_cells,support_context_deficit,predicted_magnitude,architecture_balanced_lower_bound,latent_family_disagreement,n_source_contexts,n_source_cells,safeconf,magnitude_percentile_rank,safeconf_percentile_rank,safeconf_m_4to1,task_id,latent_centroid_error,linear_error,no_change_error,registered_family_rms_error,registered_family_centroid_error,family_identity_residual,family_identity_tolerance,family_lower_tightness
SMAD7,k562,TGFB,0.0090064934652791,0.1693775946246824,0.040021671812755,-3.49650756146648,27.0,0.1668885165885734,0.2015302658069178,0.0090064934652791,2,32,0.2099220469671703,0.5263157894736842,0.4736842105263157,0.5157894736842106,SMAD7|k562|TGFB,0.16601117881962693,0.43525726945889676,0.020801784447540703,0.3294614689416935,0.2606346321623321,-1.3826925715498817e-12,1.0854485951860116e-11,0.6116960094128147
SMAD7,mcf7,TGFB,0.0090065320369922,0.1729875335928212,0.040021671812755,-3.49650756146648,27.0,0.1702485352373134,0.2040567373411918,0.0090065320369922,2,32,0.4829051169885348,0.7894736842105263,0.8947368421052632,0.8105263157894737,SMAD7|mcf7|TGFB,0.16928289054671086,0.4318544594556157,0.02346287102471231,0.3280518928484372,0.25686356760837276,-1.739070693007605e-11,1.0761804441883324e-11,0.6220257885707973
SMURF1,hap1,TGFB,0.0090065799355723,0.1694920552074886,0.039072382409983,-3.49650756146648,27.0,0.165076183277633,0.2036899922838,0.0090065799355723,2,32,0.2513659083437814,0.8947368421052632,0.631578947368421,0.8421052631578947,SMURF1|hap1|TGFB,0.16411226530070383,0.42965165329048827,0.021513975352593077,0.3252802616817645,0.25360921856786367,-5.941978853396535e-11,1.0580724869917697e-11,0.6261984395569585
SMURF1,ht29,TGFB,0.009006692256978,0.138369159046975,0.039072382409983,-3.49650756146648,27.0,0.1325896122979262,0.1982532071988822,0.009006692256978,2,32,0.3557568511522523,0.7894736842105263,0.7894736842105263,0.7894736842105263,SMURF1|ht29|TGFB,0.13281152300992607,0.4320135727924187,0.017316375159911617,0.31965273988071685,0.2507459669838559,-1.006263822267428e-11,1.0217787412331187e-11,0.6202143215567724
SMURF1,k562,TGFB,0.0090063872751782,0.1715521274318549,0.039072382409983,-3.49650756146648,27.0,0.1668887712330423,0.2017136893090755,0.0090063872751782,2,32,0.1758045509001213,0.7894736842105263,0.4210526315789473,0.7157894736842105,SMURF1|k562|TGFB,0.16690763930825872,0.43431877829710797,0.020818212628846876,0.3290684398819634,0.25999543396063746,-8.709109822202521e-12,1.0828603813505846e-11,0.6129840022988231
SMURF1,mcf7,TGFB,0.0090063507997664,0.1750486397855221,0.039072382409983,-3.49650756146648,27.0,0.1702484455908475,0.2042177849321523,0.0090063507997664,2,32,0.3972805509721217,0.7368421052631579,0.7368421052631579,0.7368421052631579,SMURF1|mcf7|TGFB,0.1732541811907708,0.4323038460505761,0.02146992936213752,0.3293818004724404,0.25843271235553744,-1.5568234201790432e-11,1.0849237049803479e-11,0.6200032443785229
SMURF2,hap1,TGFB,0.0090065995220951,0.1693161372337822,0.041884681306396,-3.49650756146648,27.0,0.1650758388743707,0.2043271363909136,0.0090065995220951,2,32,0.3855463924630346,0.5263157894736842,0.7894736842105263,0.5789473684210527,SMURF2|hap1|TGFB,0.1667158526220133,0.43079393330397214,0.021151179389835316,0.32669458774361676,0.2549113082820817,-9.482178930930729e-11,1.067293537557935e-11,0.6254377760040071
SMURF2,ht29,TGFB,0.0090065445577861,0.1386178671815912,0.041884681306396,-3.49650756146648,27.0,0.1325893770097878,0.1989088608348437,0.0090065445577861,2,32,0.172940777550729,0.4736842105263157,0.5789473684210527,0.4947368421052631,SMURF2|ht29|TGFB,0.13209637978269922,0.43379901260671266,0.017947409502373363,0.32071182916687474,0.2515777065906525,-4.4650255714984155e-12,1.0285607737202768e-11,0.6202105527306456
SMURF2,k562,TGFB,0.0090064034223258,0.1726837193504821,0.041884681306396,-3.49650756146648,27.0,0.1668883245210363,0.2022438229324583,0.0090064034223258,2,32,0.3910431650288344,0.2105263157894736,0.8421052631578947,0.3368421052631579,SMURF2|k562|TGFB,0.16931290042088049,0.43537356980067593,0.021131943850274604,0.3303771472367003,0.2612403023051964,-4.658563118598025e-11,1.0914905946284598e-11,0.6121604494258793
SMURF2,mcf7,TGFB,0.0090063527944573,0.1745717010057627,0.041884681306396,-3.49650756146648,27.0,0.1702485908444383,0.2046321891695736,0.0090063527944573,2,32,0.4369985596938269,0.8421052631578947,0.8421052631578947,0.8421052631578947,SMURF2|mcf7|TGFB,0.170520787479552,0.43371044583299145,0.024034017095031182,0.32959308562070666,0.2583742819172667,-3.1161691282921566e-10,1.0863160240059538e-11,0.620863113023745
SP1,hap1,INS,0.009006498317631,0.1638630550089155,0.0507912900554229,-4.174387269895637,25.0,0.1606198506550976,0.1996903177234194,0.009006498317631,4,64,0.3574764416933492,0.5,0.875,0.575,SP1|hap1|INS,0.1606158965441567,0.42597126994614887,0.020006392241077378,0.3219705778904057,0.2525645064232445,1.2978445401712335e-10,1.0366505302708179e-11,0.6202129369454102
SP1,hap1,TGFB,0.0090067169009747,0.1682080942197059,0.0507912900554229,-4.174387269895637,25.0,0.1650758916934646,0.2009485761325363,0.0090067169009747,4,64,0.6748413355038345,0.5789473684210527,1.0,0.6631578947368421,SP1|hap1|TGFB,0.16536284620740813,0.4244248939280953,0.021032870707462334,0.32215096029736134,0.25179537494851006,1.25357550728733e-10,1.0378124122051209e-11,0.6237714639964159
SP1,ht29,INS,0.0090061816543625,0.1330121081516136,0.0507912900554229,-4.174387269895637,25.0,0.1291023844113492,0.1944156019616925,0.0090061816543625,4,64,0.0861964596757629,0.375,0.4375,0.3875,SP1|ht29|INS,0.129931073083257,0.42628490433963634,0.016394505391171443,0.31518408488406496,0.2480797875326961,9.581054005725065e-11,9.934100736420548e-12,0.616831912795359
SP1,ht29,TGFB,0.0090067839235943,0.1369887619821407,0.0507912900554229,-4.174387269895637,25.0,0.1325892842673114,0.1955855787475161,0.0090067839235943,4,64,0.5758000636940613,0.2631578947368421,1.0,0.4105263157894737,SP1|ht29|TGFB,0.13121132626985546,0.426887271938668,0.020162652343477146,0.31585619927538156,0.24801495892528774,1.5597655111942998e-10,9.976513862068954e-12,0.6192234921974521
SP1,k562,INS,0.0090061402639521,0.1667937943007841,0.0507912900554229,-4.174387269895637,25.0,0.1650566703915749,0.1989060853526661,0.0090061402639521,4,64,-0.0485148688043089,0.6875,0.375,0.625,SP1|k562|INS,0.16893840206434027,0.4267774510830914,0.0242810292186717,0.324623079129848,0.2565472910660141,1.6011128534110242e-10,1.0538014350374357e-11,0.6127293410124561
SP1,k562,TGFB,0.009006542693523,0.1685350892068514,0.0507912900554229,-4.174387269895637,25.0,0.1668888206550058,0.1990864387378955,0.009006542693523,4,64,0.3265855975052789,0.8421052631578947,0.7368421052631579,0.8210526315789474,SP1|k562|TGFB,0.1672477772889799,0.4304539885390011,0.024106689110519507,0.3266064704415154,0.2589138400580727,-1.2869062759879313e-10,1.0667178666295512e-11,0.6095606081188936
SP1,mcf7,INS,0.0090061506998818,0.1862127817388202,0.0507912900554229,-4.174387269895637,25.0,0.1829267858966844,0.2030331815300925,0.0090061506998818,4,64,0.1603679732542091,0.75,0.75,0.75,SP1|mcf7|INS,0.18653957673176697,0.4267854249580734,0.028951483519766924,0.329411538500353,0.25940217600291443,-2.010895616688657e-11,1.085119617172785e-11,0.6163511528903987
SP1,mcf7,TGFB,0.0090064044805893,0.1726062108073613,0.0507912900554229,-4.174387269895637,25.0,0.1702487366025967,0.2012683182413908,0.0090064044805893,4,64,0.3333194581347438,0.8947368421052632,0.631578947368421,0.8421052631578947,SP1|mcf7|TGFB,0.1755650810562266,0.4272579697093111,0.02227717543154095,0.32669066843733846,0.2573283060165598,-1.6103501171427226e-10,1.0672679300507001e-11,0.6160822382963028
SP110,hap1,IFNG,0.0090061211357949,0.1642259576487307,0.0517327204936747,-4.859812404361672,21.0,0.1651264460745461,0.2001941054771557,0.0090061211357949,8,128,-0.148885080624764,0.8571428571428571,0.2857142857142857,0.7428571428571429,SP110|hap1|IFNG,0.1652699994685733,0.42314324638506745,0.022364664257660868,0.32128296710497173,0.25128681834942984,7.796444045915507e-12,1.0322274495177434e-11,0.6231083685545862
SP110,ht29,IFNG,0.0090059191480354,0.1371855812198742,0.0517327204936747,-4.859812404361672,21.0,0.1360631418852269,0.1948039882791042,0.0090059191480354,8,128,-0.1762216804613139,0.5714285714285714,0.2857142857142857,0.5142857142857142,SP110|ht29|IFNG,0.13565251832946054,0.42643065400029345,0.018997781295379993,0.31648524055628846,0.24942797280637038,2.223093931164044e-11,1.0016290748997178e-11,0.6155231376246673
SP110,k562,IFNG,0.0090061960852724,0.1772072080079099,0.0517327204936747,-4.859812404361672,21.0,0.1778295140543658,0.1998297233407499,0.0090061960852724,8,128,-0.1368123562228152,0.8095238095238095,0.3333333333333333,0.7142857142857143,SP110|k562|IFNG,0.17559806204692552,0.4276931806827351,0.02411669359935367,0.32698413399206155,0.2588179004078339,-1.942163790902285e-11,1.0691862390196011e-11,0.6111297233326966
SP110,mcf7,IFNG,0.0090060806489396,0.1750392375624279,0.0517327204936747,-4.859812404361672,21.0,0.1748039278732032,0.2012970077473281,0.0090060806489396,8,128,-0.1362073321498126,1.0,0.3809523809523809,0.8761904761904762,SP110|mcf7|IFNG,0.1719522506894207,0.4241857621251201,0.020714028976067365,0.32371457087647565,0.25351654421777664,-1.2241101188248393e-10,1.0479112352015179e-11,0.621834868916481
SRC,hap1,IFNG,0.009005781805994,0.1715538258515126,0.0433280377437847,-3.49650756146648,27.0,0.1651258279474715,0.2031532035213192,0.009005781805994,2,32,0.0485509966754624,0.238095238095238,0.5714285714285714,0.3047619047619048,SRC|hap1|IFNG,0.1679451188185668,0.4284361628798726,0.025504339706517776,0.32545676571869603,0.2542653775303253,4.0460808314879415e-11,1.059221063520742e-11,0.6242094954538809
SRC,ht29,IFNG,0.0090058245700329,0.1433481690577049,0.0433280377437847,-3.49650756146648,27.0,0.1360629727905824,0.1979401929875359,0.0090058245700329,2,32,0.2454352760001096,0.3809523809523809,0.6666666666666666,0.4380952380952381,SRC|ht29|IFNG,0.13322111695068328,0.4320984255219714,0.01770935426580439,0.3197952627982007,0.251174620643859,5.264078756228585e-11,1.0226901010817024e-11,0.6189591154526936
SRC,k562,IFNG,0.0090059509153649,0.1851689744151368,0.0433280377437847,-3.49650756146648,27.0,0.1778294492138847,0.2028657311673443,0.0090059509153649,2,32,0.3321736591045187,0.5714285714285714,0.8095238095238095,0.6190476190476191,SRC|k562|IFNG,0.17750702728252749,0.4326941033166085,0.019219049742528627,0.330767319222693,0.2612518224692062,-1.5977597023209e-10,1.0940701962554284e-11,0.613318545629239
SRC,mcf7,IFNG,0.0090058607895498,0.1814297116454875,0.0433280377437847,-3.49650756146648,27.0,0.1748032172081369,0.2042883326701182,0.0090058607895498,2,32,0.2529467449690616,0.5238095238095238,0.7142857142857143,0.5619047619047619,SRC|mcf7|IFNG,0.17182037009229778,0.4303427803797457,0.0191778179915312,0.3277180600243027,0.2562526177047476,-7.957997455454446e-11,1.0739912694567244e-11,0.6233661112694515
SREBF1,hap1,INS,0.0090060527491122,0.1719524097322506,0.0384151535733976,-3.49650756146648,27.0,0.160620199978166,0.2019372745007193,0.0090060527491122,2,32,0.1277586383993924,1.0,0.5625,0.9125,SREBF1|hap1|INS,0.15998636430802796,0.4296610153778103,0.019282662230800433,0.32425710006575936,0.25370061895209006,5.36034203135749e-11,1.0514266694305589e-11,0.6227690140316632
SREBF1,ht29,INS,0.00900581395863,0.1359140516372723,0.0384151535733976,-3.49650756146648,27.0,0.1291026915848965,0.1965910959265212,0.00900581395863,2,32,-0.2945191018899892,0.75,0.1875,0.6375,SREBF1|ht29|INS,0.13067722305331925,0.43116190334707566,0.015561363574089725,0.31863633519096457,0.2507609520554555,3.05796013511106e-11,1.0152911410392874e-11,0.6169763903689784
SREBF1,k562,INS,0.0090059232735545,0.1773600122747281,0.0384151535733976,-3.49650756146648,27.0,0.1650560605928323,0.2010390186347251,0.0090059232735545,2,32,0.0549726070379424,0.0625,0.625,0.175,SREBF1|k562|INS,0.169097200239831,0.43167999335552026,0.02489438295606408,0.3278891477667267,0.2590262651746589,1.592442497311275e-10,1.0751129322319032e-11,0.6131310536015431
SREBF1,mcf7,INS,0.0090058816046752,0.1904414466793061,0.0384151535733976,-3.49650756146648,27.0,0.1829251051898259,0.2054303881414385,0.0090058816046752,2,32,-0.0015135752569064,0.0625,0.5,0.15,SREBF1|mcf7|INS,0.18483112494147672,0.4313677207054181,0.022670152850065996,0.33190492698753116,0.26068992355342513,-5.563431659805218e-11,1.1016088061423272e-11,0.6189434727769377
STAT1,hap1,IFNG,0.0090060680362974,0.1663556178072484,0.0579854747906833,-4.859812404361672,21.0,0.1651260200199914,0.2006866897659322,0.0090060680362974,8,128,0.1322323919810056,0.4761904761904761,0.6190476190476191,0.5047619047619047,STAT1|hap1|IFNG,0.16446974308768503,0.42804109639745397,0.06785946794915537,0.3243074049863324,0.25475506982980844,-1.2422908535203447e-10,1.0517529305319812e-11,0.6188162424918727
STAT1,ht29,IFNG,0.009005982257556,0.1333083202305436,0.0579854747906833,-4.859812404361672,21.0,0.1360631765154955,0.1953792605662305,0.009005982257556,8,128,0.0033779255340781,0.6190476190476191,0.4285714285714285,0.580952380952381,STAT1|ht29|IFNG,0.12515878693527288,0.4295417594826028,0.056298914782782976,0.3164268895044657,0.2489034371304997,-7.331227985796218e-11,1.001259764747836e-11,0.6174546697728518
STAT1,k562,IFNG,0.0090059809506676,0.182594935373676,0.0579854747906833,-4.859812404361672,21.0,0.1778287578219146,0.2003845293212386,0.0090059809506676,8,128,0.1116600302574291,0.0476190476190476,0.5714285714285714,0.1523809523809524,STAT1|k562|IFNG,0.1786041682616607,0.428839938076942,0.0277187433949873,0.32854546801254075,0.26036160431270866,-4.000240416690559e-11,1.0794212459158184e-11,0.6099141483625332
STAT1,mcf7,IFNG,0.0090059275030186,0.1796561472932999,0.0579854747906833,-4.859812404361672,21.0,0.1748037381254105,0.2019690060516698,0.0090059275030186,8,128,0.1594760572584084,0.9523809523809524,0.5714285714285714,0.8761904761904762,STAT1|mcf7|IFNG,0.1731820108884621,0.42635030351973985,0.022496377661535085,0.32545944212523265,0.25521044074645355,-3.0308811016510617e-12,1.0592384847149853e-11,0.6205658214517396
STAT3,hap1,IFNG,0.0090060234396131,0.1647554894601371,0.0534626832218992,-4.859812404361672,21.0,0.1651262342520238,0.2004595797074407,0.0090060234396131,8,128,-0.2226611740514348,0.6666666666666666,0.238095238095238,0.580952380952381,STAT3|hap1|IFNG,0.16583032021734545,0.4235287052746023,0.020011690505504238,0.3216810281576791,0.25158426188528055,-4.8263650020974325e-11,1.0347868392484519e-11,0.6231625808195969
STAT3,ht29,IFNG,0.0090058647042678,0.1370387225716821,0.0534626832218992,-4.859812404361672,21.0,0.1360628846598167,0.1951940043458462,0.0090058647042678,8,128,-0.2383732301829304,0.2857142857142857,0.238095238095238,0.2761904761904762,STAT3|ht29|IFNG,0.1333367555002474,0.4275582920477926,0.015554787523749489,0.3167537600923072,0.24946391572376259,-4.818384580218549e-11,1.0033294458079876e-11,0.6162326353725478
STAT3,k562,IFNG,0.0090059117694621,0.1776197514246877,0.0534626832218992,-4.859812404361672,21.0,0.1778288460616128,0.2001516215912901,0.0090059117694621,8,128,-0.5504629331960835,0.0952380952380952,0.0952380952380952,0.0952380952380952,STAT3|k562|IFNG,0.1762180470101243,0.4273378126482639,0.021950301117427014,0.3269185775218842,0.2584861402188799,1.8054752137786068e-11,1.068757563289322e-11,0.6122369157130322
STAT3,mcf7,IFNG,0.0090057975500241,0.1760875084910068,0.0534626832218992,-4.859812404361672,21.0,0.1748032366721216,0.2016165443056932,0.0090057975500241,8,128,-0.4875937332971768,0.5714285714285714,0.1904761904761904,0.4952380952380952,STAT3|mcf7|IFNG,0.17204953624234953,0.42537746283141814,0.018422655649925047,0.3245212883584173,0.2542928147859821,8.259691541834258e-12,1.0531406659780704e-11,0.6212737085001893
TSC1,hap1,INS,0.0090061511750446,0.1723953007123033,0.0453748592738153,-3.49650756146648,27.0,0.1606198889080015,0.202456102824984,0.0090061511750446,2,32,0.5514136481677127,0.625,0.9375,0.6875,TSC1|hap1|INS,0.15454047072782576,0.4301970749157909,0.027632851907342448,0.32329041983785134,0.25204805488321813,1.7439910626748656e-11,1.0451669555893419e-11,0.626236010725364
TSC1,ht29,INS,0.0090059692652565,0.1396303824426453,0.0453748592738153,-3.49650756146648,27.0,0.1291028970223792,0.1970812189674414,0.0090059692652565,2,32,0.3986992766671148,0.9375,0.875,0.925,TSC1|ht29|INS,0.12780287035854732,0.43132176515671034,0.02944836857576225,0.3181612376234657,0.24977102757725822,3.940332782281786e-11,1.0122657312609542e-11,0.6194381831035028
TSC1,k562,INS,0.0090062095903898,0.1786386687524647,0.0453748592738153,-3.49650756146648,27.0,0.1650564591588088,0.2013790077006117,0.0090062095903898,2,32,0.8371524384282794,0.4375,1.0,0.55,TSC1|k562|INS,0.17550941254613459,0.42993049771904357,0.05076451013722608,0.3284241910794787,0.2594396740540551,7.045253963555709e-11,1.0786244928620992e-11,0.6131674010940259
TSC1,mcf7,INS,0.0090060972779573,0.1935917456690085,0.0453748592738153,-3.49650756146648,27.0,0.1829254257823516,0.2058035047166012,0.0090060972779573,2,32,0.8725258298183594,0.125,1.0,0.3,TSC1|mcf7|INS,0.18682732934654697,0.4320378048226997,0.03499337061020931,0.33289805164266156,0.2616601426363327,-1.0621913071329203e-11,1.1082111279810209e-11,0.6182178108315101
TSC22D1,hap1,IFNG,0.0090056853003238,0.1690207099298284,0.0431365669454833,-3.49650756146648,27.0,0.1651263093050761,0.2032353523734413,0.0090056853003238,2,32,-0.2966404426167479,0.7619047619047619,0.1904761904761904,0.6476190476190476,TSC22D1|hap1|IFNG,0.16585789245459115,0.42928840945560703,0.01959291338783461,0.32548308815523125,0.2542334207241999,7.581116290289458e-12,1.0593924067506603e-11,0.6244114049836998
TSC22D1,ht29,IFNG,0.0090058032982975,0.1394529915846154,0.0431365669454833,-3.49650756146648,27.0,0.1360629837597158,0.1979032647308647,0.0090058032982975,2,32,-0.0047615681789088,0.4285714285714285,0.3809523809523809,0.419047619047619,TSC22D1|ht29|IFNG,0.13243069825754897,0.4327978048084871,0.01650178159220873,0.32010383798157976,0.2515964325970063,3.862792030684403e-12,1.0246646709053747e-11,0.618247085004501
TSC22D1,k562,IFNG,0.0090057406868349,0.1812535495035567,0.0431365669454833,-3.49650756146648,27.0,0.177829288011116,0.2026461164659343,0.0090057406868349,2,32,-0.3410309045296675,0.4285714285714285,0.238095238095238,0.3904761904761905,TSC22D1|k562|IFNG,0.17647203156169625,0.433233272061334,0.01883901818945131,0.3308432780863174,0.26151830918804114,9.560344876868854e-11,1.0945727465490037e-11,0.6125139299734049
TSC22D1,mcf7,IFNG,0.0090057027998153,0.177236919743407,0.0431365669454833,-3.49650756146648,27.0,0.1748036250496359,0.2040282655618706,0.0090057027998153,2,32,-0.3233804276812094,0.9047619047619048,0.2857142857142857,0.780952380952381,TSC22D1|mcf7|IFNG,0.16979357509960294,0.4303127147342757,0.023538095745851095,0.32716967561955157,0.2557586039861562,-1.6130090318977608e-11,1.0703999666113268e-11,0.6236160645863903
TTF2,hap1,INS,0.0090060253490394,0.1675318433718656,0.0387937917526503,-3.49650756146648,27.0,0.1606201601074976,0.2035395280686991,0.0090060253490394,2,32,-0.1314858985999717,0.9375,0.375,0.825,TTF2|hap1|INS,0.16573911226698598,0.43286290271265254,0.04111490404741495,0.3278115726850255,0.25696709455012495,1.8268102308649503e-11,1.0746042718622975e-11,0.6209040345999868
TTF2,ht29,INS,0.0090059923968434,0.1337577661458218,0.0387937917526503,-3.49650756146648,27.0,0.1291026259934413,0.1980827436316493,0.0090059923968434,2,32,-0.1806546763621264,0.6875,0.25,0.6,TTF2|ht29|INS,0.13005265061158933,0.43342655441275274,0.018271498211665134,0.3200416987677254,0.25137604418101644,3.739345638686942e-11,1.024266889501315e-11,0.6189279221874476
TTF2,k562,INS,0.0090059682671867,0.1706276976068655,0.0387937917526503,-3.49650756146648,27.0,0.1650566779792149,0.2025907527704188,0.0090059682671867,2,32,-0.1953844143252979,0.75,0.25,0.65,TTF2|k562|INS,0.16433983165909408,0.4372095627670967,0.024469365555763737,0.330333838343247,0.26091652268712956,-1.6464592883513873e-10,1.0912044491922835e-11,0.6132909476864085
TTF2,mcf7,INS,0.0090058793740597,0.1862611861655456,0.0387937917526503,-3.49650756146648,27.0,0.1829261855294069,0.2069491332032742,0.0090058793740597,2,32,-0.3356867382069387,0.3125,0.25,0.3,TTF2|mcf7|INS,0.187132639078906,0.4350110472301273,0.029950911346271075,0.33491367670206323,0.26332342717399587,-1.9015113789100369e-10,1.1216717103224527e-11,0.6179178325624926
ZC3H3,hap1,IFNG,0.0090058889523727,0.1685018208788812,0.0406742738336488,-3.49650756146648,27.0,0.1651262004284685,0.2031634794260972,0.0090058889523727,2,32,-0.0613188320948362,0.6190476190476191,0.3809523809523809,0.5714285714285714,ZC3H3|hap1|IFNG,0.1633892492932485,0.42925703238647933,0.02967803576869056,0.3248374614123814,0.2534639556842505,1.3321442560165764e-10,1.0551937633684038e-11,0.6254311880863428
ZC3H3,ht29,IFNG,0.009005852060122,0.1440383670055066,0.0406742738336488,-3.49650756146648,27.0,0.1360632954773769,0.197824863191403,0.009005852060122,2,32,0.2407168327361361,0.8571428571428571,0.6190476190476191,0.8095238095238095,ZC3H3|ht29|IFNG,0.1339731922472923,0.43194486159240586,0.017851612880281215,0.3198486244056252,0.2513333760016739,1.450746259235025e-10,1.0230314253417072e-11,0.6184952758793976
ZC3H3,k562,IFNG,0.0090060641914543,0.1813311875442203,0.0406742738336488,-3.49650756146648,27.0,0.1778291238113047,0.2027541390416994,0.0090060641914543,2,32,0.1514439992806807,0.238095238095238,0.6190476190476191,0.3142857142857143,ZC3H3|k562|IFNG,0.17103615898399468,0.43297501046882475,0.030150564204221478,0.329242947200618,0.25940639437517515,-5.992075585714574e-11,1.0840091834126967e-11,0.6158192324713793
ZC3H3,mcf7,IFNG,0.0090057879583684,0.178046878135141,0.0406742738336488,-3.49650756146648,27.0,0.1748032111861812,0.2041330828370593,0.0090057879583684,2,32,-0.211609123454272,0.4761904761904761,0.3333333333333333,0.4476190476190476,ZC3H3|mcf7|IFNG,0.16974957631889173,0.43054245330032714,0.020107459105734173,0.32730935441189174,0.2558536648611697,1.5407589787352904e-10,1.0713141348552936e-11,0.6236701765027305
ZNF593,hap1,INS,0.0090063561880276,0.1726615813955817,0.0452461867102311,-3.49650756146648,27.0,0.1606200112408824,0.2022407587632516,0.0090063561880276,2,32,0.8283877392711538,0.6875,1.0,0.75,ZNF593|hap1|INS,0.15936410388498562,0.4292839147352257,0.022389559086493,0.3238539111306598,0.25294274281452783,1.0695316160491686e-10,1.0488135575462531e-11,0.624481446147047
ZNF593,ht29,INS,0.0090062563718593,0.1342117916885347,0.0452461867102311,-3.49650756146648,27.0,0.1291023364373667,0.1968207073456435,0.0090062563718593,2,32,0.4361665918007186,0.3125,0.9375,0.4375,ZNF593|ht29|INS,0.13018991491404583,0.431373290423287,0.015335458094292506,0.31867965285673294,0.25063585215551976,-8.087519542954169e-11,1.0155672122576302e-11,0.6176130342219468
ZNF593,k562,INS,0.0090061901593393,0.1760864433265598,0.0452461867102311,-3.49650756146648,27.0,0.1650568293811939,0.2011486451254195,0.0090061901593393,2,32,0.6746415232124409,0.875,0.9375,0.8875,ZNF593|k562|INS,0.16628846596997504,0.4322629823365913,0.01899974537360851,0.3275547673858205,0.2585175976033926,-6.924258388885107e-11,1.0729212570642157e-11,0.6140916425389418
ZNF593,mcf7,INS,0.009006376212021,0.1881286873194093,0.0452461867102311,-3.49650756146648,27.0,0.182927080331354,0.2056957480813658,0.009006376212021,2,32,0.8590311967159787,1.0,0.9375,0.9875,ZNF593|mcf7|INS,0.1872333011979636,0.43182281872735967,0.021082433565262577,0.33287262628789555,0.26171252297576514,-1.2929211173906552e-10,1.1080418546109309e-11,0.6179413139951714
