dataset_name,record_id,n_rows,artifact_classes,source_csvs,rmse_min,rmse_max,rmse_range
frangieh,GEARS::frangieh::seed3::single::PYGB+ctrl,2,formal_frangieh;run03_frangieh_probe,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/run03_gears_third_predictor_eval_20260607/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0309712216258049,0.0332454815506935,0.002274259924888597
frangieh,GEARS::frangieh::seed3::single::SHMT2+ctrl,2,formal_frangieh;run03_frangieh_probe,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/run03_gears_third_predictor_eval_20260607/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0330880582332611,0.0353535749018192,0.0022655166685581
frangieh,GEARS::frangieh::seed3::single::TRIM22+ctrl,2,formal_frangieh;run03_frangieh_probe,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/run03_gears_third_predictor_eval_20260607/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0301464088261127,0.0323925167322158,0.0022461079061030995
frangieh,GEARS::frangieh::seed3::single::CD151+ctrl,2,formal_frangieh;run03_frangieh_probe,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/run03_gears_third_predictor_eval_20260607/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0292085856199264,0.0313300564885139,0.0021214708685874974
adamson,GEARS::adamson::seed2::single::UFM1+ctrl,2,formal_adamson_dixit_norman;smoke,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_uncertainty_smoke/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0210504457354545,0.0230501722544431,0.001999726518988599
frangieh,GEARS::frangieh::seed3::single::NGFR+ctrl,2,formal_frangieh;run03_frangieh_probe,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/run03_gears_third_predictor_eval_20260607/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0318957306444644,0.033881414681673,0.0019856840372085988
adamson,GEARS::adamson::seed1::single::DAD1+ctrl,2,formal_adamson_dixit_norman;smoke,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_smoke/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.028176512569189,0.0301224403083324,0.0019459277391434028
frangieh,GEARS::frangieh::seed2::single::ROMO1+ctrl,2,formal_frangieh;run03_frangieh_probe,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/run03_gears_third_predictor_eval_20260607/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0629550814628601,0.0648803189396858,0.0019252374768257002
frangieh,GEARS::frangieh::seed3::single::SLIRP+ctrl,2,formal_frangieh;run03_frangieh_probe,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/run03_gears_third_predictor_eval_20260607/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0358063988387584,0.0376833118498325,0.0018769130110741009
frangieh,GEARS::frangieh::seed3::single::RPSA+ctrl,2,formal_frangieh;run03_frangieh_probe,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/run03_gears_third_predictor_eval_20260607/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0379513502120971,0.0397548377513885,0.0018034875392914027
frangieh,GEARS::frangieh::seed3::single::PET100+ctrl,2,formal_frangieh;run03_frangieh_probe,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/run03_gears_third_predictor_eval_20260607/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0418090149760246,0.0434290692210197,0.0016200542449951033
frangieh,GEARS::frangieh::seed2::single::NACA+ctrl,2,formal_frangieh;run03_frangieh_probe,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/run03_gears_third_predictor_eval_20260607/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0867148116230964,0.0882778838276863,0.0015630722045898993
adamson,GEARS::adamson::seed1::single::UFM1+ctrl,2,formal_adamson_dixit_norman;smoke,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_smoke/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0215985290706157,0.0229922570288181,0.0013937279582024002
adamson,GEARS::adamson::seed2::single::EIF2AK3+ctrl,2,formal_adamson_dixit_norman;smoke,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_uncertainty_smoke/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0471799783408641,0.0484230704605579,0.0012430921196938047
frangieh,GEARS::frangieh::seed3::single::ROMO1+ctrl,2,formal_frangieh;run03_frangieh_probe,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/run03_gears_third_predictor_eval_20260607/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0633189007639885,0.0644710585474968,0.0011521577835083008
frangieh,GEARS::frangieh::seed3::single::RUVBL2+ctrl,2,formal_frangieh;run03_frangieh_probe,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_frangieh_formal_eval_20260606/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/run03_gears_third_predictor_eval_20260607/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0859968289732933,0.0869547724723815,0.0009579434990881902
adamson,GEARS::adamson::seed1::single::DERL2+ctrl,2,formal_adamson_dixit_norman;smoke,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_smoke/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0269031412899494,0.027784252539277,0.0008811112493276006
adamson,GEARS::adamson::seed1::single::NEDD8+ctrl,2,formal_adamson_dixit_norman;smoke,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_smoke/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.07185909897089,0.0725772529840469,0.0007181540131568909
adamson,GEARS::adamson::seed2::single::PSMD12+ctrl,2,formal_adamson_dixit_norman;smoke,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv;/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_uncertainty_smoke/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0548688806593418,0.0551294907927513,0.0002606101334095001
adamson,GEARS::adamson::seed3::single::AMIGO3+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0250233840197324,0.0250233840197324,0.0
adamson,GEARS::adamson::seed3::single::ATF4+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0347613915801048,0.0347613915801048,0.0
adamson,GEARS::adamson::seed3::single::EIF2S1+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.1124528124928474,0.1124528124928474,0.0
adamson,GEARS::adamson::seed3::single::FARSB+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0610308013856411,0.0610308013856411,0.0
adamson,GEARS::adamson::seed3::single::GMPPB+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0278720837086439,0.0278720837086439,0.0
adamson,GEARS::adamson::seed3::single::SPCS2+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0421967320144176,0.0421967320144176,0.0
adamson,GEARS::adamson::seed3::single::UFM1+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0248090885579586,0.0248090885579586,0.0
dixit,GEARS::dixit::seed1::single::ETS1+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.5468853712081909,0.5468853712081909,0.0
dixit,GEARS::dixit::seed2::single::NR2C2+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.3556548357009887,0.3556548357009887,0.0
dixit,GEARS::dixit::seed3::single::NR2C2+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.3719817996025085,0.3719817996025085,0.0
norman,GEARS::norman::seed1::single::ARID1A+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0817164257168769,0.0817164257168769,0.0
norman,GEARS::norman::seed1::single::BCL2L11+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0663120076060295,0.0663120076060295,0.0
norman,GEARS::norman::seed1::single::CBL+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0714248418807983,0.0714248418807983,0.0
norman,GEARS::norman::seed1::single::CDKN1C+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0693537518382072,0.0693537518382072,0.0
norman,GEARS::norman::seed1::single::CELF2+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0490056611597538,0.0490056611597538,0.0
norman,GEARS::norman::seed1::single::HES7+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0881343483924865,0.0881343483924865,0.0
norman,GEARS::norman::seed1::single::NCL+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0630299299955368,0.0630299299955368,0.0
norman,GEARS::norman::seed1::single::PTPN12+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0633028596639633,0.0633028596639633,0.0
norman,GEARS::norman::seed1::single::RHOXF2+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0891274809837341,0.0891274809837341,0.0
norman,GEARS::norman::seed1::single::SAMD1+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0654905214905738,0.0654905214905738,0.0
norman,GEARS::norman::seed2::single::BPGM+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0447168760001659,0.0447168760001659,0.0
norman,GEARS::norman::seed2::single::CEBPE+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0673763528466224,0.0673763528466224,0.0
norman,GEARS::norman::seed2::single::COL1A1+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0702310130000114,0.0702310130000114,0.0
norman,GEARS::norman::seed2::single::FOXL2+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0411100909113884,0.0411100909113884,0.0
norman,GEARS::norman::seed2::single::HOXA13+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0774887949228286,0.0774887949228286,0.0
norman,GEARS::norman::seed2::single::IER5L+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0463579557836055,0.0463579557836055,0.0
norman,GEARS::norman::seed2::single::KIF18B+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0300963781774044,0.0300963781774044,0.0
norman,GEARS::norman::seed2::single::PTPN12+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0348319597542285,0.0348319597542285,0.0
norman,GEARS::norman::seed2::single::RHOXF2+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0614761114120483,0.0614761114120483,0.0
norman,GEARS::norman::seed2::single::SLC38A2+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0387614965438842,0.0387614965438842,0.0
norman,GEARS::norman::seed3::single::AHR+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0415237620472908,0.0415237620472908,0.0
norman,GEARS::norman::seed3::single::ATL1+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.051996923983097,0.051996923983097,0.0
norman,GEARS::norman::seed3::single::CDKN1A+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0437543280422687,0.0437543280422687,0.0
norman,GEARS::norman::seed3::single::CLDN6+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0523627363145351,0.0523627363145351,0.0
norman,GEARS::norman::seed3::single::CNNM4+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0414338745176792,0.0414338745176792,0.0
norman,GEARS::norman::seed3::single::CSRNP1+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0668360739946365,0.0668360739946365,0.0
norman,GEARS::norman::seed3::single::HOXB9+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0427171699702739,0.0427171699702739,0.0
norman,GEARS::norman::seed3::single::MAP2K3+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0402420759201049,0.0402420759201049,0.0
norman,GEARS::norman::seed3::single::PTPN12+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.0406532660126686,0.0406532660126686,0.0
norman,GEARS::norman::seed3::single::PTPN9+ctrl,1,formal_adamson_dixit_norman,/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/gears_confidence_eval_formal/tables/GEARS_PREDICTION_RECORDS_COMBINED.csv,0.035488836467266,0.035488836467266,0.0
