shard,row_group,n_rows,selected_samples_present
train-00524-of-03388.parquet,24,1000,smp_2056;smp_2057;smp_2058
train-00524-of-03388.parquet,25,1000,smp_2058;smp_2059
train-00524-of-03388.parquet,26,1000,smp_2059;smp_2060;smp_2061
train-00524-of-03388.parquet,27,1000,smp_2061;smp_2062
train-00524-of-03388.parquet,28,225,smp_2062;smp_2063
train-00525-of-03388.parquet,0,1000,smp_2063
train-00525-of-03388.parquet,2,1000,smp_2067
train-00525-of-03388.parquet,3,1000,smp_2067;smp_2068;smp_2069
train-00525-of-03388.parquet,4,1000,smp_2069;smp_2070
train-00525-of-03388.parquet,5,1000,smp_1975;smp_2070
train-00525-of-03388.parquet,7,1000,smp_1978
train-00525-of-03388.parquet,8,1000,smp_1980
train-00525-of-03388.parquet,9,1000,smp_1980;smp_1983
train-00525-of-03388.parquet,10,1000,smp_1983
train-00525-of-03388.parquet,11,1000,smp_1986
train-00525-of-03388.parquet,12,1000,smp_1986
train-00525-of-03388.parquet,16,1000,smp_1997
train-00525-of-03388.parquet,17,1000,smp_1997
train-00525-of-03388.parquet,20,1000,smp_2005
train-00525-of-03388.parquet,21,1000,smp_2005
train-00525-of-03388.parquet,24,1000,smp_2012
train-00526-of-03388.parquet,7,1000,smp_2044
train-00526-of-03388.parquet,8,1000,smp_2044;smp_2045
train-00526-of-03388.parquet,9,1000,smp_2045;smp_2046
train-00526-of-03388.parquet,10,1000,smp_2046;smp_2048
train-00526-of-03388.parquet,11,1000,smp_2048;smp_2049
train-00526-of-03388.parquet,12,1000,smp_2049;smp_2050
train-00526-of-03388.parquet,13,1000,smp_2050;smp_2052
train-00526-of-03388.parquet,14,1000,smp_2052;smp_2054
train-00526-of-03388.parquet,15,1000,smp_2054
train-00526-of-03388.parquet,16,1000,smp_2056
train-00526-of-03388.parquet,17,1000,smp_2056;smp_2057;smp_2058
train-00526-of-03388.parquet,18,1000,smp_2058;smp_2059
train-00526-of-03388.parquet,19,1000,smp_2059;smp_2060
train-00526-of-03388.parquet,20,1000,smp_2060;smp_2061;smp_2062
train-00526-of-03388.parquet,21,1000,smp_2062;smp_2063
train-00526-of-03388.parquet,22,1000,smp_2063
train-00526-of-03388.parquet,23,1000,smp_2067
train-00526-of-03388.parquet,24,1000,smp_2067;smp_2068
train-00526-of-03388.parquet,25,1000,smp_2068;smp_2069
train-00526-of-03388.parquet,26,1000,smp_1975;smp_2069;smp_2070
train-00526-of-03388.parquet,27,1000,smp_1975
train-00527-of-03388.parquet,0,1000,smp_1978
train-00527-of-03388.parquet,1,1000,smp_1978;smp_1980
train-00527-of-03388.parquet,2,1000,smp_1980
train-00527-of-03388.parquet,3,1000,smp_1983
train-00527-of-03388.parquet,4,1000,smp_1986
train-00527-of-03388.parquet,5,1000,smp_1986
train-00527-of-03388.parquet,9,1000,smp_1997
train-00527-of-03388.parquet,10,1000,smp_1997
train-00527-of-03388.parquet,13,1000,smp_2005
train-00527-of-03388.parquet,14,1000,smp_2005
train-00527-of-03388.parquet,16,1000,smp_2012
train-00527-of-03388.parquet,17,1000,smp_2012
train-00528-of-03388.parquet,0,1000,smp_2044
train-00528-of-03388.parquet,1,1000,smp_2044;smp_2045;smp_2046
train-00528-of-03388.parquet,2,1000,smp_2046;smp_2048
train-00528-of-03388.parquet,3,1000,smp_2048;smp_2049
train-00528-of-03388.parquet,4,1000,smp_2049;smp_2050
train-00528-of-03388.parquet,5,1000,smp_2050;smp_2052
train-00528-of-03388.parquet,6,1000,smp_2052
train-00528-of-03388.parquet,7,1000,smp_2054
train-00528-of-03388.parquet,8,1000,smp_2056
train-00528-of-03388.parquet,9,1000,smp_2056;smp_2057;smp_2058
train-00528-of-03388.parquet,10,1000,smp_2058;smp_2059
train-00528-of-03388.parquet,11,1000,smp_2059;smp_2060;smp_2061
train-00528-of-03388.parquet,12,1000,smp_2061;smp_2062
train-00528-of-03388.parquet,13,1000,smp_2062;smp_2063
train-00528-of-03388.parquet,14,1000,smp_2063
train-00528-of-03388.parquet,15,1000,smp_2067
train-00528-of-03388.parquet,16,1000,smp_2067;smp_2068
train-00528-of-03388.parquet,17,1000,smp_2068;smp_2069;smp_2070
train-00528-of-03388.parquet,18,1000,smp_1975;smp_2070
train-00528-of-03388.parquet,19,1000,smp_1975
train-00528-of-03388.parquet,20,1000,smp_1978
train-00528-of-03388.parquet,21,1000,smp_1980
train-00528-of-03388.parquet,22,1000,smp_1980
train-00528-of-03388.parquet,23,1000,smp_1983
train-00528-of-03388.parquet,24,1000,smp_1986
train-00528-of-03388.parquet,25,1000,smp_1986
train-00529-of-03388.parquet,1,1000,smp_1997
train-00529-of-03388.parquet,4,1000,smp_2005
train-00529-of-03388.parquet,5,1000,smp_2005
train-00529-of-03388.parquet,7,1000,smp_2012
train-00529-of-03388.parquet,8,1000,smp_2012
train-00529-of-03388.parquet,18,1000,smp_2044
train-00529-of-03388.parquet,19,1000,smp_2044;smp_2045;smp_2046
train-00529-of-03388.parquet,20,1000,smp_2046;smp_2048
train-00529-of-03388.parquet,21,1000,smp_2048;smp_2049
train-00529-of-03388.parquet,22,1000,smp_2049;smp_2050
train-00529-of-03388.parquet,23,1000,smp_2050;smp_2052
train-00529-of-03388.parquet,24,1000,smp_2052
train-00529-of-03388.parquet,25,1000,smp_2054
train-00529-of-03388.parquet,26,1000,smp_2054;smp_2056
train-00529-of-03388.parquet,27,1000,smp_2056;smp_2057;smp_2058
train-00529-of-03388.parquet,28,225,smp_2058
train-00530-of-03388.parquet,0,1000,smp_2058;smp_2059
train-00530-of-03388.parquet,1,1000,smp_2059;smp_2060;smp_2061
train-00530-of-03388.parquet,2,1000,smp_2061;smp_2062
train-00530-of-03388.parquet,3,1000,smp_2062;smp_2063
train-00530-of-03388.parquet,4,1000,smp_2063
train-00530-of-03388.parquet,5,1000,smp_2067
train-00530-of-03388.parquet,6,1000,smp_2067;smp_2068
train-00530-of-03388.parquet,7,1000,smp_2068;smp_2069;smp_2070
train-00530-of-03388.parquet,8,1000,smp_1975;smp_2070
train-00530-of-03388.parquet,9,1000,smp_1975
train-00530-of-03388.parquet,10,1000,smp_1978
train-00530-of-03388.parquet,11,1000,smp_1980
train-00530-of-03388.parquet,12,1000,smp_1980;smp_1983
train-00530-of-03388.parquet,13,1000,smp_1983
train-00530-of-03388.parquet,14,1000,smp_1986
train-00530-of-03388.parquet,15,1000,smp_1986
train-00530-of-03388.parquet,19,1000,smp_1997
train-00530-of-03388.parquet,22,1000,smp_2005
train-00530-of-03388.parquet,23,1000,smp_2005
train-00530-of-03388.parquet,25,1000,smp_2012
train-00530-of-03388.parquet,26,1000,smp_2012
train-00531-of-03388.parquet,8,1000,smp_2044
train-00531-of-03388.parquet,9,1000,smp_2044;smp_2045;smp_2046
train-00531-of-03388.parquet,10,1000,smp_2046;smp_2048
train-00531-of-03388.parquet,11,1000,smp_2048;smp_2049
train-00531-of-03388.parquet,12,1000,smp_2049;smp_2050
train-00531-of-03388.parquet,13,1000,smp_2050;smp_2052
train-00531-of-03388.parquet,14,1000,smp_2052;smp_2054
train-00531-of-03388.parquet,15,1000,smp_2054
train-00531-of-03388.parquet,16,1000,smp_2056;smp_2057
train-00531-of-03388.parquet,17,1000,smp_2057;smp_2058
train-00531-of-03388.parquet,18,1000,smp_2058;smp_2059
train-00531-of-03388.parquet,19,1000,smp_2059;smp_2060;smp_2061
train-00531-of-03388.parquet,20,1000,smp_2061;smp_2062
train-00531-of-03388.parquet,21,1000,smp_2062;smp_2063
train-00531-of-03388.parquet,23,1000,smp_2067
train-00531-of-03388.parquet,24,1000,smp_2067;smp_2068;smp_2069
train-00531-of-03388.parquet,25,1000,smp_2069;smp_2070
train-00531-of-03388.parquet,26,1000,smp_1975;smp_2070
train-00531-of-03388.parquet,27,1000,smp_1975
train-00531-of-03388.parquet,28,225,smp_1978
train-00532-of-03388.parquet,0,1000,smp_1978
train-00532-of-03388.parquet,1,1000,smp_1980
train-00532-of-03388.parquet,2,1000,smp_1983
train-00532-of-03388.parquet,3,1000,smp_1983
train-00532-of-03388.parquet,4,1000,smp_1986
train-00532-of-03388.parquet,5,1000,smp_1986
train-00532-of-03388.parquet,9,1000,smp_1997
train-00532-of-03388.parquet,12,1000,smp_2005
train-00532-of-03388.parquet,13,1000,smp_2005
train-00532-of-03388.parquet,16,1000,smp_2012
train-00532-of-03388.parquet,27,1000,smp_2044
train-00532-of-03388.parquet,28,225,smp_2044
train-00533-of-03388.parquet,0,1000,smp_2044;smp_2045
train-00533-of-03388.parquet,1,1000,smp_2045;smp_2046
train-00533-of-03388.parquet,2,1000,smp_2048;smp_2049
train-00533-of-03388.parquet,3,1000,smp_2049;smp_2050
train-00533-of-03388.parquet,4,1000,smp_2050
train-00533-of-03388.parquet,5,1000,smp_2052
train-00533-of-03388.parquet,6,1000,smp_2052;smp_2054
train-00533-of-03388.parquet,7,1000,smp_2054
train-00533-of-03388.parquet,8,1000,smp_2056;smp_2057
train-00533-of-03388.parquet,9,1000,smp_2057;smp_2058
train-00533-of-03388.parquet,10,1000,smp_2058;smp_2059;smp_2060
train-00533-of-03388.parquet,11,1000,smp_2060;smp_2061
train-00533-of-03388.parquet,12,1000,smp_2061;smp_2062;smp_2063
train-00533-of-03388.parquet,13,1000,smp_2063
train-00533-of-03388.parquet,15,1000,smp_2067
train-00533-of-03388.parquet,16,1000,smp_2067;smp_2068;smp_2069
train-00533-of-03388.parquet,17,1000,smp_2069;smp_2070
train-00533-of-03388.parquet,18,1000,smp_1975;smp_2070
train-00533-of-03388.parquet,19,1000,smp_1975;smp_1978
train-00533-of-03388.parquet,20,1000,smp_1978
train-00533-of-03388.parquet,21,1000,smp_1980
train-00533-of-03388.parquet,22,1000,smp_1983
train-00533-of-03388.parquet,23,1000,smp_1983
train-00533-of-03388.parquet,24,1000,smp_1986
train-00534-of-03388.parquet,0,1000,smp_1997
train-00534-of-03388.parquet,3,1000,smp_2005
train-00534-of-03388.parquet,4,1000,smp_2005
train-00534-of-03388.parquet,6,1000,smp_2012
train-00534-of-03388.parquet,7,1000,smp_2012
train-00534-of-03388.parquet,16,1000,smp_2044
train-00534-of-03388.parquet,17,1000,smp_2044;smp_2045
train-00534-of-03388.parquet,18,1000,smp_2045;smp_2046
train-00534-of-03388.parquet,19,1000,smp_2048;smp_2049
train-00534-of-03388.parquet,20,1000,smp_2049;smp_2050
train-00534-of-03388.parquet,21,1000,smp_2050
train-00534-of-03388.parquet,22,1000,smp_2052
train-00534-of-03388.parquet,23,1000,smp_2054
train-00534-of-03388.parquet,24,1000,smp_2054;smp_2056
train-00534-of-03388.parquet,25,1000,smp_2056;smp_2057;smp_2058
train-00534-of-03388.parquet,26,1000,smp_2058;smp_2059
train-00534-of-03388.parquet,27,1000,smp_2059;smp_2060;smp_2061
train-00534-of-03388.parquet,28,225,smp_2061
train-00535-of-03388.parquet,0,1000,smp_2061;smp_2062;smp_2063
train-00535-of-03388.parquet,1,1000,smp_2063
train-00535-of-03388.parquet,3,1000,smp_2067
train-00535-of-03388.parquet,4,1000,smp_2067;smp_2068;smp_2069
train-00535-of-03388.parquet,5,1000,smp_2069;smp_2070
train-00535-of-03388.parquet,6,1000,smp_1975;smp_2070
train-00535-of-03388.parquet,7,1000,smp_1978
train-00535-of-03388.parquet,8,1000,smp_1978
train-00535-of-03388.parquet,9,1000,smp_1980
train-00535-of-03388.parquet,10,1000,smp_1983
train-00535-of-03388.parquet,11,1000,smp_1983
train-00535-of-03388.parquet,12,1000,smp_1986
train-00535-of-03388.parquet,13,1000,smp_1986
train-00535-of-03388.parquet,17,1000,smp_1997
train-00535-of-03388.parquet,20,1000,smp_2005
train-00535-of-03388.parquet,21,1000,smp_2005
train-00535-of-03388.parquet,24,1000,smp_2012
train-00536-of-03388.parquet,7,1000,smp_2044
train-00536-of-03388.parquet,8,1000,smp_2044;smp_2045
train-00536-of-03388.parquet,9,1000,smp_2045;smp_2046
train-00536-of-03388.parquet,10,1000,smp_2046;smp_2048
train-00536-of-03388.parquet,11,1000,smp_2048;smp_2049
train-00536-of-03388.parquet,12,1000,smp_2049;smp_2050
train-00536-of-03388.parquet,13,1000,smp_2050;smp_2052
train-00536-of-03388.parquet,14,1000,smp_2052
train-00536-of-03388.parquet,15,1000,smp_2054
train-00536-of-03388.parquet,16,1000,smp_2056
train-00536-of-03388.parquet,17,1000,smp_2056;smp_2057;smp_2058
train-00536-of-03388.parquet,18,1000,smp_2058;smp_2059
train-00536-of-03388.parquet,19,1000,smp_2059;smp_2060;smp_2061
train-00536-of-03388.parquet,20,1000,smp_2061;smp_2062
train-00536-of-03388.parquet,21,1000,smp_2062;smp_2063
train-00536-of-03388.parquet,23,1000,smp_2067
train-00536-of-03388.parquet,24,1000,smp_2067;smp_2068
train-00536-of-03388.parquet,25,1000,smp_2068;smp_2069;smp_2070
train-00536-of-03388.parquet,26,1000,smp_1975;smp_2070
train-00536-of-03388.parquet,27,1000,smp_1975
train-00537-of-03388.parquet,0,1000,smp_1978
train-00537-of-03388.parquet,1,1000,smp_1980
train-00537-of-03388.parquet,2,1000,smp_1983
train-00537-of-03388.parquet,3,1000,smp_1983
train-00537-of-03388.parquet,4,1000,smp_1986
train-00537-of-03388.parquet,5,1000,smp_1986
train-00537-of-03388.parquet,9,1000,smp_1997
train-00537-of-03388.parquet,12,1000,smp_2005
train-00537-of-03388.parquet,13,1000,smp_2005
train-00537-of-03388.parquet,16,1000,smp_2012
train-00537-of-03388.parquet,27,1000,smp_2044
train-00537-of-03388.parquet,28,225,smp_2044
train-00538-of-03388.parquet,0,1000,smp_2044;smp_2045
train-00538-of-03388.parquet,1,1000,smp_2045;smp_2046
train-00538-of-03388.parquet,2,1000,smp_2048;smp_2049
train-00538-of-03388.parquet,3,1000,smp_2049;smp_2050
train-00538-of-03388.parquet,4,1000,smp_2050
train-00538-of-03388.parquet,5,1000,smp_2052
train-00538-of-03388.parquet,6,1000,smp_2052;smp_2054
train-00538-of-03388.parquet,7,1000,smp_2054
train-00538-of-03388.parquet,8,1000,smp_2056;smp_2057
train-00538-of-03388.parquet,9,1000,smp_2057;smp_2058
train-00538-of-03388.parquet,10,1000,smp_2058;smp_2059;smp_2060
train-00538-of-03388.parquet,11,1000,smp_2060;smp_2061;smp_2062
train-00538-of-03388.parquet,12,1000,smp_2062;smp_2063
train-00538-of-03388.parquet,13,1000,smp_2063
train-00538-of-03388.parquet,14,1000,smp_2067
train-00538-of-03388.parquet,15,1000,smp_2067;smp_2068
train-00538-of-03388.parquet,16,1000,smp_2068;smp_2069
train-00538-of-03388.parquet,17,1000,smp_1975;smp_2069;smp_2070
train-00538-of-03388.parquet,18,1000,smp_1975
train-00538-of-03388.parquet,19,1000,smp_1978
train-00538-of-03388.parquet,20,1000,smp_1978
train-00538-of-03388.parquet,21,1000,smp_1980
train-00538-of-03388.parquet,22,1000,smp_1983
train-00538-of-03388.parquet,23,1000,smp_1983;smp_1986
train-00538-of-03388.parquet,24,1000,smp_1986
train-00539-of-03388.parquet,0,1000,smp_1997
train-00539-of-03388.parquet,1,1000,smp_1997
train-00539-of-03388.parquet,4,1000,smp_2005
train-00539-of-03388.parquet,7,1000,smp_2012
train-00539-of-03388.parquet,8,1000,smp_2012
train-00539-of-03388.parquet,18,1000,smp_2044
train-00539-of-03388.parquet,19,1000,smp_2044;smp_2045
train-00539-of-03388.parquet,20,1000,smp_2045;smp_2046
train-00539-of-03388.parquet,21,1000,smp_2046;smp_2048
train-00539-of-03388.parquet,22,1000,smp_2048;smp_2049;smp_2050
train-00539-of-03388.parquet,23,1000,smp_2050
train-00539-of-03388.parquet,24,1000,smp_2052
train-00539-of-03388.parquet,25,1000,smp_2052;smp_2054
train-00539-of-03388.parquet,26,1000,smp_2054
train-00539-of-03388.parquet,27,1000,smp_2056;smp_2057
train-00539-of-03388.parquet,28,225,smp_2057
train-00540-of-03388.parquet,0,1000,smp_2057;smp_2058;smp_2059
train-00540-of-03388.parquet,1,1000,smp_2059;smp_2060
train-00540-of-03388.parquet,2,1000,smp_2060;smp_2061;smp_2062
train-00540-of-03388.parquet,3,1000,smp_2062;smp_2063
train-00540-of-03388.parquet,4,1000,smp_2063
train-00540-of-03388.parquet,5,1000,smp_2067
train-00540-of-03388.parquet,6,1000,smp_2067;smp_2068
train-00540-of-03388.parquet,7,1000,smp_2068;smp_2069
train-00540-of-03388.parquet,8,1000,smp_1975;smp_2069;smp_2070
train-00540-of-03388.parquet,9,1000,smp_1975
train-00540-of-03388.parquet,10,1000,smp_1978
train-00540-of-03388.parquet,11,1000,smp_1978
train-00540-of-03388.parquet,12,1000,smp_1980
train-00540-of-03388.parquet,13,1000,smp_1980;smp_1983
train-00540-of-03388.parquet,14,1000,smp_1983
train-00540-of-03388.parquet,15,1000,smp_1986
train-00540-of-03388.parquet,16,1000,smp_1986
train-00540-of-03388.parquet,20,1000,smp_1997
train-00540-of-03388.parquet,21,1000,smp_1997
train-00540-of-03388.parquet,24,1000,smp_2005
train-00540-of-03388.parquet,25,1000,smp_2005
train-00540-of-03388.parquet,28,225,smp_2012
train-00541-of-03388.parquet,0,1000,smp_2012
train-00541-of-03388.parquet,11,1000,smp_2044
train-00541-of-03388.parquet,12,1000,smp_2044;smp_2045
train-00541-of-03388.parquet,13,1000,smp_2045;smp_2046
train-00541-of-03388.parquet,14,1000,smp_2046;smp_2048
train-00541-of-03388.parquet,15,1000,smp_2048;smp_2049
train-00541-of-03388.parquet,16,1000,smp_2049;smp_2050
train-00541-of-03388.parquet,17,1000,smp_2050;smp_2052
train-00541-of-03388.parquet,18,1000,smp_2052
train-00541-of-03388.parquet,19,1000,smp_2054
train-00541-of-03388.parquet,20,1000,smp_2054;smp_2056
train-00541-of-03388.parquet,21,1000,smp_2056;smp_2057
train-00541-of-03388.parquet,22,1000,smp_2057;smp_2058;smp_2059
train-00541-of-03388.parquet,23,1000,smp_2059;smp_2060
train-00541-of-03388.parquet,24,1000,smp_2060;smp_2061;smp_2062
train-00541-of-03388.parquet,25,1000,smp_2062;smp_2063
train-00541-of-03388.parquet,26,1000,smp_2063
train-00541-of-03388.parquet,27,1000,smp_2067
train-00541-of-03388.parquet,28,225,smp_2067
train-00542-of-03388.parquet,0,1000,smp_2067;smp_2068
train-00542-of-03388.parquet,1,1000,smp_2068;smp_2069
train-00542-of-03388.parquet,2,1000,smp_2069;smp_2070
train-00542-of-03388.parquet,3,1000,smp_1975;smp_2070
train-00542-of-03388.parquet,4,1000,smp_1978
train-00542-of-03388.parquet,5,1000,smp_1978
train-00542-of-03388.parquet,6,1000,smp_1980
train-00542-of-03388.parquet,7,1000,smp_1983
train-00542-of-03388.parquet,8,1000,smp_1983
train-00542-of-03388.parquet,9,1000,smp_1986
train-00542-of-03388.parquet,10,1000,smp_1986
train-00542-of-03388.parquet,14,1000,smp_1997
train-00542-of-03388.parquet,17,1000,smp_2005
train-00542-of-03388.parquet,18,1000,smp_2005
train-00542-of-03388.parquet,21,1000,smp_2012
train-00543-of-03388.parquet,4,1000,smp_2044
train-00543-of-03388.parquet,5,1000,smp_2044;smp_2045
train-00543-of-03388.parquet,6,1000,smp_2045;smp_2046
train-00543-of-03388.parquet,7,1000,smp_2048;smp_2049
train-00543-of-03388.parquet,8,1000,smp_2049;smp_2050
train-00543-of-03388.parquet,9,1000,smp_2050
train-00543-of-03388.parquet,10,1000,smp_2052
train-00543-of-03388.parquet,11,1000,smp_2052;smp_2054
train-00543-of-03388.parquet,12,1000,smp_2054
train-00543-of-03388.parquet,13,1000,smp_2056;smp_2057
train-00543-of-03388.parquet,14,1000,smp_2057;smp_2058
train-00543-of-03388.parquet,15,1000,smp_2058;smp_2059;smp_2060
train-00543-of-03388.parquet,16,1000,smp_2060;smp_2061
train-00543-of-03388.parquet,17,1000,smp_2061;smp_2062;smp_2063
train-00543-of-03388.parquet,18,1000,smp_2063
train-00543-of-03388.parquet,20,1000,smp_2067
train-00543-of-03388.parquet,21,1000,smp_2067;smp_2068;smp_2069
train-00543-of-03388.parquet,22,1000,smp_2069;smp_2070
train-00543-of-03388.parquet,23,1000,smp_1975;smp_2070
train-00543-of-03388.parquet,24,1000,smp_1975
train-00543-of-03388.parquet,25,1000,smp_1978
train-00543-of-03388.parquet,26,1000,smp_1980
train-00543-of-03388.parquet,27,1000,smp_1980
train-00543-of-03388.parquet,28,225,smp_1983
train-00544-of-03388.parquet,0,1000,smp_1983
train-00544-of-03388.parquet,1,1000,smp_1986
train-00544-of-03388.parquet,2,1000,smp_1986
train-00544-of-03388.parquet,6,1000,smp_1997
train-00544-of-03388.parquet,7,1000,smp_1997
train-00544-of-03388.parquet,10,1000,smp_2005
train-00544-of-03388.parquet,13,1000,smp_2012
train-00544-of-03388.parquet,14,1000,smp_2012
train-00544-of-03388.parquet,25,1000,smp_2044
train-00544-of-03388.parquet,26,1000,smp_2044;smp_2045;smp_2046
train-00544-of-03388.parquet,27,1000,smp_2046;smp_2048
train-00544-of-03388.parquet,28,225,smp_2048
train-00545-of-03388.parquet,0,1000,smp_2048;smp_2049
train-00545-of-03388.parquet,1,1000,smp_2049;smp_2050
train-00545-of-03388.parquet,2,1000,smp_2050;smp_2052
train-00545-of-03388.parquet,3,1000,smp_2052
train-00545-of-03388.parquet,4,1000,smp_2054
train-00545-of-03388.parquet,5,1000,smp_2054;smp_2056
train-00545-of-03388.parquet,6,1000,smp_2056;smp_2057;smp_2058
train-00545-of-03388.parquet,7,1000,smp_2058;smp_2059
train-00545-of-03388.parquet,8,1000,smp_2059;smp_2060
train-00545-of-03388.parquet,9,1000,smp_2060;smp_2061;smp_2062
train-00545-of-03388.parquet,10,1000,smp_2062;smp_2063
train-00545-of-03388.parquet,11,1000,smp_2063
train-00545-of-03388.parquet,12,1000,smp_2067
train-00545-of-03388.parquet,13,1000,smp_2067;smp_2068
train-00545-of-03388.parquet,14,1000,smp_2068;smp_2069
train-00545-of-03388.parquet,15,1000,smp_1975;smp_2069;smp_2070
train-00545-of-03388.parquet,16,1000,smp_1975
train-00545-of-03388.parquet,17,1000,smp_1978
train-00545-of-03388.parquet,18,1000,smp_1978;smp_1980
train-00545-of-03388.parquet,19,1000,smp_1980
train-00545-of-03388.parquet,20,1000,smp_1983
train-00545-of-03388.parquet,21,1000,smp_1983;smp_1986
train-00545-of-03388.parquet,22,1000,smp_1986
train-00545-of-03388.parquet,26,1000,smp_1997
train-00545-of-03388.parquet,27,1000,smp_1997
train-00546-of-03388.parquet,2,1000,smp_2005
train-00546-of-03388.parquet,5,1000,smp_2012
train-00546-of-03388.parquet,6,1000,smp_2012
train-00546-of-03388.parquet,16,1000,smp_2044
train-00546-of-03388.parquet,17,1000,smp_2044;smp_2045
train-00546-of-03388.parquet,18,1000,smp_2045;smp_2046
train-00546-of-03388.parquet,19,1000,smp_2046;smp_2048
train-00546-of-03388.parquet,20,1000,smp_2048;smp_2049
train-00546-of-03388.parquet,21,1000,smp_2049;smp_2050
train-00546-of-03388.parquet,22,1000,smp_2050;smp_2052
train-00546-of-03388.parquet,23,1000,smp_2052;smp_2054
train-00546-of-03388.parquet,24,1000,smp_2054
train-00546-of-03388.parquet,25,1000,smp_2056
train-00546-of-03388.parquet,26,1000,smp_2056;smp_2057;smp_2058
train-00546-of-03388.parquet,27,1000,smp_2058;smp_2059
train-00546-of-03388.parquet,28,225,smp_2059;smp_2060
train-00547-of-03388.parquet,0,1000,smp_2060;smp_2061
train-00547-of-03388.parquet,1,1000,smp_2061;smp_2062
train-00547-of-03388.parquet,2,1000,smp_2062;smp_2063
train-00547-of-03388.parquet,4,1000,smp_2067
train-00547-of-03388.parquet,5,1000,smp_2067;smp_2068
train-00547-of-03388.parquet,6,1000,smp_2068;smp_2069;smp_2070
train-00547-of-03388.parquet,7,1000,smp_1975;smp_2070
train-00547-of-03388.parquet,8,1000,smp_1975
train-00547-of-03388.parquet,9,1000,smp_1978
train-00547-of-03388.parquet,10,1000,smp_1980
train-00547-of-03388.parquet,11,1000,smp_1980
train-00547-of-03388.parquet,12,1000,smp_1983
train-00547-of-03388.parquet,13,1000,smp_1986
train-00547-of-03388.parquet,14,1000,smp_1986
train-00547-of-03388.parquet,18,1000,smp_1997
train-00547-of-03388.parquet,19,1000,smp_1997
train-00547-of-03388.parquet,22,1000,smp_2005
train-00547-of-03388.parquet,25,1000,smp_2012
train-00548-of-03388.parquet,8,1000,smp_2044
train-00548-of-03388.parquet,9,1000,smp_2044;smp_2045;smp_2046
train-00548-of-03388.parquet,10,1000,smp_2046
train-00548-of-03388.parquet,11,1000,smp_2048;smp_2049
train-00548-of-03388.parquet,12,1000,smp_2049;smp_2050
train-00548-of-03388.parquet,13,1000,smp_2050
train-00548-of-03388.parquet,14,1000,smp_2052
train-00548-of-03388.parquet,15,1000,smp_2054
train-00548-of-03388.parquet,16,1000,smp_2054;smp_2056
train-00548-of-03388.parquet,17,1000,smp_2056;smp_2057
train-00548-of-03388.parquet,18,1000,smp_2057;smp_2058;smp_2059
train-00548-of-03388.parquet,19,1000,smp_2059;smp_2060
train-00548-of-03388.parquet,20,1000,smp_2060;smp_2061;smp_2062
train-00548-of-03388.parquet,21,1000,smp_2062;smp_2063
train-00548-of-03388.parquet,22,1000,smp_2063
train-00548-of-03388.parquet,23,1000,smp_2067
train-00548-of-03388.parquet,24,1000,smp_2067;smp_2068
train-00548-of-03388.parquet,25,1000,smp_2068;smp_2069
train-00548-of-03388.parquet,26,1000,smp_1975;smp_2069;smp_2070
train-00548-of-03388.parquet,27,1000,smp_1975
train-00549-of-03388.parquet,0,1000,smp_1978
train-00549-of-03388.parquet,1,1000,smp_1978;smp_1980
train-00549-of-03388.parquet,2,1000,smp_1980
train-00549-of-03388.parquet,3,1000,smp_1983
train-00549-of-03388.parquet,4,1000,smp_1986
train-00549-of-03388.parquet,5,1000,smp_1986
train-00549-of-03388.parquet,9,1000,smp_1997
train-00549-of-03388.parquet,12,1000,smp_2005
train-00549-of-03388.parquet,13,1000,smp_2005
train-00549-of-03388.parquet,15,1000,smp_2012
train-00549-of-03388.parquet,16,1000,smp_2012
train-00549-of-03388.parquet,26,1000,smp_2044;smp_2045
train-00549-of-03388.parquet,27,1000,smp_2045;smp_2046
train-00549-of-03388.parquet,28,225,smp_2046
train-00550-of-03388.parquet,0,1000,smp_2046;smp_2048
train-00550-of-03388.parquet,1,1000,smp_2048;smp_2049
train-00550-of-03388.parquet,2,1000,smp_2049;smp_2050
train-00550-of-03388.parquet,3,1000,smp_2052
train-00550-of-03388.parquet,4,1000,smp_2052;smp_2054
train-00550-of-03388.parquet,5,1000,smp_2054;smp_2056
train-00550-of-03388.parquet,6,1000,smp_2056;smp_2057
train-00550-of-03388.parquet,7,1000,smp_2057;smp_2058;smp_2059
train-00550-of-03388.parquet,8,1000,smp_2059;smp_2060
train-00550-of-03388.parquet,9,1000,smp_2060;smp_2061;smp_2062
train-00550-of-03388.parquet,10,1000,smp_2062;smp_2063
train-00550-of-03388.parquet,11,1000,smp_2063
train-00550-of-03388.parquet,12,1000,smp_2067
train-00550-of-03388.parquet,13,1000,smp_2067;smp_2068
train-00550-of-03388.parquet,14,1000,smp_2068;smp_2069
train-00550-of-03388.parquet,15,1000,smp_1975;smp_2069;smp_2070
train-00550-of-03388.parquet,16,1000,smp_1975
train-00550-of-03388.parquet,17,1000,smp_1978
train-00550-of-03388.parquet,18,1000,smp_1978;smp_1980
train-00550-of-03388.parquet,19,1000,smp_1980
train-00550-of-03388.parquet,20,1000,smp_1983
train-00550-of-03388.parquet,21,1000,smp_1986
train-00550-of-03388.parquet,22,1000,smp_1986
train-00550-of-03388.parquet,26,1000,smp_1997
train-00550-of-03388.parquet,27,1000,smp_1997
train-00551-of-03388.parquet,2,1000,smp_2005
train-00551-of-03388.parquet,5,1000,smp_2012
